,Returns,Standard Deviation,Sharpe Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
10,22.166666666666668,16.738179909018385,1.1104353500617075,7.927244030916285,2.040270571071811,6.767040949237546,1.2289935962994973,2.332846245797137,1.7832919178909792,4.054174799969691,1.479958773799147,3.3966758304179945,10.779557906593473,2.678408159751841,3.652785213606406,6.9845636408685445,3.51217297609141,1.9184422450484857,8.551683568910367,1.9414112456126227,6.798256522884012,2.9815412132559054,2.105926205970624,2.409809913056167,6.004423405527637,3.226301740588164,5.444219326834275
9,22.166666666666668,16.738179909018385,1.1104353500617075,7.411681619007824,2.3479725405111855,6.785542940272328,1.464113505769969,2.6301505663530795,2.0251330313260665,4.169313603355542,1.771495212337948,3.754260271983974,9.34219627916249,2.625025960794071,3.712199898800047,6.880825364832948,4.012219189146165,2.069274499289563,8.68871698696032,2.069091167865415,6.606083785655999,3.2653364980540953,2.430831313962877,2.2470449733533187,5.516190388685898,3.467971395681974,4.707329006836893
2,23.0,17.55467648994611,1.10625792569417,4.534231569266687,5.790184762894233,3.4903163869888356,5.196506346884747,3.071813951503029,2.8549547510206175,4.757062339756594,5.806864054659094,5.3823641572218754,2.771812591822891,1.9200512105127312,1.7333628982084914,4.717706361888708,1.7218321393547873,5.827669514585701,2.924088504908141,4.478093773311967,4.663258612863533,2.1510681457775713,6.786852880000746,2.925593093622568,6.076199418864684,7.11957648231062,3.298536051771121
1,23.0,17.55467648994611,1.10625792569417,4.634424006037288,5.891463689158462,3.5614859234686302,5.006633929833928,2.994813647514854,2.9688757201194202,4.9935363097282055,6.0477657304353745,5.3989884850060665,2.959696399418071,1.7789501865576243,1.6125371115525948,4.54591950856078,1.693792052538452,6.028231544733849,3.213110698900512,4.778856741071573,4.844370831856072,2.105478707622333,6.3063298567842265,2.9416580510557977,5.704650362567027,6.634677338562456,3.3537531669164338
3,23.333333333333332,17.962924780409974,1.0996724405858416,2.2824648560086547,4.755499367664235,8.785064888364506,3.860752604803921,4.767091242851615,2.8734764339977352,2.685736938256107,4.567343822755459,4.281279986483046,4.749304195864031,3.9408835032157965,4.378301967799615,7.020150047287986,3.617156100481596,3.7934928462022026,2.8249111984259043,3.0916805651043795,2.325623079756411,4.987851789537834,3.973843887551082,2.630464387104445,3.9725142187076443,4.221598520976682,5.613513550799099
8,22.833333333333336,17.55467648994611,1.096763779404313,1.2829395944308,2.6219664629619253,8.174052731244096,1.778523121365645,1.7669926416492243,2.093131037362117,2.22681668560599,2.084662800466958,2.753882468710187,10.357576438781727,4.316252807085575,4.6071835517007065,8.649697236567183,3.834624710539342,3.0197324443822717,9.164283309343084,2.5806288068054912,1.504107639751455,3.8454164743080574,2.3922809091609887,3.5465783431416718,7.798149517311423,2.083312676187182,7.5172075911369
7,22.833333333333336,17.55467648994611,1.096763779404313,1.44893526373862,2.7729093989759415,8.166386501011253,2.033738951634592,1.7781536323435592,2.193591754289036,2.385073661026488,2.3607668899774623,3.018690861487454,9.652474682397754,4.089695383252271,4.659088596927944,8.13052348504819,3.836009673597833,3.1176839654585744,8.347855338926717,2.5854495356725913,1.6526296917178207,4.050578783579606,2.651298095620353,3.6010245616358225,7.824168963248898,2.3317842077374933,7.3114881206937055
6,23.166666666666664,17.962924780409974,1.0903940703480266,3.0018256296018087,4.513889404447847,9.973855819958901,4.519063846087224,5.565406574434176,2.411847598917338,3.0101590505431037,5.279660462747924,4.9176734854595665,2.287508930891387,1.797926509983539,5.494489150851845,4.36794687792728,1.8471265491359568,4.233971824470996,1.916052281446058,3.0850564171355064,3.0401409138416624,6.24820264603193,5.177880575888376,2.605594817369948,4.714610741403242,5.303236056982109,4.686873834442267
5,23.166666666666664,17.962924780409974,1.0903940703480266,3.243328788661332,4.713341766234919,8.905188939477169,4.647999651711494,5.164276254176473,2.47363642102169,3.2738901406748204,5.343199747847264,4.992210261532415,2.349041865354344,1.8312896842264665,4.88990138510231,4.441499549299528,1.8292598494046,4.476010058418331,2.053789895245922,3.284741005967226,3.2888394653700392,5.581456676235687,5.486911204040777,2.6564856359147924,4.972804294482814,5.646645525797892,4.454251933801689
4,23.166666666666664,17.962924780409974,1.0903940703480266,3.6513781278289046,5.050341102970583,7.099544590686817,4.8658525795361545,4.486517160926306,2.578036248029375,3.719496307754678,5.450557197732943,5.118149327251678,2.4530093386678633,1.8876608772799033,3.8683758727917477,4.5657758488905325,1.7990718591237405,4.884963472527316,2.286514562320363,3.62213271890399,3.709046306548773,4.454907220619889,6.009056521274695,2.7424719433311795,5.40905411051723,6.226878129627438,4.061208574857892
