,18094
Returns,0.27116214281770573
Standard Deviation,0.17402996832032547
Sharpe Ratio,1.3524230630467633
ASIANPAINT Weight,0.06772771342826325
BAJFINANCE Weight,0.02693650980141644
BAJAJFINSV Weight,0.04959828959410912
BRITANNIA Weight,0.03600122171849351
DIVISLAB Weight,0.054130645552647655
GRASIM Weight,0.013339441925800834
HCLTECH Weight,0.06772771342826325
HDFCBANK Weight,0.022404153842877906
HINDALCO Weight,0.05866300151118619
HINDUNILVR Weight,0.02693650980141644
ICICIBANK Weight,0.03146886575995497
INFY Weight,0.03146886575995497
JSWSTEEL Weight,0.01787179788433937
LT Weight,0.008807085967262297
NESTLEIND Weight,0.0722600693868018
POWERGRID Weight,0.054130645552647655
RELIANCE Weight,0.045065933635570585
TCS Weight,0.0722600693868018
TATACONSUM Weight,0.054130645552647655
TATASTEEL Weight,0.022404153842877906
TECHM Weight,0.01787179788433937
TITAN Weight,0.06772771342826325
ULTRACEMCO Weight,0.022404153842877906
WIPRO Weight,0.05866300151118619
