,24
Returns,30.0
Standard Deviation,17.88854381999832
Sharpe Ratio,1.476922899138611
ASIANPAINT Weight,9.81296530832906
BAJFINANCE Weight,4.3032320157286845
BAJAJFINSV Weight,2.8556753840442863
BRITANNIA Weight,2.2069648374459265
DIVISLAB Weight,2.7369517151480443
GRASIM Weight,2.109263973469402
HCLTECH Weight,1.159573685621202
HDFCBANK Weight,2.031204702301271
HINDALCO Weight,4.698308721615422
HINDUNILVR Weight,10.466145460447281
ICICIBANK Weight,2.14733469201068
INFY Weight,2.6766864466929023
JSWSTEEL Weight,1.444714882369217
LT Weight,1.9418158290821843
NESTLEIND Weight,4.726109918066055
POWERGRID Weight,2.020885258542573
RELIANCE Weight,13.974463985171154
TCS Weight,5.728284867972774
TATACONSUM Weight,2.3421187289433276
TATASTEEL Weight,2.9084194525234643
TECHM Weight,3.2197709823663643
TITAN Weight,10.908070516518386
ULTRACEMCO Weight,2.1109703716724577
WIPRO Weight,1.470068263917874
