,107
Returns,30.599999999999998
Semi Deviation,12.074767078498864
Sortino Ratio,2.2377243241497893
ADANIPORTS Weight,1.0950457940308762
ASIANPAINT Weight,0.22797929206548423
BAJFINANCE Weight,0.34478092808763283
BAJAJFINSV Weight,0.4088084401921132
BRITANNIA Weight,1.2182822006842535
DIVISLAB Weight,9.394141250935832
GRASIM Weight,0.1370264855550867
HCLTECH Weight,0.0472440654100709
HDFCBANK Weight,7.582550653299343
HINDALCO Weight,0.26671128704037234
HINDUNILVR Weight,0.01424069220516735
ICICIBANK Weight,0.03880694747798834
INFY Weight,4.175347041424705
JSWSTEEL Weight,16.083879831351382
KOTAKBANK Weight,0.36733451644366427
LT Weight,4.340426284866373
NESTLEIND Weight,7.446110250917494
POWERGRID Weight,2.245994220338523
RELIANCE Weight,13.899529994197854
TCS Weight,0.02042264616286335
TATACONSUM Weight,0.06502307883508467
TATASTEEL Weight,0.1281408391405887
TECHM Weight,0.15500704592598108
TITAN Weight,28.784362204645795
ULTRACEMCO Weight,0.1958243284111743
WIPRO Weight,1.3169796803543101
