,number,value,datetime_start,datetime_complete,duration,params_ANTS,params_EVA_RATE,params_ITERATIONS,params_Q,state
0,0,2.2301763798830576,2022-03-25 19:59:40.934944,2022-03-25 20:00:18.249830,0 days 00:00:37.314886000,232,0.474906367333468,68,0.611876486290047,COMPLETE
1,1,2.2078301972618113,2022-03-25 20:00:18.250395,2022-03-25 20:09:48.122292,0 days 00:09:29.871897000,372,0.6732416079110612,461,0.5523329168429378,COMPLETE
2,2,2.337740759862598,2022-03-25 20:09:48.123075,2022-03-25 20:11:54.558417,0 days 00:02:06.435342000,212,0.4355074713287317,268,0.21150777855349223,COMPLETE
3,3,2.2691659694513966,2022-03-25 20:11:54.559191,2022-03-25 20:13:13.265356,0 days 00:01:18.706165000,374,0.6829683848987029,63,0.03186137711680692,COMPLETE
4,4,2.1531885652193687,2022-03-25 20:13:13.266166,2022-03-25 20:20:46.836027,0 days 00:07:33.569861000,470,0.9384157811513149,241,0.5621596889671885,COMPLETE
5,5,2.164715604306456,2022-03-25 20:20:46.836790,2022-03-25 20:21:59.040406,0 days 00:01:12.203616000,446,0.1468596324757362,42,0.38378648732806253,COMPLETE
6,6,2.1627734994250924,2022-03-25 20:21:59.041111,2022-03-25 20:22:35.573643,0 days 00:00:36.532532000,187,0.9666529868775099,95,0.2950150179231904,COMPLETE
7,7,2.2440498032567002,2022-03-25 20:22:35.574425,2022-03-25 20:28:15.676368,0 days 00:05:40.101943000,306,0.09362414817726195,387,0.5772050439811698,COMPLETE
8,8,2.2341393294349303,2022-03-25 20:28:15.677186,2022-03-25 20:29:46.197499,0 days 00:01:30.520313000,223,0.6588068701216477,177,0.6265559125200082,COMPLETE
9,9,2.2460720978961053,2022-03-25 20:29:46.198238,2022-03-25 20:35:25.449072,0 days 00:05:39.250834000,261,0.019584996098736207,509,0.7639575732759325,COMPLETE
10,10,2.25280588499498,2022-03-25 20:35:25.449848,2022-03-25 20:35:37.924955,0 days 00:00:12.475107000,37,0.4537462427230922,325,0.05534639923764184,COMPLETE
11,11,2.2294756525775115,2022-03-25 20:35:37.925641,2022-03-25 20:36:02.525153,0 days 00:00:24.599512000,94,0.31861495373767307,183,0.007083107362045354,COMPLETE
12,12,2.2276745821581367,2022-03-25 20:36:02.525686,2022-03-25 20:41:32.486165,0 days 00:05:29.960479000,348,0.6646468475146505,303,0.1919708517026464,COMPLETE
13,13,2.234021948704887,2022-03-25 20:41:32.486978,2022-03-25 20:42:14.146302,0 days 00:00:41.659324000,161,0.32753237699399623,137,0.9786516655140709,COMPLETE
14,14,2.2284471199287474,2022-03-25 20:42:14.147126,2022-03-25 20:57:27.082545,0 days 00:15:12.935419000,532,0.8067141485335685,390,0.16087360517466942,COMPLETE
15,15,2.0851322448799356,2022-03-25 20:57:27.083340,2022-03-25 20:57:36.139805,0 days 00:00:09.056465000,417,0.33815289965239853,6,0.36029607172515943,COMPLETE
16,16,2.2254377751617933,2022-03-25 20:57:36.140285,2022-03-25 20:58:28.739601,0 days 00:00:52.599316000,132,0.5647380466650167,237,0.19023893964533028,COMPLETE
17,17,2.2210735564295874,2022-03-25 20:58:28.740418,2022-03-25 21:03:55.182650,0 days 00:05:26.442232000,301,0.8529709596544655,385,0.10768067956825517,COMPLETE
18,18,2.2372082114488956,2022-03-25 21:03:55.183435,2022-03-25 21:03:55.696569,0 days 00:00:00.513134000,5,0.7615117583379177,128,0.2518786558073408,COMPLETE
19,19,2.222466869926386,2022-03-25 21:03:55.697014,2022-03-25 21:08:42.125670,0 days 00:04:46.428656000,369,0.5701071639198885,237,0.42746954043432905,COMPLETE
20,20,2.1571607068188006,2022-03-25 21:08:42.126482,2022-03-25 21:08:58.599928,0 days 00:00:16.473446000,534,0.21270259762301602,7,0.07558929181569823,COMPLETE
21,21,2.2432649047948523,2022-03-25 21:08:58.600473,2022-03-25 21:09:02.494461,0 days 00:00:03.893988000,14,0.4702434369496987,318,0.019643650184666156,COMPLETE
22,22,2.2342601698015754,2022-03-25 21:09:02.494946,2022-03-25 21:09:47.087880,0 days 00:00:44.592934000,92,0.40808015567759454,343,0.09618506868963633,COMPLETE
23,23,2.2570478789870414,2022-03-25 21:09:47.088581,2022-03-25 21:10:27.235851,0 days 00:00:40.147270000,70,0.5557601989386858,450,0.26980303304223807,COMPLETE
24,24,2.2787546340838505,2022-03-25 21:10:27.236409,2022-03-25 21:12:22.735941,0 days 00:01:55.499532000,127,0.5765123521392045,549,0.29091462295544734,COMPLETE
