,45998
Returns,28.19225726832157
Standard Deviation,11.054884989267658
Sortino Ratio,222.63693645131295
ASIANPAINT Weight,6.7990506280679295
BAJFINANCE Weight,7.348417715664714
BAJAJFINSV Weight,0.7560126645032914
BRITANNIA Weight,4.052215190084003
DIVISLAB Weight,5.150949365277573
GRASIM Weight,2.4041139272936474
HCLTECH Weight,6.7990506280679295
HDFCBANK Weight,7.8977848032615
HINDALCO Weight,1.8547468396968618
HINDUNILVR Weight,8.447151890858285
ICICIBANK Weight,3.5028481024872176
INFY Weight,5.150949365277573
JSWSTEEL Weight,2.4041139272936474
LT Weight,5.150949365277573
NESTLEIND Weight,4.052215190084003
POWERGRID Weight,2.953481014890432
RELIANCE Weight,3.5028481024872176
TCS Weight,3.5028481024872176
TATACONSUM Weight,8.447151890858285
TATASTEEL Weight,1.3053797521000765
TECHM Weight,0.7560126645032914
TITAN Weight,2.4041139272936474
ULTRACEMCO Weight,1.8547468396968618
WIPRO Weight,3.5028481024872176
