,Returns,Standard Deviation,Sharpe Ratio
0,0.2088913269438852,0.1618306342364526,1.0695831957933222
1,0.20950319061121458,0.16231821273644098,1.0701398671340696
2,0.21031162805161968,0.16300621968909534,1.0705826341134026
3,0.21130826113540685,0.1639221179519998,1.0706807801665896
4,0.21243702542058762,0.16504828173553038,1.0702142643546377
5,0.21359859489252828,0.16630374081495508,1.0691196362826465
6,0.2146818728111168,0.167560929169718,1.067563146716214
7,0.21560357826270093,0.1686948015233994,1.0658513281914064
8,0.21632881197725742,0.16962765031413882,1.064265240029738
9,0.21686525108693216,0.17034032728028484,1.0629617424005537
