,Returns,Standard Deviation,Sharpe Ratio
181430,0.21799865290420783,0.17190830170326277,1.0598595361538015
181431,0.21799865290420783,0.17190830170326277,1.0598595361538015
181432,0.21799865290420783,0.17190830170326277,1.0598595361538015
181433,0.21799865290420783,0.17190830170326277,1.0598595361538015
181434,0.21799865290420783,0.17190830170326277,1.0598595361538015
181435,0.21799865290420783,0.17190830170326277,1.0598595361538015
181436,0.21799865290420783,0.17190830170326277,1.0598595361538015
181437,0.21799865290420783,0.17190830170326277,1.0598595361538015
181438,0.21799865290420783,0.17190830170326277,1.0598595361538015
181439,0.21799865290420783,0.17190830170326277,1.0598595361538015
