,Returns,Standard Deviation,Sharpe Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
5377,0.2388136598563691,0.17533337544923883,1.1578723066056755,0.032681819377232225,0.07487153708414171,0.05143280502474757,0.06080829784850523,0.06549604426038404,0.009243087317838078,0.01861858014159574,0.02330632655347457,0.0420573122009899,0.03736956578911106,0.027994072965353403,0.07018379067226288,0.06549604426038404,0.013930833729716909,0.04674505861286873,0.056120551436626386,0.056120551436626386,0.0420573122009899,0.04674505861286873,0.027994072965353403,0.03736956578911106,0.04674505861286873,0.009243087317838078,0.03736956578911106
5378,0.23690636883001076,0.1748823873240123,1.1499521015653347,0.033505106088004076,0.07182895576172399,0.050537928165212936,0.05905433920381736,0.06331254472311955,0.012214078491493023,0.020730489530097446,0.024988695049399656,0.04202151712660851,0.037763311607306296,0.02924690056870187,0.06757075024242178,0.06331254472311955,0.016472284010795233,0.046279722645910716,0.054796133684515136,0.054796133684515136,0.04202151712660851,0.046279722645910716,0.02924690056870187,0.037763311607306296,0.046279722645910716,0.012214078491493023,0.037763311607306296
21952,0.23316874928158499,0.17225504157205107,1.1457937456015146,0.07453010814394415,0.07453010814394415,0.017451499262356923,0.012262534818576264,0.04858528592504087,0.012262534818576264,0.007073570374795607,0.05896321481260218,0.04858528592504087,0.07453010814394415,0.03301839259369889,0.012262534818576264,0.04858528592504087,0.012262534818576264,0.05896321481260218,0.04339632148126021,0.04339632148126021,0.06415217925638284,0.04339632148126021,0.06934114370016349,0.07453010814394415,0.027829428149918237,0.017451499262356923,0.02264046370613758
21953,0.23216855845094075,0.17213517740511877,1.1407811082611483,0.07236336430716755,0.07236336430716755,0.019048047352613395,0.014201200356744834,0.04812912932782475,0.014201200356744834,0.009354353360876274,0.05782282331956187,0.04812912932782475,0.07236336430716755,0.03358858834021907,0.014201200356744834,0.04812912932782475,0.014201200356744834,0.05782282331956187,0.04328228233195619,0.04328228233195619,0.06266967031543043,0.04328228233195619,0.067516517311299,0.07236336430716755,0.028741741344350515,0.019048047352613395,0.023894894348481955
5379,0.23454869871597211,0.17436244740172097,1.1398595378629128,0.03452280000384984,0.0680679130292506,0.049431739126250186,0.05688620868745035,0.06061344346805042,0.015886626100849434,0.0233410956620496,0.02706833044264968,0.04197726956505001,0.03825003478444993,0.030795565223249766,0.06434067824865052,0.06061344346805042,0.019613860881449514,0.0457045043456501,0.05315897390685026,0.05315897390685026,0.04197726956505001,0.0457045043456501,0.030795565223249766,0.03825003478444993,0.0457045043456501,0.015886626100849434,0.03825003478444993
20608,0.2260365809773076,0.16749075273329617,1.1358034868959648,0.08752858380965191,0.008908154421677191,0.0940802862586498,0.008908154421677191,0.04821836911566455,0.015459856870675085,0.015459856870675085,0.08752858380965191,0.008908154421677191,0.015459856870675085,0.02201155931967298,0.015459856870675085,0.08752858380965191,0.015459856870675085,0.07442517891165613,0.1006319887076477,0.07442517891165613,0.028563261768670873,0.061321774013660346,0.008908154421677191,0.03511496421766877,0.008908154421677191,0.008908154421677191,0.06787347646265825
21954,0.2308481704409161,0.17199781273145695,1.1340154118439172,0.06950296757564427,0.06950296757564427,0.021155708102156865,0.016760502695476194,0.0475269405422409,0.016760502695476194,0.01236529728879552,0.05631735135560225,0.0475269405422409,0.06950296757564427,0.034341324322198885,0.016760502695476194,0.0475269405422409,0.016760502695476194,0.05631735135560225,0.043131735135560234,0.043131735135560234,0.060712556762282925,0.043131735135560234,0.06510776216896359,0.06950296757564427,0.02994611891551821,0.021155708102156865,0.025550913508837536
20609,0.2253841068038149,0.16745281925636135,1.1321643173625624,0.08380576914764865,0.011567307751679532,0.08982564093064607,0.011567307751679532,0.0476865384496641,0.01758717953467696,0.01758717953467696,0.08380576914764865,0.011567307751679532,0.01758717953467696,0.023607051317674387,0.01758717953467696,0.08380576914764865,0.01758717953467696,0.0717660255816538,0.0958455127136435,0.0717660255816538,0.029626923100671818,0.05972628201565895,0.011567307751679532,0.035646794883669244,0.011567307751679532,0.011567307751679532,0.06574615379865638
17472,0.2313375417530638,0.17272529420005597,1.1320724197267018,0.059817319058886015,0.059817319058886015,0.03561644920259353,0.030776275231335033,0.006575405375042545,0.025936101260076536,0.05013697111636902,0.054977145087627514,0.04045662317385203,0.06465749303014451,0.006575405375042545,0.016255753317559542,0.06465749303014451,0.016255753317559542,0.021095927288818036,0.04045662317385203,0.06949766700140302,0.059817319058886015,0.04529679714511053,0.006575405375042545,0.04529679714511053,0.06949766700140302,0.054977145087627514,0.054977145087627514
17473,0.2305228138451383,0.1725407538186982,1.1285612792079749,0.05870869275435943,0.05870869275435943,0.03598599130410242,0.03144145101405102,0.008718749563793992,0.026896910723999613,0.04961961217425663,0.05416415246430803,0.040530531594153825,0.06325323304441084,0.008718749563793992,0.017807830143896804,0.06325323304441084,0.017807830143896804,0.022352370433948204,0.040530531594153825,0.06779777333446226,0.05870869275435943,0.04507507188420523,0.008718749563793992,0.04507507188420523,0.06779777333446226,0.05416415246430803,0.05416415246430803
5380,0.23186568224437926,0.173821694433823,1.127970147126974,0.035680930449239624,0.0637878657310709,0.04817290168560909,0.05441888730379381,0.05754188011288616,0.020065966403777818,0.02631195202196254,0.0294349448310549,0.04192691606742436,0.038803923258332,0.03255793764014727,0.06066487292197852,0.05754188011288616,0.02318895921287018,0.04504990887651672,0.05129589449470144,0.05129589449470144,0.04192691606742436,0.04504990887651672,0.03255793764014727,0.038803923258332,0.04504990887651672,0.020065966403777818,0.038803923258332
