,10270
Returns,27.640390001841343
Standard Deviation,17.62088318914492
Sharpe Ratio,1.3654474491189739
ASIANPAINT Weight,3.191729882345404
BAJFINANCE Weight,5.99954782119064
BAJAJFINSV Weight,3.659699538819609
BRITANNIA Weight,3.659699538819609
DIVISLAB Weight,6.935487134139051
GRASIM Weight,0.8518815999743745
HCLTECH Weight,2.7237602258711977
HDFCBANK Weight,5.063608508242227
HINDALCO Weight,2.2557905693969924
HINDUNILVR Weight,5.99954782119064
ICICIBANK Weight,0.8518815999743745
INFY Weight,5.99954782119064
JSWSTEEL Weight,5.99954782119064
LT Weight,2.7237602258711977
NESTLEIND Weight,5.063608508242227
POWERGRID Weight,4.127669195293816
RELIANCE Weight,5.531578164716433
TCS Weight,4.127669195293816
TATACONSUM Weight,6.935487134139051
TATASTEEL Weight,0.8518815999743745
TECHM Weight,3.659699538819609
TITAN Weight,4.595638851768022
ULTRACEMCO Weight,4.127669195293816
WIPRO Weight,5.063608508242227
