,number,value,datetime_start,datetime_complete,duration,params_iterations,params_swarm_size,state
0,0,2.1481159703847985,2022-03-28 16:46:40.601290,2022-03-28 16:46:41.251917,0 days 00:00:00.650627000,114.46574554754106,10.21388506748157,COMPLETE
1,1,2.1305255689618,2022-03-28 16:46:41.252349,2022-03-28 16:46:43.215316,0 days 00:00:01.962967000,130.87914412016644,29.319220714845905,COMPLETE
2,2,2.293833066918534,2022-03-28 16:46:43.215693,2022-03-28 16:46:48.737365,0 days 00:00:05.521672000,168.58882587615415,65.06690198153565,COMPLETE
3,3,2.203386983982485,2022-03-28 16:46:48.737734,2022-03-28 16:46:54.496258,0 days 00:00:05.758524000,151.26080506531628,75.04964448442092,COMPLETE
4,4,2.2020797442417925,2022-03-28 16:46:54.496624,2022-03-28 16:46:58.419918,0 days 00:00:03.923294000,120.38943749104469,64.16814977184723,COMPLETE
5,5,2.2381007665702444,2022-03-28 16:46:58.420300,2022-03-28 16:47:07.753101,0 days 00:00:09.332801000,187.26911850712682,99.93033525339554,COMPLETE
6,6,2.315788661915,2022-03-28 16:47:07.753470,2022-03-28 16:47:15.928262,0 days 00:00:08.174792000,191.19635590559312,85.0284467559536,COMPLETE
7,7,2.3455582026049515,2022-03-28 16:47:15.928636,2022-03-28 16:47:22.081898,0 days 00:00:06.153262000,148.44153841165803,82.34998558171476,COMPLETE
8,8,2.2380123844367463,2022-03-28 16:47:22.082275,2022-03-28 16:47:23.558657,0 days 00:00:01.476382000,104.98142332377192,27.42043266264043,COMPLETE
9,9,2.1447618684185485,2022-03-28 16:47:23.559023,2022-03-28 16:47:25.469626,0 days 00:00:01.910603000,121.0779354755431,30.53350230017108,COMPLETE
10,10,2.3194123293884186,2022-03-28 16:47:25.469989,2022-03-28 16:47:33.048231,0 days 00:00:07.578242000,152.56329321769692,99.69892021410098,COMPLETE
11,11,2.3352327312845627,2022-03-28 16:47:33.048888,2022-03-28 16:47:40.437972,0 days 00:00:07.389084000,150.17591287653016,98.57284363171607,COMPLETE
