,number,value,datetime_start,datetime_complete,duration,params_iterations,params_swarm_size,state
0,0,1.5343685502748559,2022-03-25 02:59:20.935929,2022-03-25 02:59:37.930933,0 days 00:00:16.995004000,462.09776905989315,73.75671711280654,COMPLETE
1,1,1.513072664774858,2022-03-25 02:59:37.931654,2022-03-25 02:59:46.062309,0 days 00:00:08.130655000,383.8452356122457,41.87516776691279,COMPLETE
2,2,1.3746494090248709,2022-03-25 02:59:46.062982,2022-03-25 02:59:50.884377,0 days 00:00:04.821395000,321.0967757918961,29.013283507521106,COMPLETE
3,3,1.48810323902611,2022-03-25 02:59:50.884765,2022-03-25 02:59:59.033384,0 days 00:00:08.148619000,432.32671333441164,37.17982521320728,COMPLETE
4,4,1.465742559251112,2022-03-25 02:59:59.033770,2022-03-25 03:00:03.346719,0 days 00:00:04.312949000,122.94453130662646,68.36067461217984,COMPLETE
5,5,1.3536392000376776,2022-03-25 03:00:03.347530,2022-03-25 03:00:11.911753,0 days 00:00:08.564223000,420.2205800715524,40.76588539256518,COMPLETE
6,6,1.3986605199261184,2022-03-25 03:00:11.912200,2022-03-25 03:00:14.409563,0 days 00:00:02.497363000,319.14491888937005,15.269028091742157,COMPLETE
7,7,1.4171080807404917,2022-03-25 03:00:14.409947,2022-03-25 03:00:18.048313,0 days 00:00:03.638366000,161.68809850609037,44.92161840645667,COMPLETE
8,8,1.49868556073358,2022-03-25 03:00:18.048689,2022-03-25 03:00:28.441366,0 days 00:00:10.392677000,479.2081543307961,43.8486137239289,COMPLETE
9,9,1.5016438728898587,2022-03-25 03:00:28.442026,2022-03-25 03:00:40.203509,0 days 00:00:11.761483000,424.116392111465,55.903956540844895,COMPLETE
10,10,1.5172539300986378,2022-03-25 03:00:40.203884,2022-03-25 03:00:51.599701,0 days 00:00:11.395817000,228.13991941502277,99.92375779653912,COMPLETE
11,11,1.4036408531487317,2022-03-25 03:00:51.600111,2022-03-25 03:01:02.064018,0 days 00:00:10.463907000,205.9653047250731,99.62484530235619,COMPLETE
12,12,1.408177443391331,2022-03-25 03:01:02.064407,2022-03-25 03:01:14.794041,0 days 00:00:12.729634000,255.88418081422864,97.97362895874784,COMPLETE
13,13,1.3986605199261184,2022-03-25 03:01:14.794717,2022-03-25 03:01:24.964014,0 days 00:00:10.169297000,251.18177321582303,80.66897177874867,COMPLETE
14,14,1.4172411800248668,2022-03-25 03:01:24.964495,2022-03-25 03:01:39.580605,0 days 00:00:14.616110000,364.3227921794522,80.98356253029974,COMPLETE
15,15,1.5402868254312503,2022-03-25 03:01:39.581035,2022-03-25 03:01:50.210847,0 days 00:00:10.629812000,248.81860582587296,85.37344236949876,COMPLETE
16,16,1.474051086343979,2022-03-25 03:01:50.211240,2022-03-25 03:02:10.295915,0 days 00:00:20.084675000,490.11192347928267,81.66855546695919,COMPLETE
17,17,1.4301113021313872,2022-03-25 03:02:10.296731,2022-03-25 03:02:19.803267,0 days 00:00:09.506536000,286.64780228881506,66.86664908253849,COMPLETE
18,18,1.5063462814279072,2022-03-25 03:02:19.803735,2022-03-25 03:02:25.570690,0 days 00:00:05.766955000,159.26581275987405,70.09748383061451,COMPLETE
19,19,1.4520751641641492,2022-03-25 03:02:25.571095,2022-03-25 03:02:41.585430,0 days 00:00:16.014335000,365.97646153643603,87.37017506340749,COMPLETE
20,20,1.5090858769079973,2022-03-25 03:02:41.585819,2022-03-25 03:02:47.128771,0 days 00:00:05.542952000,193.08042053893263,56.35247505908991,COMPLETE
