,Returns,Standard Deviation,Sharpe Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
42903,30.15942238000201,18.495009578161554,1.4371131989780814,6.17162373911389,9.247626591646169,9.408545749141558,0.9675204806780611,8.663097302570662,2.1362473099068344,1.4886995450665654,1.8370139334780335,0.12173024675667223,8.833884576165532,1.0786698943574895,2.7417880477289316,2.2505674024050313,0.4760820722877571,10.488135594755052,4.663998070943831,7.094924415440891,5.76108993914901,10.184459876830621,3.172765347947949,1.3956116403350827,0.3592782085702105,0.8306942798340575,0.6259457348901025
