,Returns,Standard Deviation,Sharpe Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,HDFC Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,KOTAKBANK Weight,NESTLEIND Weight,RELIANCE Weight,SHREECEM Weight,TCS Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,WIPRO Weight
42453,29.579703128463937,18.139315278905517,1.4333343198846862,9.750171812913837,9.403798824388495,0.19247390949291748,6.4481811628122845,9.514148884673896,0.17077316443576523,3.611893577314275,2.106041643178881,2.0759296180234905,0.09568042141467017,1.26854772630986,10.317076724441106,7.467519169057891,1.9224163542675663,8.038293971469262,8.561395376792724,0.16447918221090685,2.5647559445623744,5.430362151229986,0.25845598825028593,2.933661209002686,7.70394318375684
3210,30.478060200147837,18.92677289205853,1.4211646303123324,3.3836889289640237,14.272067052516821,2.992158541416458,0.39351563269653406,4.432482568993139,2.9803083267393333,3.514608359472772,0.17424103724178197,9.034332895710724,0.4063232826157479,2.0620850792250667,4.274147221536044,8.06091657798264,3.6638579308903676,0.7609167474584503,6.986989912134925,3.8024128205705936,9.587896241312093,4.184768848870036,2.9976128443902823,5.256413860191353,6.7782552890707946
14611,29.346338526429978,18.167678099481087,1.4182515996453022,3.173559371140058,10.520417595134496,6.866447041628591,4.928657436972766,9.045187409863042,3.8971824382664986,5.856116289646267,2.7789923156594916,5.449770963878619,0.38485750185067935,2.8809620319121314,4.917784948671203,5.895096168447771,0.6992306579511559,9.055330266795199,5.219100129458964,1.5798557664472472,10.639043204874893,0.2130394950539567,2.4325128538090537,0.7929813030970986,2.7738748094408248
4359,29.747121596597715,18.51278481160459,1.413462202628481,2.819233629388207,6.976483370173328,8.597532039759963,7.50863340648526,9.438664135259591,2.550662015461854,0.7503156354142364,3.7184607342048155,4.366771302832308,1.2674862774432254,0.4128887649924644,3.9158483026472806,7.431706040422384,6.581022450169676,6.642749961595021,3.1655132108761403,2.9626637641755367,8.289999383093459,1.212575622761177,0.025610110511655904,7.968616901162218,3.3965629411702136
1645,28.966553407485858,17.964882062290393,1.4131210725159227,3.6932658393817137,7.420874120104597,6.666997145761995,5.376975383828723,4.140781936805704,1.1125734429211882,7.469088680177892,0.5591595962443578,7.166736979616071,0.3099463376234998,0.18145351927255438,7.151082762860406,5.595809388954693,2.6858430997582734,5.7504263628362935,6.430432973107717,1.23401631328285,6.268667196331499,4.311827891958442,3.448130545245334,7.956161586722778,5.069748897203427
34879,29.326159319154005,18.22180187973515,1.4129315799326547,5.791386088587439,8.259091771415516,2.4699540918859726,0.27553150762402556,9.73713696781499,4.69925804661614,5.441829170848111,1.2058569697053827,3.2429895470888837,4.126142206061718,0.2829840938222593,8.228474697087096,9.525152433378075,2.1504435921668374,5.005104032854783,5.967702665639874,5.2531167728339145,9.360556453002673,1.8245625306913604,1.4355076427987734,5.568625811067418,0.14859290700874478
11877,29.92313973316625,18.648527507119425,1.4126123214344544,2.626184055823524,9.536835867579665,7.4656971176142255,1.4338075057708606,7.440789557096399,6.0106212882144545,2.1902016895560044,2.776459578963014,5.859722118995853,0.1665665331899058,3.705863992489495,1.7853949270755467,5.691056464052678,3.477568374907071,8.554685183752673,4.335378853151152,0.502679301920752,6.045250567344529,4.852053345089619,2.9434554096750745,5.373353861426212,7.226374406311291
6120,29.910833474104447,18.64123803764195,1.4125045461538024,0.46410745572596157,7.920510098387153,9.884076323078077,0.30205016864031936,9.808745774017613,6.814200423823212,3.685268559838578,1.1358575856187128,3.1069381705485473,0.16649419205263505,1.3168278572172514,9.249724395902,9.61209970379036,1.4680183047219892,9.402194494604132,6.130669776910408,2.4581267077807656,0.36079478644727087,0.17515889626998807,6.6007003055068445,3.844410089750065,6.093025929368104
25148,30.424932203983523,19.007805200209102,1.4123109912599592,2.679665270648486,9.439506188579625,5.81140935082357,3.375396311694777,5.117247188139904,4.222895903091888,4.467354991106733,4.941193726032064,7.224607809303395,2.290537250429311,0.04424011559055656,0.05622439464301404,9.014475097793369,2.4110335854487692,6.453829705433107,8.14245011773339,4.251846048802169,10.051872494369402,4.130866560692635,0.8134418993596697,2.913764178317063,2.1461418119671105
12694,30.20621642558263,18.861809847372747,1.4116469544035504,3.7503665099707777,7.150651793914298,8.902541929968134,3.1382793070754573,8.545730512378688,0.47388883477291227,3.2374205321933247,2.2927460391087164,9.486685024787864,3.192675200816038,1.838882702700791,0.5632961136168004,8.535577591993535,3.7903718526277705,0.4515772984776033,8.65966863840963,1.612960749526298,7.568422037356376,0.994864854237777,1.320853131857353,8.171238908819749,6.321300435390112
