,Returns,Standard Deviation,Sharpe Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
0,27.400000000000002,18.335757415498275,1.2991009566840246,6.367276998512171,5.789187407634846,5.254694267055341,3.64238423704406,5.635948883461322,2.2316191072962166,5.465570768665825,3.7120722442504603,4.132378845697103,3.3745480493774114,3.4465365207455543,4.561817285560709,2.0896160632263436,3.4850096137433693,2.912623060371404,2.3982822140530975,3.745033949485809,3.7848544560782806,5.596221495999242,5.032835787661956,5.396126983022848,5.537449460941221,3.8262416713861267,2.5816706287292743
1,27.0,17.88854381999832,1.309217800826127,6.021565961381043,5.1604941625271215,3.791653984672125,2.021736827310105,5.2768460883750565,2.929917265126698,4.873779892269814,4.275017957308896,2.194673310993225,4.120487443553462,3.5345947433360245,4.896329895236137,6.403005589260344,2.3112959899685324,4.456328701244015,1.053254495948376,6.156163749810347,5.185401830042256,4.327092417578291,3.1474824717237193,5.07967560596226,2.549823333986218,3.4313602326885952,6.802018049697336
2,27.200000000000003,17.88854381999832,1.3203981407136256,5.59443937919143,5.492296688077295,3.755145242293562,1.9035776767757548,5.733961711523059,2.5190689915083917,5.106736934934303,4.209677570525158,2.190481972924752,3.9881478153375505,3.5741422071103965,4.53547505442452,6.35007787055894,2.5317010650771685,4.48205573618053,1.2310620169794215,6.084502179543457,5.016770445592438,4.447834255114641,3.2057050602922286,4.883939006844227,2.5966499102175025,3.3564242945681237,7.210126914405161
3,27.200000000000003,17.88854381999832,1.3203981407136256,5.363766716001649,5.671488935559041,3.7354284436082623,1.8397650107640175,5.9808301635792605,2.2971875413850498,5.232546996122154,4.174390042982411,2.1882184118285846,3.9166768843324697,3.5955000882904207,4.340592903264031,6.321493890215632,2.6507323494220114,4.4959497992340625,1.3270881977924813,6.045800853165961,4.925699900769379,4.513041719094426,3.2371485717076305,4.778230103476974,2.6219389263961643,3.3159546231974946,7.430528927810455
4,27.200000000000003,17.88854381999832,1.3203981407136256,5.220199579358933,5.783015449033941,3.7231570097423394,1.8000489836710893,6.134477311442501,2.1590919212632422,5.310849253510684,4.152427625683117,2.1868096060312308,3.872194470267016,3.6087929067950935,4.219301233770165,6.303703658139607,2.724815599808009,4.504597251521409,1.3868534236819663,6.021713739697636,4.869018986906682,4.553625847104463,3.2567185321766243,4.7124384992000845,2.637678423183846,3.290766918858324,7.567703769151983
5,27.200000000000003,17.88854381999832,1.3203981407136256,5.122840501306179,5.858646396228886,3.714835220261054,1.7731158298023981,6.2386720806021545,2.0654433149555054,5.363949397227897,4.137533961645015,2.185854233953796,3.8420290234645833,3.6178073413279646,4.137048112383548,6.291639333157095,2.7750546525982163,4.510461462523238,1.427382805463087,6.005379227391632,4.83058121036599,4.5811476977106045,3.269989767874051,4.667822369869942,2.6483520559670684,3.2736860483327126,7.660727955587355
6,27.200000000000003,17.88854381999832,1.3203981407136256,5.052926677869018,5.912957188754139,3.708859320200041,1.7537750574589992,6.313494632744207,1.9981939915489335,5.402080757411092,4.126838780273967,2.1851681786205455,3.8203671326185593,3.624280631717749,4.077981918241249,6.28297590799341,2.8111314554672995,4.514672568675641,1.4564870667044203,5.993649368891175,4.802978936637322,4.600911214810666,3.2795198789628213,4.635783403901645,2.656016821213048,3.2614202279288533,7.727528881355207
7,27.200000000000003,17.88854381999832,1.3203981407136256,5.0006380963145505,5.953576256123506,3.7043899417232287,1.7393100846927307,6.369454454814434,1.9478981908252362,5.430599219693642,4.11883984907744,2.1846550775129243,3.804166194228394,3.6291220086562612,4.033806283757498,6.276496528223545,2.838113313364685,4.517822056955055,1.478254157426725,5.984876602181098,4.782335183084815,4.615692358580016,3.286647453545208,4.611821446128588,2.6617493027589956,3.252246615058199,7.7774893252732165
8,27.200000000000003,17.88854381999832,1.3203981407136256,4.960335432276086,5.98488436541001,3.7009450622895788,1.728160863956705,6.412586814528559,1.9091315098625625,5.452580500694162,4.112674483196468,2.184259592668176,3.791678936826574,3.6328536147246564,3.9997568660384473,6.271502392634488,2.8589102201011825,4.5202495997233765,1.495031658716601,5.9781147842297795,4.76642352055381,4.627085275613341,3.2921412006552497,4.5933521990172395,2.666167748832397,3.2451758354242224,7.815997522026323
9,27.400000000000002,17.88854381999832,1.3315784806011248,4.9285481124903034,6.00957754402541,3.698228033855022,1.7193673051845086,6.446605958028346,1.8785556431253716,5.469917468984836,4.107811766015593,2.1839476677984333,3.7818300483287777,3.6357967887862386,3.9729015760625255,6.267563442472997,2.8753130545231738,4.522164239365973,1.5082643273610026,5.972781636293288,4.753873752014596,4.636071041335567,3.2964742019685738,4.578785224894368,2.6696526439787176,3.2395990047426193,7.846369518363747
10,27.400000000000002,17.88854381999832,1.3315784806011248,4.903022291586064,6.029406634969247,3.6960462084705727,1.7123059106459737,6.4739239757204095,1.854002642004637,5.48383938346497,4.103906911856657,2.1836971862097285,3.7739212039973014,3.63816021339996,3.9513362686734013,6.264400390757703,2.8884848417829776,4.523701731326366,1.5188904113523063,5.96849901731188,4.743796049764752,4.643286781701812,3.2999536842353114,4.567087668287428,2.672451080901822,3.235120703893376,7.870758807685338
