,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BPCL,BHARTIARTL,BRITANNIA,CIPLA,DIVISLAB,DRREDDY,GAIL,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
209,289.85,1057.0,490.85,2865.0,983.7,660.55,304.9,3235.55,535.3,1245.05,3119.0,439.1,910.7,809.0000000000001,1254.3,3372.45,167.4,844.6,1391.35,283.2,255.6,318.45,1211.0,982.5999999999999,1656.9,811.7999999999998,1397.2,1384.6,154.15,270.6,177.0,1003.5,252.64999999999998,635.4,2283.2,540.2,408.65,454.15000000000003,371.15,684.4,3958.9500000000003,451.75
210,282.4,1050.95,487.55,2778.55,929.15,659.95,301.0,3124.2,526.3,1251.6,3282.55,446.5,895.85,784.8500000000001,1251.25,3235.9000000000005,162.1,828.3,1350.8,281.45,248.15,316.3,1199.1999999999998,958.3,1680.85,822.1,1390.45,1333.3500000000001,154.1,269.9,180.2,1004.6000000000001,260.0,660.75,2169.85,533.5,399.35,434.5,348.8,661.2,3765.7500000000005,446.9
211,294.55,1011.2999999999998,506.95,2726.6,929.1999999999999,664.55,308.65,3204.15,563.7,1255.6,3278.25,449.25,920.3,789.65,1278.55,3145.4,175.75,818.55,1324.55,292.6,251.05000000000004,320.29999999999995,1214.15,939.4,1756.3999999999999,819.25,1412.1,1321.3000000000002,154.8,276.0,188.45,1010.3999999999999,281.3,666.2,2155.45,533.7,436.99999999999994,442.24999999999994,349.35,694.25,3841.25,444.95
212,276.75,962.3,498.75,2647.6,858.1,649.6,301.4,3079.35,547.95,1221.05,3256.25,438.25,899.0,764.1,1275.8,2975.2999999999997,172.3,801.75,1268.35,276.4,242.95000000000002,310.25,1192.35,921.55,1721.1,815.6000000000001,1388.8,1240.2,151.7,273.45,183.1,1001.75,273.0,688.0,2101.15,507.3,426.5,429.4,334.95,647.1,3634.1,442.3500000000001
213,266.65,890.8,479.3,2576.1,815.0499999999998,643.6,302.65,2929.35,552.4,1161.5,3310.7,435.9,819.2999999999998,770.75,1254.75,2891.85,167.75,805.45,1225.75,269.75,237.5,285.8,1093.1,923.5500000000001,1693.85,789.55,1370.3,1238.3,150.15,275.6,184.95,985.4000000000001,278.2,682.45,2121.3,457.4,393.04999999999995,430.95,329.4,600.35,3364.1500000000005,447.95000000000005
214,265.25,935.7,472.7,2605.65,899.8,634.15,309.65,2991.0,538.15,1153.05,3210.95,428.3,816.75,773.85,1244.35,2909.55,162.8,808.75,1255.4,266.2,230.90000000000003,288.5,1095.15,940.9,1698.3,770.55,1375.5499999999997,1237.35,150.15,272.4,188.5,986.55,277.2,667.4,2189.6,458.45,392.75000000000006,443.6,320.3,620.7,3370.25,445.29999999999995
215,264.6,918.45,474.1,2549.8,871.1499999999999,635.5,297.15,2935.0499999999997,545.7,1167.0,3207.15,434.95,819.7999999999998,760.15,1230.2,2875.45,168.3,811.65,1250.2,267.65,231.5,293.45,1100.35,929.8,1654.55,776.25,1371.0,1219.65,151.8,273.25,192.90000000000003,977.7499999999999,277.45,669.25,2137.2,472.85,392.75000000000006,441.85,315.9,617.1,3335.85,438.4
216,261.9,908.2,473.45,2574.8,878.3999999999999,642.55,303.75,2902.5999999999995,550.95,1184.2,3214.85,427.0,818.6,763.85,1211.4,2935.4,165.35,802.85,1249.8,264.6,227.85,300.7,1101.65,920.0000000000001,1691.6,779.25,1370.45,1239.85,159.05,275.1,191.95,987.4999999999999,275.8,688.85,2125.1,471.25,385.1,445.3,303.3,623.6,3392.8,437.15
217,255.7,900.0,465.7,2524.4,832.2,633.85,299.5,2894.3,545.1,1169.9,3134.4,420.85,787.45,758.35,1198.7,2925.85,157.35,797.75,1221.95,261.2,224.20000000000002,291.85,1059.1,911.1,1621.8,762.6999999999999,1347.9,1199.4,154.9,276.05,185.05,991.5,257.35,690.35,2132.9,456.95,371.45,447.15000000000003,304.1,608.85,3322.3000000000006,441.79999999999995
218,260.8,907.75,470.75,2599.5,857.9999999999999,640.9,303.95,2906.05,550.5,1179.35,3121.65,414.55,805.45,762.1,1198.05,2997.6999999999994,166.55,819.9,1249.7,262.7,226.1,296.5,1071.55,914.2,1639.2,769.5999999999999,1329.55,1219.1,154.1,277.9,183.75,1001.45,257.35,689.9,2135.0,464.85,378.05,453.3999999999999,306.9,606.2,3422.75,450.4
219,263.7,942.05,480.5,2600.35,850.2499999999999,633.9,300.55,2967.75,552.8,1177.7,3128.6,412.35,812.25,763.45,1184.75,3013.5,173.7,831.7,1226.9,264.95,224.65,298.3999999999999,1064.95,920.25,1651.25,766.15,1357.25,1191.8,159.85,279.9,181.65,1009.0,258.65,701.3,2156.35,471.5,392.70000000000005,453.1,312.5,611.05,3452.2,448.9
220,257.7,936.1,468.2,2630.9,820.7,638.1,302.4,2942.5500000000006,553.65,1147.65,3111.7,402.55,810.25,767.8,1165.5,3051.95,180.45,825.3,1217.65,259.3,223.5,293.94999999999993,1044.4,930.3,1614.75,742.1,1349.65,1163.7,157.0,277.25,185.05,987.3499999999999,261.75,682.5,2188.45,452.95,398.15,458.65,307.55,609.25,3483.7499999999995,450.75
221,265.05,945.45,471.2,2613.05,877.9000000000001,639.4,301.0,2962.0,565.05,1155.05,3168.45,417.2,823.1,801.95,1189.3,3045.95,180.5,833.6,1244.05,260.1,228.8,296.5,1073.35,977.5,1673.85,752.1499999999999,1370.7,1173.0,161.5,277.45,188.65,993.6999999999999,260.95,714.15,2300.35,452.35,408.75,487.25,316.15,628.7,3497.4499999999994,464.75
222,272.75,936.1,472.9,2637.0,879.25,651.3,318.8,2970.5,570.55,1166.2,3172.9,417.5,840.05,806.0500000000001,1184.45,3106.4,178.65,837.85,1246.7,255.3,233.7,300.15,1050.35,979.75,1722.4500000000003,750.15,1356.95,1162.5,164.35,284.0,190.5,986.65,253.55,715.15,2282.6,454.7,406.6,489.3500000000001,306.55,628.65,3504.8499999999995,460.6
223,276.9,958.55,464.65,2664.15,907.25,643.8,324.85,3005.45,569.15,1174.45,3188.25,428.0,849.4,805.3,1178.75,3163.25,175.4,832.7,1255.8,255.45,231.05,298.7,1059.95,972.6,1697.45,745.4000000000001,1352.45,1185.85,163.0,284.8,189.45,997.7,252.7,706.5,2259.85,459.85,408.95,483.85,313.85,625.45,3536.2499999999995,465.15
224,277.9,969.9,469.85,2685.15,919.7999999999998,643.95,324.6,3032.9,566.6,1174.0,3196.9,424.75,870.3,803.8,1199.6,3166.05,175.75,844.0,1263.1,265.55,232.5,306.69999999999993,1086.65,975.5499999999998,1729.0000000000002,755.4500000000002,1382.7500000000002,1185.1,163.15,288.9,191.9,990.05,258.35,709.7999999999998,2276.05,459.3,415.05,485.2,323.5,633.95,3603.45,465.24999999999994
225,275.1,939.15,466.05,2694.9,914.2,628.9,318.2,3003.35,568.2,1150.35,3238.75,439.65,872.95,803.1,1197.25,3190.45,171.35,848.1,1270.0,259.15,233.5,297.85,1080.7,975.5999999999999,1676.35,744.95,1388.35,1160.1,161.9,292.15,184.3,997.7500000000001,255.64999999999998,721.5,2263.45,448.2,409.6,475.05,324.9,650.5,3570.7,468.29999999999995
226,265.9,904.85,459.95,2701.35,886.5,608.15,318.6,2976.8,571.2,1135.85,3180.5,432.9,872.8,793.6,1189.1,3183.65,168.75,831.45,1236.8,259.5,228.5,294.95,1056.5,964.5,1656.65,723.55,1361.85,1145.55,161.65,291.25,183.8,994.75,254.1,720.35,2221.85,432.9,406.4,473.4,313.2,652.2,3585.65,460.4
227,268.7,937.65,460.75,2740.75,902.25,604.2,326.75,3066.4,573.0,1132.35,3168.15,427.45,871.95,793.4,1196.35,3224.35,174.5,844.9,1215.55,260.85,232.54999999999998,290.95000000000005,1083.75,961.65,1648.55,729.8000000000001,1356.15,1181.3,162.45,295.4,185.1,993.8499999999999,256.9,713.1,2186.0,439.3,413.5,462.4,325.85,663.65,3582.75,456.6499999999999
228,271.9,934.15,455.95,2733.3,898.05,612.95,328.85,3004.4499999999994,574.85,1154.25,3195.9,431.4,874.15,780.9,1194.45,3196.95,175.4,836.0,1243.4,261.0,230.19999999999996,295.65,1082.7,966.4999999999999,1644.0,733.9999999999999,1362.15,1175.4,163.1,298.75,182.9,1005.2,259.1,706.15,2182.35,441.1,418.45,465.45000000000005,323.5,672.55,3601.9000000000005,457.80000000000007
229,277.4,932.2,447.1,2699.05,891.0500000000001,632.15,328.15,2994.75,570.85,1160.75,3183.8,427.55,876.5,785.35,1181.6,3228.2,175.05,833.7,1264.95,258.7,227.20000000000002,303.6,1076.15,966.4,1646.35,734.35,1353.8,1182.0,163.15,297.1,182.45,999.15,255.6,664.0,2154.55,445.35,411.9,455.59999999999997,324.19999999999993,672.2,3568.0499999999997,453.35
230,287.1,936.15,449.35,2778.6,911.5500000000001,638.05,332.45,3038.75,582.75,1161.0,3211.7,429.9,894.3000000000001,794.85,1199.5,3316.25,179.2,843.0,1289.85,262.75,233.30000000000004,306.65,1098.3,984.65,1656.85,748.65,1366.95,1209.2,163.05,303.3,185.65,1020.05,259.9,675.7,2195.75,461.55,431.3,463.75,326.6,700.15,3593.0,458.6000000000001
231,285.65,941.75,456.4,2720.15,896.3499999999999,634.65,332.0,3025.35,578.9,1161.5,3186.4,429.35,878.35,803.2999999999998,1198.3,3277.35,182.1,845.05,1268.25,268.45,236.14999999999998,302.6,1112.85,989.35,1646.45,745.2499999999999,1362.2,1188.35,164.05,306.8,184.45,1028.95,266.65,673.0,2195.25,464.1,430.55,471.70000000000005,326.55,695.5,3568.9500000000003,458.1
232,281.35,910.25,445.1,2655.15,843.6,611.85,329.15,2977.0499999999997,574.8,1149.65,3147.9,429.1,861.75,799.8,1184.45,3212.45,181.95,832.6,1264.5,264.85,232.30000000000004,295.5,1085.3,977.35,1622.35,729.85,1364.95,1165.6,165.45,311.45,184.75,1027.2,263.65,676.4,2208.2,454.4,424.2,469.4,321.7,695.55,3462.35,453.55
233,286.0,906.75,452.95,2659.15,836.75,628.65,330.0,2938.65,578.85,1160.35,3166.85,424.9,850.55,800.9499999999999,1186.25,3210.7,176.95,831.15,1278.55,264.4,235.65,301.0,1089.8,990.2,1631.9,730.9499999999999,1375.7,1167.4,164.8,312.0,185.25,1039.8,266.15,684.35,2200.3,470.65,421.1,484.55,320.05,678.05,3366.75,463.75000000000006
234,283.85,914.35,467.2,2648.5,848.75,620.6,322.6,2941.6499999999996,568.0,1171.8,3147.7,419.1,850.9,820.8000000000001,1175.7,3159.6,176.0,821.8,1266.55,260.55,233.14999999999998,299.15,1071.85,999.75,1630.15,727.7999999999998,1359.95,1173.95,163.55,305.3,181.95,1059.5,262.9,678.4,2207.6,472.35,417.75,476.65,322.15,651.1,3315.05,466.3
235,284.25,903.0,478.1,2670.65,853.8,615.65,318.45,2920.2,563.15,1152.0,3107.5,416.95,831.4,832.15,1176.6,3169.45,176.1,816.05,1259.2,260.3,229.7,297.8,1081.05,992.3499999999999,1630.65,724.7499999999999,1356.85,1186.55,160.2,206.45000000000002,183.35,1052.95,265.4,649.95,2259.3,463.2,419.29999999999995,477.45,315.35,644.85,3264.5000000000005,466.1
236,280.25,899.9,472.8,2659.5,850.8,611.1,310.25,2895.3,566.2,1151.6,3107.8,415.1,817.5,820.6,1182.3,3127.9,170.2,816.95,1269.15,255.60000000000002,226.35000000000002,296.35,1082.7,1005.15,1618.3,719.1,1360.6,1181.0,160.0,201.70000000000002,183.8,1057.15,264.75,647.3499999999999,2282.65,473.1499999999999,414.05,477.15,321.7,663.4,3177.6499999999996,463.5
237,276.45,878.4,467.6,2642.1,822.9,611.85,305.5,2899.6,569.15,1162.25,3068.85,425.85,824.15,824.7,1176.75,3107.1500000000005,169.15,809.75,1247.9,257.1,226.99999999999997,305.05,1084.9,1004.65,1598.95,719.65,1344.95,1177.05,159.9,201.40000000000003,184.1,1062.55,261.35,632.25,2288.9,471.8,410.34999999999997,473.35,316.85,641.0,3107.7,463.55000000000007
238,272.4,865.7,461.65,2585.95,805.8,612.05,302.55,2872.1,563.1,1141.05,3046.5,429.85,828.85,830.1499999999999,1181.9,3058.95,167.15,801.4,1235.55,251.59999999999997,229.95,302.3,1071.9,1012.15,1591.6,718.3500000000001,1355.5,1178.6,161.85,199.85000000000002,181.95,1057.9,254.55,627.9,2339.3,473.1499999999999,403.5,476.75,317.95,634.3,3145.6,466.65
239,274.2,865.55,457.7,2585.25,788.6,613.8,301.7,2847.7,562.8,1148.6,3036.85,430.15,828.75,820.8000000000001,1180.0,3021.75,168.8,796.8,1235.6,253.25,226.30000000000004,308.95,1086.25,1001.55,1586.2,719.8,1342.0,1190.45,163.65,201.50000000000003,183.25,1063.25,255.34999999999997,614.45,2313.6,468.5,404.5,474.44999999999993,319.7,631.1,3192.35,462.45
240,263.55,870.3,447.55,2564.15,765.4000000000001,610.75,292.25,2810.65,561.4,1108.25,3012.35,425.95,818.65,817.1000000000001,1173.1,2998.8,161.25,787.05,1217.4,252.94999999999996,227.54999999999998,306.3,1060.8,984.7,1566.6,713.1500000000001,1314.65,1183.6,160.5,194.90000000000003,181.75,1053.35,249.79999999999998,609.15,2307.7,469.6,392.2,473.95,309.8,618.95,3143.7,461.70000000000005
241,262.9,874.0,438.1,2618.8,808.9499999999999,610.9,295.55,2831.2,582.3,861.5000000000001,2998.55,431.55,828.55,793.75,1186.25,3040.1,159.3,789.5,1224.85,251.85,224.7,313.25,1062.0,988.45,1568.05,711.75,1337.45,1171.6,161.05,192.95,182.3,1057.3,249.15,623.5,2288.1,465.65,390.85,467.1,314.3,627.0,3107.1,458.75
242,260.0,867.8,432.0,2600.7,810.0,602.25,296.1,2807.3,554.95,762.3,2986.0,428.5,814.85,790.4,1175.0,3007.6,151.5,801.8,1219.5,248.15,224.99999999999997,307.95,1060.5,982.7499999999999,1532.7,711.05,1337.6,1148.7,159.95,189.0,178.8,1047.45,244.2,611.25,2293.1,457.85,380.1,463.6,307.85,612.3,3088.7499999999995,456.1000000000001
243,266.95,876.0,437.65,2633.8,809.75,615.55,299.6,2826.85,563.65,788.45,3034.95,424.05,811.4,804.8499999999999,1185.2,3034.95,155.55,806.75,1232.15,253.54999999999998,234.05,317.30000000000007,1063.35,998.95,1580.2,712.1500000000001,1355.6,1167.25,160.4,190.3,181.05,1064.7,248.75,621.1,2323.4,466.95,392.4,468.20000000000005,316.35,636.45,3156.5499999999997,465.20000000000005
244,268.5,875.7,440.05,2633.15,820.2,615.15,299.5,2839.6000000000004,562.4,824.6,3069.55,424.65,811.1,807.05,1186.75,3001.6,153.6,810.3,1237.95,251.75,235.45,316.2,1082.1,998.5,1585.15,713.05,1349.95,1174.1,160.75,189.9,180.0,1049.7,247.75000000000003,621.35,2313.4,463.35,388.45,474.15,314.25,631.3,3159.4999999999995,469.35
245,264.65,880.05,444.25,2651.45,833.35,639.65,303.0,2883.15,564.85,789.25,3066.25,425.55,843.5,819.35,1205.2,3036.35,154.75,818.5,1257.2,251.1,236.0,322.95000000000005,1105.65,992.3499999999999,1599.75,713.4,1339.2,1174.95,163.55,191.6,180.05,1065.45,247.65,614.7,2351.7,470.9,392.3500000000001,482.7,320.95,638.0,3216.1999999999994,472.3500000000001
246,268.45,891.05,449.95,2632.2,842.1999999999999,635.5,305.65,2886.3,568.8,783.7,3060.4,439.2,862.75,827.9500000000002,1206.2,3043.65,155.05,826.35,1262.6,255.3,241.65,325.05,1107.9,1010.6000000000001,1627.5,719.6999999999999,1349.0999999999997,1184.7,164.75,191.35,183.5,1082.4,250.2,630.0,2365.55,472.0,391.25,488.9,326.8,647.0,3250.2,474.45000000000005
247,273.8,904.65,447.75,2598.5,870.05,640.5,311.0,2886.45,566.0,797.85,3083.4,435.15,873.3,828.5,1197.1,3030.5499999999997,158.85,825.35,1217.1,251.95,240.95000000000002,327.45,1087.45,1001.1,1634.3,714.8,1359.6,1229.8,164.8,192.25,183.65,1085.1,243.59999999999997,634.05,2361.35,487.05,406.75,488.0,333.95,658.65,3371.35,471.55000000000007
248,273.95,896.6,455.25,2619.2,884.0,650.55,304.45,2872.25,573.65,777.85,3072.4,441.45,869.0999999999999,835.15,1189.9,2986.55,158.85,829.85,1214.0,254.4,243.34999999999997,345.25,1100.6,993.8500000000001,1644.55,711.75,1367.2,1222.55,165.45,192.5,188.05,1089.4,244.90000000000003,636.1,2368.25,481.1,403.3,491.55,348.15,655.0,3326.7,467.0
249,274.9,906.6,453.1,2684.1,871.9,655.45,313.8999999999999,2852.4,568.25,752.3,3091.3,440.15,867.0,856.95,1185.5,3004.9000000000005,158.9,821.6,1212.1,251.1,245.45,342.95,1100.15,997.7500000000001,163.05,695.6,1376.6,1221.95,164.85,194.80000000000004,186.75,1067.15,242.9,637.35,2379.5,486.65,405.45,500.6000000000001,359.65,667.55,3301.4,475.6
250,287.5,916.5,458.05,2723.35,899.75,672.7,321.1,2865.8,579.85,764.0,3136.25,442.15,865.8,844.65,1186.2,3071.75,162.0,833.15,1217.2,257.25,246.74999999999997,352.55000000000007,1127.55,996.15,175.65,698.95,1392.3,1227.35,165.0,199.65000000000003,190.85,1077.4,245.35,643.45,2334.4,502.15,419.29999999999995,488.1,358.05,674.6,3382.8499999999995,480.4
251,286.05,929.5,455.2,2707.35,878.45,664.85,319.75,2894.95,582.85,737.4,3159.15,442.55,855.2500000000001,814.4,1193.65,3067.5500000000006,160.75,833.75,1222.35,258.15,242.7,346.35,1144.05,972.25,175.2,716.8499999999999,1390.95,1220.45,164.0,202.55,188.8,1074.95,245.9,640.75,2281.4,497.75,419.54999999999995,469.75,355.2,659.9,3322.75,469.95000000000005
252,284.7,910.1,452.75,2723.15,878.25,653.1,317.95,2897.9,576.7,734.15,3060.2,435.7,858.6,838.3000000000001,1195.2,3031.45,158.0,831.05,1223.55,258.7,245.85,342.80000000000007,1159.25,970.35,176.05,709.25,1380.65,1204.0,163.05,198.00000000000003,186.55,1077.7,247.04999999999998,632.05,2303.7,500.15,422.0,473.45,354.6,672.9,3291.8499999999995,472.00000000000006
253,293.9,923.6,447.35,2740.75,899.75,660.3,320.1,2880.8,574.9,739.35,3041.85,440.7,848.2499999999999,837.85,1214.35,3059.0,164.4,830.55,1217.25,260.2,248.95000000000002,346.7,1160.7,970.5500000000001,178.45,712.6500000000001,1387.5,1213.5,162.3,198.45,186.55,1089.85,248.29999999999998,638.55,2315.35,516.25,431.9,473.5,361.45,663.5,3279.4500000000003,476.50000000000006
254,295.65,934.65,453.6,2718.55,896.1500000000001,660.9,322.75000000000006,2970.1,576.95,740.1,3042.45,444.7,857.9,833.25,1234.0,3084.2500000000005,174.95,841.5,1230.05,264.7,247.55,349.1,1233.8,969.0999999999999,187.55,728.4,1412.35,1232.0,164.5,197.65000000000003,189.8,1086.05,252.15,648.2,2324.4,519.25,448.25,474.05,360.75,669.2,3353.0999999999995,476.2
255,292.75,933.55,455.2,2737.15,891.2,659.3,321.8,2947.8,586.25,738.3,3008.5,442.05,855.55,847.7,1235.0,3083.2,177.0,825.9,1221.1,268.35,244.65,354.75,1219.8999999999999,1000.05,188.5,727.95,1449.35,1213.4,173.7,199.55000000000004,198.0,1083.3,251.25,644.75,2344.35,518.25,447.55,481.2,363.69999999999993,685.55,3352.5,483.2
256,294.05,933.25,472.8,2708.55,900.05,657.65,320.2,2940.0,583.4,746.2,2979.75,452.25,846.05,850.2499999999999,1232.5,3046.5500000000006,172.25,827.95,1247.5,268.05,249.65,351.44999999999993,1215.6499999999999,975.8,188.9,727.7500000000001,1438.7499999999998,1217.85,171.0,201.3,197.15,1090.4,250.90000000000003,653.0,2249.3,514.85,446.35,488.49999999999994,358.35,688.05,3319.7,484.65
257,300.65,935.25,477.25,2721.65,917.7,668.1,318.6,2965.75,588.8,738.0,2985.3,447.8,854.7500000000001,830.55,1247.65,3091.75,172.6,827.5,1256.9,269.3,248.8,352.85,1217.4999999999998,955.65,189.35,731.2,1442.8,1211.0,170.65,198.35000000000002,199.40000000000003,1076.25,255.75,643.5,2258.55,526.4,458.45,487.15000000000003,362.85,702.7,3340.2000000000003,484.75000000000006
258,294.85,960.15,487.2,2728.9,914.35,664.95,318.5,3013.55,587.25,738.4,2976.55,445.6,845.45,837.75,1238.5,3132.65,171.05,840.65,1245.8,268.4,251.94999999999996,351.09999999999997,1214.1,955.3999999999999,186.7,726.0,1445.75,1204.45,175.7,194.80000000000004,197.75,1041.25,256.0,649.7,2278.75,523.7,454.25000000000006,486.75,359.94999999999993,734.55,3380.25,482.4
259,291.9,963.35,488.5,2699.7,930.35,655.45,313.8999999999999,3091.55,580.8,739.25,2948.05,439.5,865.0999999999999,844.05,1242.6,3086.05,177.0,864.9500000000002,1249.05,268.45,250.85,348.6,1227.8,950.8,191.1,731.1000000000001,1452.45,1214.6,172.75,198.00000000000003,198.45,1032.55,258.35,649.95,2295.1,522.45,468.35,483.65000000000003,367.0,730.5,3501.65,482.94999999999993
260,295.35,962.7,483.8,2695.3,926.3,673.9,317.1,3107.95,580.35,732.2,2940.25,461.65,864.8,844.15,1236.3,3102.3499999999995,176.1,860.3,1242.4,269.7,254.15,359.75,1220.3499999999997,958.1,192.65,728.2,1449.45,1210.8,174.15,200.85000000000002,201.8,1033.7,258.4,643.45,2291.0,531.45,467.15,481.3999999999999,372.7,739.6,3461.4499999999994,478.99999999999994
261,284.15,967.2,450.75,2701.05,907.7,664.75,320.55000000000007,3078.3,577.6,714.4,2947.4,460.1000000000001,863.3,838.75,1236.35,3050.6,171.65,860.45,1237.3,263.45,255.4,352.35,1220.25,948.7,185.65,723.05,1414.75,1192.05,170.45,197.30000000000004,199.40000000000003,1025.8,251.05000000000004,641.55,2285.35,523.2,454.50000000000006,468.65,360.7,733.75,3471.6500000000005,477.9
262,286.25,964.7,445.0,2706.5,929.65,677.05,319.65,3093.1000000000004,575.75,687.05,2923.65,470.9,883.6999999999999,857.3,1244.65,3096.8,181.7,862.4,1259.75,257.55,259.65,357.75,1231.25,952.6999999999999,194.15,732.75,1393.55,1188.9,169.6,199.90000000000003,200.2,1015.9,254.14999999999998,633.65,2306.7,532.7,461.8,469.7,363.95,726.05,3527.8,479.75
263,293.15,973.45,451.25,2798.95,929.75,682.4,316.5,3148.35,579.9,683.05,2973.35,474.55,911.35,848.7999999999998,1267.55,3134.3,187.15,860.3499999999999,1280.75,257.15,259.85,366.8,1251.5499999999997,945.55,193.95,743.35,1419.8,1220.7,172.35,201.60000000000002,203.35,1027.3,254.9,641.4,2318.35,541.55,464.25,469.9,364.35,729.55,3656.85,481.49999999999994
264,304.65,977.7,463.55,2849.65,999.85,711.2,311.35,3134.9,585.65,673.3,2996.3,475.8999999999999,928.1,841.2500000000001,1290.6,3247.4500000000003,190.75,869.2,1337.4,259.95,265.5,380.3,1265.4,936.6000000000001,196.15,795.2,1449.75,1243.8,171.35,204.9,203.1,1017.3,259.2,635.85,2353.0,548.9,469.5,465.65,372.15000000000003,740.2,3680.4,473.69999999999993
265,303.95,969.6,472.85,2854.1,995.85,704.75,323.74999999999994,3102.9499999999994,580.15,708.5,2994.55,482.05,931.2,844.2,1291.9,3215.85,190.75,855.95,1373.7,272.0,257.4,384.05000000000007,1253.3499999999997,942.15,195.35,785.0500000000001,1439.9,1251.7,177.5,204.5,204.55000000000004,1025.1,266.45,640.5,2357.8,541.95,469.3,467.1,372.8,728.45,3686.3000000000006,465.55
266,302.6,973.2,471.9,2825.05,1054.8,704.65,345.65,3145.7,582.25,701.1,3017.05,483.84999999999997,969.55,840.25,1284.95,3194.7,191.5,853.55,1371.9,270.8,256.1,377.80000000000007,1239.7,949.35,196.5,775.6,1442.8,1245.6,175.7,201.85000000000002,205.7,1044.8,263.95,644.75,2332.9,532.3,462.05,471.6,371.45,738.05,3693.9,465.75
267,293.35,970.7,466.0,2833.45,1036.9,681.65,348.2,3130.45,575.35,700.1,3018.8,468.15,910.55,811.15,1286.65,3172.35,189.95,855.4,1365.85,268.95,258.1,366.4,1252.05,928.5999999999999,198.15,774.1499999999999,1446.25,1240.1,172.35,202.55,207.2,1045.2,260.35,631.5,2229.8,523.55,463.05000000000007,452.2,362.05,724.75,3694.45,458.00000000000006
268,304.6,991.0,475.65,2854.15,1066.15,692.75,345.1,3234.75,572.15,693.7,3001.2,484.9,939.7,813.95,1305.7,3286.95,198.85,854.05,1412.1,281.0,269.7,375.45,1307.75,916.7500000000001,197.3,777.05,1490.25,1302.4,170.9,200.20000000000002,205.8,1049.65,270.7,625.55,2167.9,542.25,474.6,449.7,369.95,741.3,3779.75,455.99999999999994
269,304.15,989.0,482.55,2807.45,1054.15,701.9,353.3,3231.0,584.35,737.65,3097.05,476.45,952.25,827.15,1298.7,3228.75,193.3,845.3,1401.3,285.8,274.3,382.6,1284.0,935.8999999999999,193.9,770.4,1476.5,1264.95,172.55,200.85000000000002,203.95000000000002,1043.5,273.3,641.4,2207.65,531.5,476.95,461.1,389.30000000000007,740.1,3721.55,455.65
270,303.55,985.9,490.7,2808.1,1047.35,698.5999999999999,353.8,3230.85,607.9,760.35,3144.55,478.69999999999993,944.3,830.75,1311.05,3214.0,191.75,849.75,1397.45,281.55,273.05,387.35,1303.2,936.0999999999999,191.65,765.3,1480.7,1260.7,171.95,200.95000000000002,201.70000000000002,1033.65,277.55,647.25,2232.55,522.6,472.8,480.45,379.75,738.2,3737.5,457.75
271,309.2,992.5,498.3,2799.4,1073.7,705.3499999999999,355.25,3285.0,601.6,755.3,3096.8,482.45000000000005,945.15,824.1,1314.1,3270.45,190.1,860.5500000000001,1400.3,290.3,276.8,396.5,1317.05,935.2499999999999,192.35,766.7000000000002,1483.8,1265.9,173.6,199.00000000000003,201.1,1041.65,277.05,675.15,2240.75,525.85,473.4,477.5,391.05,726.35,3754.85,461.09999999999997
272,303.65,999.3,493.4,2769.8,1060.95,716.65,353.1499999999999,3230.6,597.55,737.9,3065.1,476.2,950.35,815.6999999999999,1307.15,3259.8,185.9,855.25,1407.25,288.1,277.1,391.75,1324.25,942.2499999999999,189.0,773.35,1500.3,1258.95,173.0,193.30000000000004,199.89999999999998,1030.9,277.9,669.6,2244.6,506.8,472.8,470.85,393.45,729.05,3696.0,458.55
273,305.55,997.7,487.6,2781.9,1049.45,720.5,352.2,3233.0,603.2,739.3,3015.45,485.35,976.1,808.5,1305.65,3222.55,189.0,852.95,1401.1,285.8,274.8,395.75,1319.2499999999998,936.5,189.3,767.6,1506.8499999999997,1277.3,171.9,194.40000000000003,201.1,1025.15,277.2,662.2,2270.95,513.05,470.65,474.59999999999997,425.6,727.7,3717.9,460.49999999999994
274,304.8,1002.85,485.25,2784.3,1040.85,726.85,355.25,3225.95,587.65,757.05,3023.1,490.3500000000001,974.6500000000001,819.6999999999999,1297.65,3265.1,183.7,850.75,1396.9,285.0,277.65,387.45,1303.9999999999998,945.9999999999999,193.65,769.65,1490.7,1291.7,168.2,192.9,202.14999999999998,1032.75,275.85,655.5,2317.3,512.85,459.85,484.99999999999994,427.0,738.45,3752.45,466.0
275,311.25,993.05,488.90000000000003,2800.8,1055.45,715.55,357.55,3239.35,579.95,750.1,2976.05,483.3500000000001,1011.1000000000003,828.4,1303.6,3268.6,182.05,850.9,1388.55,281.6,273.35,380.05,1322.4999999999998,968.3000000000001,193.25,778.9,1501.9500000000003,1277.65,170.35,193.65,199.89999999999998,1030.15,276.35,655.0499999999998,2397.95,509.55,468.2,499.9,431.99999999999994,726.95,3761.9,469.25
