,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BPCL,BHARTIARTL,BRITANNIA,CIPLA,DIVISLAB,DRREDDY,GAIL,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
17,215.35,858.55,415.4,2302.85,5936.950000000001,870.5999999999999,297.8,2649.65,580.5,1144.2,2973.0,358.3,3423.75,836.0,1035.65,2482.45,71.05,767.9,1169.95,237.30000000000004,312.95,397.0,908.25,1138.5,1121.25,674.6,1107.8,1176.7,143.75,218.4,138.25,999.35,184.4,821.1499999999999,2319.75,337.05,257.6,503.05,349.65000000000003,413.15000000000003,2751.55,552.55
18,210.85,858.95,405.65,2263.4,5776.05,868.9,291.4,2670.25,577.8,1129.15,3011.2,361.0,3345.15,844.5,1031.7,2439.6,69.7,791.75,1147.75,233.2,318.55,398.55,907.15,1129.6,1092.2,663.25,1074.5,1204.15,144.25,219.9,143.7,1016.8999999999999,185.25,834.15,2331.2,334.2,254.2,500.05,339.0,410.65,2744.7,547.25
19,212.25,869.9,408.4,2341.95,5928.4,893.1499999999999,289.9,2689.45,585.1,1140.95,3105.4,368.6,3393.6499999999996,865.75,1049.85,2565.65,70.5,816.9,1180.0,230.15,320.2,402.30000000000007,928.8,1164.9,1057.05,683.6,1101.65,1233.25,142.45,226.25,147.85,1035.4,179.9,872.95,2391.3,336.9,249.69999999999996,501.4,363.69999999999993,437.15,2840.1,562.8
20,221.1,887.4,399.3,2327.9,6003.15,880.1500000000001,296.6,2800.5,599.45,1141.95,3050.5,368.15,3438.4,880.3,1059.75,2535.6,71.1,800.95,1180.05,217.20000000000002,324.75,403.75,927.1,1173.35,1050.55,687.7,1122.05,1226.35,140.25,225.05000000000004,146.75,1030.3,172.75,872.3,2402.7,338.5,249.29999999999998,497.6,359.94999999999993,438.15,2819.3,568.15
21,213.25,882.5,390.9,2364.1,5811.399999999999,850.2999999999998,302.2,2792.85,574.0,1124.5,3048.5,361.7,3439.2,872.65,1053.8,2518.3,68.55,800.1,1179.8,210.4,324.25,398.6000000000001,908.25,1175.55,1003.2999999999998,677.15,1121.9,1206.65,134.05,216.55000000000004,146.25,1001.1500000000001,169.4,835.15,2398.1,329.55,231.45,474.44999999999993,352.0,416.0,2802.7,567.25
22,210.2,863.7,380.55,2347.65,6379.75,829.5499999999998,299.8,2828.05,562.05,1106.55,3008.3,360.1,3411.9999999999995,852.1,1043.85,2484.85,66.65,821.6,1160.95,204.05,321.95,396.35000000000014,905.65,1157.7,973.4,665.55,1108.8,1203.0,128.65,213.05000000000004,143.25,981.4,166.05,834.9,2416.3,320.3,224.0,472.2,354.05,409.1,2769.05,557.8
23,215.69999999999996,889.35,382.75,2310.65,6343.900000000001,831.7499999999999,304.25,2856.3,550.4,1087.3,3008.65,355.0,3433.15,867.35,1049.2,2513.7999999999997,68.7,834.8,1168.35,203.95000000000002,321.8,389.45,913.2,1179.75,1010.7000000000002,676.25,1135.7,1204.5,125.90000000000002,220.0,146.8,973.05,162.85,835.5999999999999,2420.05,325.5,225.95,469.45,362.0,405.24999999999994,2769.55,559.95
24,211.1,899.25,399.55,2366.35,6698.350000000001,843.0,307.2,2862.5,570.15,1110.45,3109.1,342.55,3463.15,869.65,1055.25,2584.75,71.25,844.95,1182.95,209.40000000000003,323.95,394.55000000000007,911.85,1174.7,1037.05,692.0,1139.9,1219.5,124.8,219.95000000000002,145.25,970.8999999999999,168.2,857.55,2421.95,337.1,233.85,475.1,369.55,412.0,2842.75,557.9
25,212.04999999999998,888.6,408.55,2355.05,6660.15,825.2,311.0,2854.75,566.85,1068.65,3070.35,343.55,3429.45,849.75,1035.85,2568.3,69.8,828.9,1164.1,208.55,315.25,390.3500000000001,882.95,1150.8,1050.1,673.1,1130.3,1201.75,123.25,214.05000000000004,142.45,961.05,172.15,835.65,2362.95,323.5,234.1,470.65,371.6,403.55,2821.55,545.0
26,210.4,884.2,399.9,2376.6,6584.05,824.9,312.25,2783.0999999999995,555.85,1033.65,2959.6,348.6,3398.1,810.4500000000002,1026.05,2581.35,70.0,826.35,1159.9,209.40000000000003,312.4,388.4000000000001,868.35,1107.65,1000.0000000000001,677.05,1114.2,1183.2,125.84999999999998,218.15000000000003,141.95,957.5,167.05,854.0500000000001,2281.4,310.65,235.5,448.25,366.85,390.3,2766.25,536.25
27,202.85,876.55,393.6,2368.15,6478.600000000001,837.5499999999998,311.3,2722.0,538.6,1017.65,2885.05,346.05,3425.4,827.3999999999999,1012.9499999999999,2555.6,66.9,824.55,1116.55,207.25,309.0,384.05000000000007,835.1,1108.55,1022.55,667.35,1120.6,1182.3,124.75,213.50000000000003,143.35,962.65,159.0,855.75,2268.8,291.55,235.7,440.4,370.40000000000003,395.3,2797.9,531.2
28,186.85,855.7,377.2,2329.9,6179.2,817.7499999999999,308.7,2634.0,540.85,1019.5499999999998,2885.35,332.1,3392.15,808.0,975.3,2496.9,63.70000000000001,802.6,1066.65,199.25,298.55,372.20000000000005,811.15,1078.65,1001.6000000000001,628.95,1092.4,1126.6,120.95,203.15,136.7,924.5499999999998,154.25,830.4,2197.95,276.35,224.5,431.95,356.34999999999997,387.7,2717.9,517.2
29,178.05,854.9,391.1,2304.4,5996.75,772.7999999999998,324.54999999999995,2564.2,528.6,987.15,2847.45,324.95,3383.9,798.2500000000001,971.3999999999999,2489.25,60.9,812.6,1083.75,193.55,300.1,364.55000000000007,811.95,1084.65,1005.5,622.0,1053.65,1165.25,123.95000000000002,193.25,138.35,906.5500000000001,154.8,847.35,2226.6,298.35,217.5,430.0,355.85,379.4,2767.75,517.3
30,191.15,858.7,417.65,2342.1,6209.95,779.7499999999999,318.9,2665.9,539.7,992.75,2859.05,334.15,3472.3999999999996,827.1,973.6,2507.35,67.0,804.7,1080.45,203.5,303.7,388.6,823.7,1091.75,1041.4,625.25,1149.4,1226.8,124.8,200.35000000000002,138.7,946.75,167.85,850.2,2269.15,317.25,246.7,430.3,358.7,405.0,2802.35,525.75
31,200.35,840.3,405.8,2329.85,6011.400000000001,750.9999999999999,315.3,2625.9,524.05,969.75,2855.65,322.55,3441.1,824.3,973.4499999999999,2512.5,64.85,803.2,1077.15,196.6,295.5,377.55000000000007,834.8,1079.15,1033.7,620.25,1104.0000000000002,1206.05,127.75,199.95000000000002,139.3,930.55,156.4,827.8,2265.55,301.15,244.85000000000002,422.8500000000001,347.55,403.45000000000005,2787.6,526.6
32,212.50000000000003,856.0,403.1,2357.45,6110.95,780.9499999999999,319.55,2652.2,519.1,988.5,2960.7,324.15,3455.8,824.8000000000001,974.9,2524.55,65.8,812.55,1076.3,190.75,299.85,382.50000000000006,831.55,1097.85,1047.5,625.3,1122.45,1200.4,128.0,200.35000000000002,139.6,952.6,158.95,855.8,2275.55,310.15,251.25,429.55,326.85,395.6,2776.55,526.95
33,210.4,835.25,398.05,2406.4,6163.95,789.7499999999999,321.2,2753.5,524.4,975.35,3103.6,323.4,3448.5,843.9500000000002,989.45,2617.75,68.9,827.4,1069.1,196.15000000000003,305.45,391.25,847.7,1123.4,1056.8,635.55,1149.65,1213.6,127.5,209.1,139.85,940.1,159.8,870.45,2315.85,314.0,250.85,429.4,333.65,393.7,2795.1,541.3
34,209.39999999999998,854.7,392.5,2455.8,6048.1,765.85,326.05,2724.5,524.65,995.65,3058.8,325.85,3427.6,851.5499999999998,989.3000000000001,2706.2,69.05,827.6,1060.85,198.8,304.55,373.2500000000001,841.5,1127.25,1083.5,631.2,1150.5,1230.25,129.8,211.15000000000003,141.0,944.35,164.7,864.1999999999999,2319.65,318.2,253.25,440.5,334.7,398.05,2844.7,547.35
35,205.9,870.85,397.15,2476.75,6002.45,759.4,329.1,2799.35,530.5,991.4,3108.0,321.4,3482.9,845.95,988.75,2702.55,69.5,861.6499999999999,1058.4,198.44999999999996,299.85,378.40000000000003,844.6,1126.65,1102.7,640.2,1149.75,1237.05,127.0,214.40000000000003,139.65,962.3000000000001,164.95,882.45,2315.9,318.85,255.25,431.69999999999993,337.9,394.7,2923.1,542.75
36,204.2,877.1,385.15,2396.45,5894.85,736.0499999999998,321.3,2802.25,522.6,980.0000000000001,3080.9,317.0,3407.8,828.9499999999999,970.05,2661.1499999999996,68.5,836.85,1051.1,192.00000000000003,293.8,362.7,839.65,1123.9,1124.0,623.0,1130.15,1208.7,123.79999999999998,214.60000000000002,137.1,949.65,158.5,871.1,2264.0,318.55,253.55000000000004,428.6,329.45,394.3500000000001,2816.35,539.95
37,200.15,881.8,386.65,2337.4,5814.2,768.8999999999999,323.95000000000005,2753.4,513.95,941.9,3013.2,313.75,3367.8,811.05,949.5999999999999,2621.25,66.4,836.75,1022.0999999999999,187.00000000000003,287.6,370.85000000000014,821.9,1125.35,1109.5,618.75,1112.9,1218.6,118.65,209.4,139.7,952.65,156.3,854.55,2210.95,306.3,247.9,422.05000000000007,326.95,378.7,2797.35,533.95
38,198.45,861.7,378.2,2322.0,5752.9,764.15,322.54999999999995,2685.95,519.0,940.85,2994.45,305.05,3301.45,808.7499999999999,942.65,2621.35,67.15,842.8,1042.65,183.0,286.2,364.10000000000014,807.75,1110.3,1125.65,606.85,1086.45,1229.05,118.5,216.25000000000003,131.75,944.0999999999999,151.8,875.35,2212.85,298.2,248.15,416.3,323.75,382.2,2779.1,533.85
39,200.09999999999997,862.55,386.35,2238.1,5808.450000000001,764.7,317.95,2712.45,524.0,934.0500000000001,2994.05,304.1,3300.6,824.6499999999999,960.9999999999999,2555.4,69.45,849.9,1053.7,184.8,290.95,364.30000000000007,816.35,1121.15,1099.1,615.75,1110.65,1230.05,121.55,216.05000000000004,133.65,950.35,155.9,871.8999999999999,2210.5,301.8,248.45,417.74999999999994,330.15,378.55,2770.95,530.5
40,196.7,846.1,375.75,2201.2,5932.05,769.25,315.5,2756.25,514.15,950.5500000000001,3036.25,305.15,3327.65,813.25,971.8500000000001,2499.9,68.75,830.4,1060.3,190.05,295.65,367.65,830.0,1084.05,1126.45,630.4,1076.0,1228.1,119.5,194.1,130.05,966.65,158.75,853.9,2176.8,299.7,249.1,415.55,316.8,381.65,2768.6,520.25
41,206.9,871.95,392.0,2258.2,6208.850000000001,793.7,320.7,2841.7,516.35,957.4500000000002,3024.55,321.1,3424.85,832.15,984.1500000000001,2667.25,70.25,824.15,1069.45,204.95,325.35,386.0000000000001,860.8,1125.45,1143.45,638.45,1123.95,1268.1,122.85,191.5,133.75,981.2999999999998,162.05,868.4,2276.65,315.35,257.05,432.25,337.5,406.3,2885.3,535.45
42,218.8,871.85,407.25,2230.3,6370.9,786.6,326.35,2862.85,525.6,970.45,3015.25,324.4,3451.5,854.85,1007.2000000000002,2806.7,74.95,849.25,1099.55,219.99999999999997,319.55,389.1,882.6,1156.0,1133.25,656.3,1137.9,1199.15,126.8,194.95,135.4,1001.5000000000001,181.15,851.85,2318.85,317.1,267.55,455.55,333.9,411.54999999999995,2973.0,539.55
43,227.5,880.25,417.15,2280.1,6207.700000000002,789.9499999999999,333.4,2841.85,527.1,977.6,3188.15,339.75,3496.95,859.3,1015.85,2826.0,79.25,848.9,1124.15,218.0,318.15,394.50000000000006,895.7499999999999,1169.3,1159.8,657.65,1207.1,1215.35,126.40000000000002,197.2,135.65,1012.8499999999999,182.75,870.9,2373.15,336.7,287.04999999999995,461.75,342.15000000000003,424.75000000000006,2944.25,542.7
44,225.15,865.8,416.05,2306.25,6334.55,815.2,329.25,2855.2,537.7,1010.65,3252.75,341.0,3515.3,835.3999999999999,1020.55,2835.85,79.4,848.75,1129.0,220.5,315.2,389.0,915.9,1170.65,1185.45,665.65,1193.2,1216.35,126.05,200.70000000000002,138.65,1006.4,188.4,856.8,2357.55,343.5,288.55,451.25,338.45,444.8,2906.9,536.95
45,228.25,875.7,411.75,2326.25,6293.05,820.9,331.5,2819.05,532.35,1022.7500000000001,3219.55,349.6,3529.35,815.25,1014.1500000000001,2809.55,83.15,826.25,1146.45,216.85,320.25,398.1000000000001,921.05,1163.45,1186.25,650.55,1187.45,1219.4,127.54999999999998,201.85000000000002,137.7,1027.0,183.35,858.6,2354.3,346.05000000000007,291.8,448.85,341.55,435.5,2950.0,541.45
46,226.0,876.2,416.85,2316.8,6423.800000000001,799.35,334.6000000000001,2837.8,529.3,1009.6,3219.95,349.55,3631.9000000000005,815.6500000000001,1024.8,2816.5,81.1,839.65,1128.65,216.35,319.9,389.75,934.4500000000002,1178.5,1180.05,659.9,1212.85,1235.55,126.55,205.25,139.75,1041.7,183.4,860.9,2357.25,347.7,295.4,464.15,339.85,435.05,2991.6,538.15
47,226.45,894.75,413.0,2324.6,6404.900000000001,794.15,336.29999999999995,2834.65,533.95,1016.3999999999999,3184.25,341.65,3601.5,817.85,1021.25,2812.4,83.8,837.55,1153.15,215.5,316.1,386.1000000000001,927.25,1142.5,1185.9,654.6,1186.15,1226.35,126.8,205.70000000000002,139.65,1011.7500000000001,180.5,865.05,2348.3,348.5,296.7,466.15,339.05,447.44999999999993,2997.75,535.85
48,231.2,898.35,412.8,2325.9,6400.4,803.6499999999999,337.25,2816.1,534.6,1004.3,3210.85,339.45,3582.45,823.05,1028.7,2813.35,83.5,851.6,1160.5,213.85,321.3,385.9,926.6999999999999,1143.0,1183.55,642.65,1185.65,1220.5,126.40000000000002,205.10000000000002,138.2,1014.5000000000001,180.1,868.1999999999999,2365.25,354.25,294.05,458.05,346.0,438.5,2994.45,539.0
49,232.4,899.35,415.45,2316.6,6516.750000000001,804.7499999999999,340.75,2823.05,537.6,1012.5499999999998,3233.65,343.15,3587.3,827.9,1027.55,2816.3,84.9,857.15,1158.7,221.65,325.05,385.20000000000005,921.1,1141.2,1180.9,636.8,1184.2,1212.05,127.4,208.25,138.6,1019.75,181.75,862.2,2355.0,366.45,296.7,470.19999999999993,341.15,440.0,3008.3,540.85
50,228.25,884.6,418.85,2278.45,6474.15,810.9,342.9,2758.7499999999995,525.05,963.7,3133.35,340.65,3550.55,811.8500000000001,1026.7,2813.05,83.9,840.8,1111.35,221.35000000000002,316.5,392.20000000000005,918.3999999999999,1134.4,1195.0,639.5,1180.75,1205.05,127.29999999999998,207.4,138.95,1020.4999999999999,185.3,843.15,2329.9,360.4,300.45,460.3,343.8,434.24999999999994,2989.6,533.2
51,228.54999999999998,864.9,424.6,2250.0,6482.350000000002,818.3999999999999,338.49999999999994,2720.2999999999997,531.0,975.85,3154.3,339.7,3581.3,814.9,1030.45,2798.3,81.5,844.15,1125.95,226.4,322.05,388.6,915.6499999999999,1152.45,1200.1,651.25,1183.2,1212.1,127.54999999999998,206.5,138.75,1021.75,185.2,835.75,2327.05,359.55,299.5,465.8,339.65,430.4,2968.25,538.45
52,235.70000000000002,872.55,428.15,2269.9,6581.550000000001,864.85,340.75,2697.6,524.55,975.2,3125.5,353.3,3635.1,815.2999999999998,1018.4000000000001,2821.1,81.0,849.65,1108.05,227.74999999999997,323.65,398.55,912.5499999999998,1161.75,1202.4,651.25,1193.25,1198.45,126.85000000000001,212.25000000000003,138.0,1016.0,186.35,827.25,2352.05,360.9,295.90000000000003,486.75,339.5,437.3,3029.0,539.2
53,241.95000000000002,875.35,436.1,2303.35,6632.4000000000015,856.9,344.3,2685.8000000000006,528.25,983.8500000000001,3171.3,364.35,3656.95,824.15,1028.4,2831.0,85.2,848.35,1129.3,230.2,324.75,391.05,929.0,1193.4,1212.9,658.8,1199.3,1222.55,127.44999999999999,214.60000000000002,136.85,1027.2,191.25,816.0,2425.85,366.05,302.2,492.45,337.8,441.0,3110.6499999999996,551.25
54,243.85,859.65,444.5,2314.2,6654.000000000001,870.0499999999998,353.6499999999999,2734.95,535.85,991.95,3182.25,363.4,3734.25,822.55,1045.6,2799.6,86.0,879.6500000000001,1151.25,234.85,331.45,394.55000000000007,932.1999999999999,1194.9,1215.95,663.7,1228.1500000000003,1227.95,127.15,216.65000000000003,138.0,1037.3,196.8,836.45,2446.25,374.7,303.55,490.1000000000001,342.1,445.25000000000006,3229.5,556.45
55,239.55,853.35,441.25,2310.8,6607.550000000001,870.6999999999999,350.9,2751.5,535.3,979.0500000000001,3057.95,361.05,3749.2,828.45,1053.85,2861.5,87.0,870.15,1168.1,233.6,323.15,393.75000000000006,928.0,1189.95,1230.15,666.3,1237.3,1253.15,128.25,216.10000000000002,138.2,1047.85,197.5,844.6,2473.1,377.2,309.8,484.2,358.6,444.4,3210.4,552.85
56,238.30000000000004,850.0,437.5,2356.4,6874.200000000001,868.4999999999999,358.2,2725.3,532.8,969.3999999999999,3047.9,356.1,3781.0,817.7,1049.35,2871.4,91.3,873.6,1162.75,234.2,324.25,393.1,928.0500000000001,1207.8,1248.7,659.95,1242.55,1249.35,127.35,214.60000000000002,137.45,1029.2,196.6,846.2,2473.8,377.0,317.2,479.9,352.7,456.35,3198.4499999999994,555.75
57,235.65000000000003,845.4,422.9,2357.35,6700.2,873.5999999999999,349.8,2625.6,524.2,972.2,3035.65,357.75,3786.5,810.65,1047.5,2848.0,83.25,863.65,1143.35,225.45,322.45,391.99999999999994,914.7999999999998,1204.9,1226.9,669.6,1206.35,1243.85,129.15,213.95,139.1,1020.4,188.3,809.25,2473.4,363.3,299.15,474.7,327.4,451.65,3176.9499999999994,556.15
58,237.85,856.1,429.45,2351.95,6656.750000000002,874.0,354.5,2583.1500000000005,503.5,977.0,2941.3,347.8,3767.0,806.8,1053.8,2856.85,84.4,861.15,1125.75,223.40000000000003,320.0,394.25000000000006,928.0500000000001,1197.25,1232.85,671.5,1193.95,1232.25,127.29999999999998,212.25000000000003,138.15,1036.25,189.5,794.35,2469.4,372.45,303.8500000000001,467.6000000000001,329.75,451.34999999999997,3136.2500000000005,553.15
59,245.95,881.85,444.25,2422.45,6787.75,901.1499999999999,353.8,2638.5,512.35,982.2500000000001,3015.65,359.45,3838.65,820.6,1064.95,2923.8,88.0,861.6499999999999,1115.3,237.49999999999997,327.35,400.00000000000006,946.7,1205.95,1271.7,683.85,1228.05,1219.75,129.9,217.90000000000003,139.75,1047.05,197.55,811.7,2489.5,388.6,324.3,472.85,338.25,472.1,3184.1,561.95
60,247.7,868.4,444.15,2405.95,6924.150000000001,904.3,350.8,2686.5,511.95,987.2500000000001,3035.2,356.4,3844.15,814.1,1071.15,2945.7000000000003,87.95,869.5,1105.6,236.65000000000003,328.25,393.6,967.6000000000001,1218.3,1283.25,680.65,1216.7,1210.7,128.85,214.10000000000002,139.1,1045.2,194.25,820.0,2520.3,386.6,319.7,474.95,339.1000000000001,477.7,3228.75,564.25
61,242.9,870.0,449.9,2419.85,6877.500000000001,887.2500000000001,335.45,2679.05,514.55,1008.55,2979.95,347.7,3852.8,820.4,1064.45,2951.05,86.65,867.8,1113.4,238.3,336.05,393.05,961.3,1205.45,1262.65,679.9,1237.9,1195.2,129.95,208.80000000000004,138.3,1034.45,195.65,815.1,2453.9,379.65,317.75,463.1,339.45,466.45,3203.7,562.15
62,242.55,886.15,444.75,2448.25,6869.7,887.0,348.5,2659.2,514.3,1010.5999999999999,3011.75,348.2,3878.2,839.8500000000001,1069.05,2983.7,89.1,872.2,1103.7,238.75,330.7,401.55000000000007,961.3,1243.7,1259.75,687.3,1235.85,1245.9,131.1,207.3,138.6,1035.05,194.7,815.05,2471.25,388.4,320.35,470.55,344.55,467.5,3170.85,566.25
63,226.25,869.85,432.6,2394.85,6823.55,890.4,330.5,2641.35,503.0,1013.35,2999.9,339.55,3835.35,843.25,1057.45,2963.3,84.9,868.5,1103.45,225.60000000000002,326.45,402.15000000000003,951.3,1219.8,1259.45,668.75,1195.15,1215.7,126.85000000000001,205.5,139.05,1026.95,184.35,800.8,2462.75,370.5,312.3,462.25,345.6,458.6,3100.4,559.0
