Date,ASIANPAINT,BAJFINANCE,BAJAJFINSV,BRITANNIA,DIVISLAB,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,INFY,JSWSTEEL,KOTAKBANK,NESTLEIND,RELIANCE,SHREECEM,TCS,TATASTEEL,TECHM,TITAN,WIPRO
2016-02-18,808.501831,609.077454,1716.389771,1267.241089,930.046021,387.010132,480.303986,66.993301,765.375916,993.206238,169.850723,489.92038,96.653397,634.076904,4758.710449,450.496704,10655.175781,1039.496582,214.312225,380.964905,323.028107,199.260529
2016-02-19,827.329102,597.630005,1668.666626,1253.894409,949.403137,390.495117,480.23114,67.139153,765.560913,985.54187,172.145416,491.599365,99.095337,629.737,4783.363281,452.533325,10420.339844,1041.202515,216.36264,390.812897,324.044647,201.487625
2016-02-22,842.961731,593.119324,1625.980103,1288.342651,945.350586,387.927277,479.964142,67.576698,797.058411,983.26593,171.842361,491.337738,100.851341,638.716125,4847.313965,461.134979,10564.263672,1039.519409,218.071335,383.005463,327.142731,199.794281
2016-02-23,849.01178,582.486938,1611.568359,1289.677124,934.480042,380.1315,470.886688,66.60437,774.117432,976.484253,166.257172,490.138367,102.799408,621.555969,4767.341309,455.073059,10262.671875,1016.223633,216.618958,380.255157,318.961823,198.763565
2016-02-24,853.561157,574.5177,1611.667847,1267.194824,898.149719,371.923126,460.959717,64.562485,774.024963,949.542786,161.927551,490.770813,101.473251,617.315796,4773.905273,456.510712,10266.68457,992.411316,211.791901,374.443939,316.541412,196.554871
2016-02-25,834.104858,568.46051,1596.109375,1236.152588,897.148438,370.868408,457.586029,65.291733,779.621521,968.633789,158.463852,484.207367,102.950333,605.44342,4722.028809,452.413513,10266.635742,993.263977,212.005508,369.34256,313.443237,196.518082
2016-02-26,834.927612,573.949524,1597.406006,1248.348511,890.664368,378.159637,466.493591,67.528069,786.18927,978.899353,160.022537,488.939148,100.522102,614.322754,4692.92334,455.408569,10112.686523,992.209351,212.26178,370.628967,319.639496,195.284866
2016-02-29,819.004456,586.162842,1607.628784,1268.506592,906.397888,372.932037,471.760468,66.847458,768.151001,985.031128,164.568588,472.759644,103.023483,628.938843,4598.169434,463.219482,9784.392578,977.082397,212.817123,368.677155,306.714478,191.511703
2016-03-01,844.026672,613.514282,1685.821167,1307.833252,912.977478,381.598969,477.731201,68.305946,762.369507,993.531433,177.47084,490.814453,104.578278,636.970154,4638.797363,470.239777,10178.362305,1021.901245,219.609161,383.493439,326.755524,197.107056
2016-03-02,843.92981,629.526917,1713.447632,1317.566895,925.373657,392.008453,488.920227,72.875885,785.588013,1021.494934,190.502991,504.13736,103.645401,654.778748,4662.624512,479.919647,10577.173828,1040.843506,228.579788,404.165283,323.270111,198.616318
2016-03-03,852.060913,613.400635,1670.760986,1307.902466,932.191528,394.049194,493.119141,77.056892,785.26416,1044.348145,188.771179,509.937592,106.073624,656.125671,4790.753418,485.358551,10943.709961,1065.216553,245.239487,409.665955,331.257477,199.775894
2016-03-04,838.073486,625.934998,1666.073486,1314.046265,963.706421,383.089325,495.400665,77.202744,785.125488,1048.853882,190.935959,510.526337,108.419533,664.107178,4852.72998,482.2677,10813.476563,1058.214722,246.521011,400.350281,327.675293,197.65921
2016-03-08,847.656494,621.83429,1665.325562,1297.408936,975.244385,373.849152,492.293915,80.848961,764.312012,1065.065063,187.77536,507.386292,108.492706,649.042053,4885.371094,492.139252,11108.074219,1056.755737,249.297623,398.220978,330.676544,199.315735
2016-03-09,848.140503,634.753967,1673.753052,1306.038086,962.7052,374.032532,497.463745,78.855682,776.707581,1048.528809,187.342377,513.949768,107.925667,658.370483,4783.454102,499.183502,10896.02832,1058.079468,252.373245,411.795197,329.030701,198.100983
2016-03-10,866.096436,632.886475,1683.377563,1304.588379,969.189331,375.041443,495.740448,81.480972,774.764954,1071.289673,186.606323,498.249908,108.460701,653.082764,4754.07373,484.831451,10889.083984,1054.062256,253.483917,413.569641,328.256134,197.254303
2016-03-11,869.581116,632.441711,1641.638306,1296.05127,957.651367,377.425995,499.356842,81.18927,787.76178,1078.11792,185.177597,498.467987,108.245766,641.1604,4740.62207,486.149292,11012.026367,1061.670776,251.219879,406.383209,334.984894,198.413864
2016-03-14,870.549194,643.93866,1640.591187,1299.25,965.518066,379.650024,498.798676,82.550529,792.895874,1076.445801,191.931778,497.683044,108.003403,635.323914,4685.486816,488.665009,11298.703125,1057.069702,253.483917,417.162811,330.289276,199.094864
2016-03-15,856.271423,639.729248,1657.147339,1269.657104,918.937195,372.290009,498.386017,81.578209,777.771362,1032.456909,191.671997,494.717499,109.292969,638.017761,4640.175781,489.024445,11069.833008,1045.803101,256.687683,408.379486,332.854919,196.278793
2016-03-16,837.202576,642.325378,1642.320801,1251.961426,930.522766,373.688629,500.20636,79.244621,780.870239,1046.020386,196.044891,502.589172,109.759399,649.74054,4601.612793,489.623505,11238.550781,1044.52417,255.876053,413.259094,328.837067,198.21138
2016-03-17,844.607361,652.154968,1649.109985,1241.514282,939.530823,373.872009,494.357025,78.758453,785.957947,1029.391113,197.213913,506.644958,109.969765,649.74054,4679.746582,491.92334,11405.633789,1055.745483,252.80043,431.846008,328.691833,198.487473
2016-03-18,847.317749,657.193604,1646.763916,1236.083374,947.864441,377.93045,499.211273,82.842224,784.75531,1049.132935,199.335388,520.447815,110.930069,657.272949,4761.832031,497.3461,12006.506836,1088.871826,258.182831,436.903076,327.045898,202.923264
2016-03-21,832.120544,659.333862,1646.913696,1258.703735,955.668152,377.196716,507.560577,83.620087,813.709045,1069.524536,203.361969,521.101929,111.20903,662.161682,4803.423828,502.236298,12336.072266,1098.028564,259.336151,434.818115,331.209045,204.837448
2016-03-22,826.022217,654.731201,1661.889648,1266.320679,943.23999,379.902283,511.565308,84.592422,804.921387,1085.178467,202.279541,518.943176,112.507736,664.755615,4829.866699,507.34433,12366.81543,1110.080322,264.675812,429.583649,349.430908,203.512253
2016-03-23,822.779602,681.153076,1722.043457,1254.262695,933.942993,374.972626,509.38089,88.773422,808.112549,1080.208008,202.799072,526.727722,114.204285,658.420349,4823.256348,498.314423,12236.742188,1110.394531,270.997955,425.768646,343.681793,204.579758
2016-03-28,818.326904,663.911865,1682.157227,1208.377563,936.640503,371.739655,508.482941,80.94619,798.908508,1062.185303,195.22226,525.462891,112.210495,668.047913,4915.39502,494.05365,11979.679688,1110.215088,255.577057,421.155212,319.028687,204.72702
2016-03-29,828.684143,659.606384,1664.235962,1188.84082,941.264954,369.974213,511.541077,82.064369,796.595886,1045.834595,193.447144,522.12677,112.754677,669.943542,4899.233887,501.727905,11858.271484,1108.419678,259.592468,414.856079,321.318604,203.622665
2016-03-30,853.609436,672.586975,1693.838501,1214.314575,946.322998,376.302429,516.953491,85.564735,797.058411,1038.895142,205.656662,525.920837,116.307831,682.264893,5031.359375,506.957001,11942.327148,1117.44165,277.063812,419.513885,329.601257,206.862106
2016-03-31,840.590332,686.102539,1708.365234,1236.40564,951.140076,373.321716,519.963196,85.516129,804.319885,1029.859741,204.920624,531.306763,117.364182,679.072327,5286.195313,506.06131,12160.911133,1131.266602,273.13382,421.377045,330.429535,207.708755
2016-04-01,842.138977,681.480103,1743.958374,1232.976929,971.66095,376.210815,516.710754,84.252106,802.747375,1037.125244,206.349396,525.702698,115.480141,678.324097,5176.796387,500.856415,11996.375,1101.46228,271.467865,410.863617,330.770569,206.935715
2016-04-04,857.771851,680.707214,1748.500977,1223.841431,973.635925,385.129944,518.943848,86.634308,806.817505,1028.089844,206.739029,542.38385,115.214897,685.706909,5218.435547,501.146912,12181.375977,1109.249878,273.689148,417.473267,335.740204,208.444977
2016-04-05,841.993835,676.134338,1746.005005,1215.626221,976.2854,386.689087,513.312805,82.550529,803.394958,1027.856689,195.352173,531.960938,115.187469,667.19989,5269.302734,497.225067,11893.224609,1105.434448,266.811676,410.109528,336.763336,205.776123
2016-04-06,835.653564,688.421265,1762.628296,1245.932129,958.75116,384.625458,515.278748,86.488449,806.355042,1026.552612,192.711105,523.631287,118.22847,666.451721,5255.712402,500.517426,12149.114258,1114.030396,280.694763,401.902832,339.199371,205.481674
2016-04-07,830.765381,691.894348,1761.030884,1243.147827,976.815308,379.902283,512.366333,84.884117,795.531982,997.490173,190.762772,515.258118,116.820007,660.964417,5406.658691,502.212067,12067.013672,1109.047974,276.551208,394.317322,330.62442,203.125702
2016-04-08,824.280029,706.846741,1747.103149,1236.543579,976.381775,382.034607,514.235168,85.273048,786.651733,1005.594177,191.585403,508.389404,116.46331,663.8078,5486.630371,501.776306,11975.46875,1091.654419,275.184235,404.431427,327.262634,202.29747
2016-04-11,832.459412,712.76239,1775.158203,1222.80603,982.788513,384.877777,519.866089,89.648514,799.509827,1005.827209,194.57283,516.304688,118.873253,669.744019,5390.31543,503.688812,12224.895508,1125.139893,282.916077,416.630463,335.740204,208.260895
2016-04-12,839.138489,726.86261,1775.70752,1245.265015,984.522705,385.038269,516.007019,89.454056,807.095032,1015.794067,198.079819,515.563354,118.685768,675.779968,5644.693359,507.126465,12238.798828,1130.30127,277.23465,412.061371,341.440613,209.65976
2016-04-13,846.349731,736.266113,1818.289307,1270.73877,985.630615,384.075256,525.108704,93.635048,830.406006,1038.56897,208.384293,511.420349,120.135361,690.745178,5615.955078,516.156311,12490.133789,1133.914917,284.368439,418.227448,343.827972,215.310333
2016-04-18,856.852356,724.72229,1868.608643,1311.952271,1001.045471,391.297791,528.045532,94.364304,831.747375,1054.823608,205.353577,540.203308,122.028587,681.766052,5632.573242,515.526917,12685.806641,1131.019775,286.67514,422.929596,352.549072,216.672348
2016-04-20,857.433105,714.763916,1878.742432,1309.490112,1010.197998,385.749023,532.924011,98.982857,836.326172,1061.902954,206.132919,542.34021,124.529976,685.557312,5542.041504,502.236298,12728.59375,1099.868774,305.385284,429.006927,364.242249,221.328995
2016-04-21,860.675903,692.280823,1843.448975,1283.049683,1051.143433,388.064728,529.671753,98.982857,836.280029,1071.311279,219.12175,534.795593,123.432465,685.108337,5478.550781,504.100372,12529.738281,1088.220703,302.907715,422.61908,359.906097,205.720932
2016-04-22,843.639465,690.759766,1844.547119,1299.042847,1030.333496,387.560303,530.157166,98.302223,817.917969,1054.35791,218.212524,528.232239,122.856285,674.532959,5481.213867,503.035095,12455.719727,1084.921509,302.138794,425.768646,362.147247,205.389648
2016-04-25,834.153259,679.136658,1838.207275,1296.511597,1021.180908,387.537506,530.691162,95.676941,817.871704,1035.821167,219.035156,530.238281,123.030037,678.872864,5400.324219,492.359039,12403.483398,1100.272583,296.841888,418.759735,364.047394,203.36499
2016-04-26,848.818115,694.0495,1866.012817,1305.808228,1019.735779,389.692688,540.690918,100.295486,819.351929,1050.07312,219.987671,537.346802,125.110733,699.225525,5353.49707,492.38324,12275.269531,1117.576416,306.367828,421.86496,362.342163,204.101212
2016-04-27,861.353333,688.233032,1876.595947,1316.899658,1004.128418,384.075256,545.714905,98.934242,825.318359,1044.67041,211.804688,540.835632,124.621414,710.848572,5404.179688,493.569489,12460.075195,1127.137085,304.787262,425.191986,362.001099,206.144257
2016-04-28,845.139709,690.358459,1839.455322,1300.400513,1011.739502,366.810059,540.739319,94.218452,810.563782,1011.183167,207.908051,527.316406,125.156448,699.824158,5424.5625,482.578705,12532.087891,1134.61084,296.970032,425.990417,360.100952,203.604263
2016-04-29,838.509094,676.684204,1872.352661,1317.452026,1012.654602,344.065033,549.671204,93.68367,802.839844,1013.88446,205.180389,526.858459,125.590881,715.487793,5256.90625,475.800232,12428.597656,1138.089478,299.960205,431.313629,346.799957,204.064423
2016-05-02,837.105591,698.944519,1937.797852,1315.519043,1017.1828,340.350647,542.535461,95.920021,799.186035,1017.098206,196.347992,523.783936,124.822609,716.535339,5283.349121,477.857971,12299.601563,1134.139404,296.414703,423.373199,358.249542,201.910934
2016-05-03,844.075073,692.181702,1944.687012,1310.318359,1002.105164,334.022308,542.705383,94.218452,787.206726,1024.270752,191.455505,513.644409,124.090965,705.810242,5134.008789,472.459412,12165.071289,1112.324707,298.080658,414.50119,350.892578,200.199219
2016-05-04,845.623718,689.0802,1890.423706,1296.810791,1012.55835,338.011932,547.24408,88.627579,789.42688,1052.494995,185.697128,518.463562,120.880783,710.99823,5088.698242,473.572998,12156.408203,1112.279663,280.865631,414.279419,350.843842,198.781982
2016-05-05,839.283569,709.026672,1885.032471,1298.51355,1005.814392,338.844177,549.646851,87.946945,786.420532,1083.001343,185.870316,520.033447,120.716148,707.506348,5087.413086,472.193115,12169.625,1108.823242,283.471405,425.28067,350.015564,199.923126
2016-05-06,860.578918,719.822327,1870.15625,1296.603638,984.811768,334.082092,543.506287,89.356827,789.42688,1087.798584,189.29071,515.258118,120.734428,701.320618,5151.72998,469.142792,12356.436523,1110.215088,281.33551,419.691315,356.105774,196.241974
2016-05-09,877.567017,731.138245,1877.14502,1294.969727,1011.643127,333.527374,554.06427,89.162354,782.119019,1121.145996,195.092392,522.911804,121.28775,712.195374,5058.674316,475.993896,12564.251953,1127.787964,280.822906,424.615295,356.15448,198.413864
2016-05-10,869.581116,734.472595,1855.829102,1298.260498,1032.019409,332.325195,555.763245,87.363541,797.798462,1135.071655,195.265579,528.908203,117.780327,721.1745,5068.63623,475.7276,12636.362305,1132.433594,280.267578,428.252869,362.342163,198.285034
2016-05-11,878.776917,741.463135,1870.106323,1310.479492,1025.997925,327.678833,552.802124,89.065117,797.890869,1121.332397,193.923386,524.132751,118.104988,729.854309,5143.237305,472.265747,13069.172852,1130.369019,281.762726,420.445374,362.488312,197.972122
2016-05-12,899.056091,760.022583,1890.024414,1351.439697,1025.130981,330.429688,557.802124,90.815315,789.056885,1113.92688,200.720871,527.687012,117.313896,725.065491,5242.995605,480.690399,13187.449219,1151.869263,282.446167,426.922058,364.437164,199.628632
2016-05-13,913.430481,755.662659,1864.265747,1359.516968,1039.148926,334.336365,553.821594,86.828766,769.445984,1086.121948,196.131485,526.487793,116.033455,706.608337,5620.683105,473.597198,13384.836914,1132.658081,275.654175,425.679932,355.374939,198.653137
2016-05-16,922.142334,770.025452,1854.930786,1351.025757,1018.579712,332.394623,564.452393,87.314934,782.812805,1105.171021,193.750229,529.867615,118.493698,716.585205,5770.159668,472.532043,13062.319336,1145.114014,278.857941,432.023468,355.521118,199.076477
2016-05-17,938.598022,768.76709,1854.082031,1383.28772,1050.276367,338.56665,559.913696,86.634308,771.527344,1134.4198,195.655212,529.540527,117.981529,707.256897,5710.616699,469.239655,12612.423828,1153.664917,279.498688,429.228699,355.423615,198.837204
2016-05-18,932.402832,767.196411,1856.078857,1367.617065,1031.489624,343.166962,553.700256,86.682922,763.618286,1125.430786,196.088196,527.621704,119.746689,707.256897,5720.8125,469.91748,12909.677734,1145.091553,281.121948,430.071564,355.910889,198.616318
2016-05-19,926.159424,766.765503,1850.487671,1378.823608,1017.616211,337.549591,553.044861,84.641037,753.997864,1095.296997,195.308884,525.833679,120.743584,704.413513,5621.023438,460.548676,13254.370117,1147.717529,278.729736,429.406158,354.644104,199.867905
2016-05-20,925.38501,769.966003,1801.915527,1348.793457,1005.091858,340.577911,553.821594,84.543793,751.500305,1098.743774,190.589584,524.023865,119.353409,700.522522,5541.396484,452.317657,12735.202148,1135.306519,275.654175,422.175476,356.69043,200.033585
2016-05-23,916.286011,758.392456,1803.263428,1234.564819,996.854492,339.144653,551.807068,84.495178,758.160645,1080.765869,191.455505,518.092712,120.592659,701.520203,5505.271973,450.284119,12821.852539,1118.316772,267.879578,422.707855,353.328644,198.726761
2016-05-24,925.627075,755.603149,1759.433472,1221.471191,992.567261,341.779968,553.360413,83.911789,761.398132,1092.409668,194.442963,517.983704,120.739006,696.781189,5539.735352,455.343781,12703.136719,1107.656494,271.42511,426.079163,353.328644,197.916901
2016-05-25,950.794373,727.036011,1786.490112,1266.297485,1002.008911,346.449402,569.549438,86.293991,777.123901,1124.359741,203.491821,527.098328,118.928131,711.098022,5670.711426,460.548676,12923.287109,1134.0271,277.320129,468.886719,355.22876,201.027481
2016-05-26,960.086914,739.035583,1789.285645,1263.052856,1003.405762,342.542816,574.379333,87.801102,786.60553,1144.107422,208.817261,538.219055,120.629257,728.507507,5667.157715,458.442505,12676.06543,1144.014404,277.832703,481.130066,352.646484,200.604156
2016-05-27,966.281921,759.7995,1832.765991,1251.501221,1044.977539,350.263733,576.102661,89.356827,796.642151,1169.537109,210.549118,544.041016,125.814972,740.828857,5696.638672,471.926788,12865.422852,1154.764648,281.591827,475.452026,351.233643,200.769806
2016-05-30,953.359558,757.376831,1836.210693,1263.812378,1069.544922,345.617188,572.680298,100.101028,790.305664,1149.41687,211.718094,552.806763,125.47654,740.878723,5820.27832,469.02179,13121.259766,1183.379395,275.397827,482.239136,354.254364,202.518326
2016-05-31,953.311035,751.96167,1817.740234,1245.472168,1059.236206,342.034241,573.723999,102.337379,784.616699,1152.909668,211.847992,544.542664,127.049644,744.819641,5625.960938,463.768402,12855.53418,1153.305908,285.649963,479.400055,351.282349,200.788208
2016-06-01,988.981018,757.272766,1795.675537,1272.579712,1084.574341,339.606903,570.447449,100.24688,791.045654,1158.079712,207.864761,548.707397,125.737236,743.622314,5896.723145,461.710663,13040.436523,1182.10022,283.770416,479.0896,350.064301,204.119644
2016-06-02,991.25592,789.194153,1848.440918,1288.411743,1099.989014,333.504181,570.35022,103.115242,803.117493,1174.194824,208.990433,550.168335,126.148781,744.570129,5814.834473,462.993744,13446.567383,1189.551147,291.032318,484.545898,348.894989,198.92923
2016-06-03,992.46582,782.753418,1852.833984,1271.774292,1099.025513,333.758423,568.796936,102.629082,818.519226,1168.931763,211.068649,552.501465,125.321068,767.516785,5817.741211,464.639954,13327.116211,1180.304688,289.238159,489.469818,346.263977,199.076477
2016-06-06,993.433777,770.322754,1863.017578,1276.606812,1100.278076,335.006714,568.481384,103.893097,813.431519,1165.904297,210.852188,552.436157,125.247917,763.476257,5978.473633,462.291687,13598.230469,1184.817383,288.640167,478.734711,343.974091,196.978226
2016-06-07,999.677185,761.71698,1873.750488,1286.409546,1106.251343,335.977661,569.743591,106.469772,829.804749,1165.578247,220.030945,548.358398,125.952148,770.260437,5951.57666,462.41275,13721.744141,1193.275635,292.698303,475.806854,351.379791,198.726761
2016-06-08,985.447876,767.731567,1857.226929,1275.018921,1095.894409,343.744904,564.355286,106.323914,829.943542,1176.011108,223.10498,539.941528,127.593834,757.589905,5979.856934,461.952759,13720.079102,1185.0896,291.758514,475.230194,352.792664,200.475311
2016-06-09,966.814392,764.858093,1837.408569,1270.807739,1072.772339,348.160126,562.801941,107.831024,810.749023,1152.723511,220.420609,523.022278,129.546463,751.005188,5933.862793,470.208008,13183.384766,1168.831055,292.228363,474.165558,355.326172,200.54892
2016-06-10,960.280518,752.640442,1809.253784,1256.080322,1082.213989,347.235413,563.748535,112.109268,809.083923,1146.110229,218.732071,520.860413,129.752243,748.959961,6038.217285,472.895172,13298.479492,1159.079956,285.692657,476.915924,352.743988,200.751404
2016-06-13,963.039307,743.222168,1769.018188,1232.585571,1080.961426,348.4375,559.646667,111.525864,808.667725,1122.776123,211.068649,520.992859,128.064819,754.147949,6032.543945,475.025513,13257.797852,1155.111572,276.038574,473.855042,354.887726,199.223694
