,148
Returns,28.999999999999996
Standard Deviation,17.88854381999832
Sharpe Ratio,1.4210211997011164
ASIANPAINT Weight,5.550412256231472
BAJFINANCE Weight,5.534958053255106
BAJAJFINSV Weight,4.938128621089111
BRITANNIA Weight,2.010566698526679
DIVISLAB Weight,7.037671236444752
GRASIM Weight,4.754300839963245
HCLTECH Weight,4.059703868414038
HDFCBANK Weight,0.9679770516777148
HINDALCO Weight,2.146742752359807
HINDUNILVR Weight,4.431689284380775
ICICIBANK Weight,1.9493352665737134
INFY Weight,4.500996399091495
JSWSTEEL Weight,5.357392590138569
LT Weight,3.496863455274345
NESTLEIND Weight,4.009901675511593
POWERGRID Weight,2.6170586569116416
RELIANCE Weight,3.386812383815336
TCS Weight,7.611904590000754
TATACONSUM Weight,6.709399989661267
TATASTEEL Weight,3.0765323102665008
TECHM Weight,5.805009366724418
TITAN Weight,4.7803546460505455
ULTRACEMCO Weight,1.3966146433900257
WIPRO Weight,3.8696733642471037
