,number,value,datetime_start,datetime_complete,duration,params_ANTS,params_EVA_RATE,params_ITERATIONS,params_Q,state
0,0,2.1951522556928103,2022-03-17 20:00:04.056674,2022-03-17 20:01:49.555376,0 days 00:01:45.498702,183,0.16711159463949876,255,0.6010715789830744,COMPLETE
1,1,2.152806142369199,2022-03-17 20:01:49.556185,2022-03-17 20:03:10.563916,0 days 00:01:21.007731,110,0.9428587067521655,433,0.35285585509864725,COMPLETE
2,2,2.168879534738413,2022-03-17 20:03:10.564723,2022-03-17 20:09:42.041807,0 days 00:06:31.477084,400,0.8374145212541046,253,0.5381709588319756,COMPLETE
3,3,2.1568167989223466,2022-03-17 20:09:42.042628,2022-03-17 20:17:50.055680,0 days 00:08:08.013052,407,0.7492918025866936,303,0.6999302916113435,COMPLETE
4,4,2.1947059306074057,2022-03-17 20:17:50.056586,2022-03-17 20:32:05.763164,0 days 00:14:15.706578,452,0.12802581043572003,440,0.2943664921991903,COMPLETE
5,5,2.2107764522715727,2022-03-17 20:32:05.764025,2022-03-17 20:39:24.844268,0 days 00:07:19.080243,358,0.058266738509638594,341,0.2326728812672757,COMPLETE
6,6,2.1842036733180885,2022-03-17 20:39:24.845168,2022-03-17 20:49:08.633954,0 days 00:09:43.788786,533,0.16765767850186652,222,0.33546480751774266,COMPLETE
7,7,2.166150740699901,2022-03-17 20:49:08.634803,2022-03-17 20:49:52.134394,0 days 00:00:43.499591,492,0.08536232193638715,19,0.12658997126565463,COMPLETE
8,8,2.1992332034777733,2022-03-17 20:49:52.135251,2022-03-17 20:53:24.345828,0 days 00:03:32.210577,203,0.7078944164962716,431,0.9472562557026798,COMPLETE
9,9,2.1604225252868012,2022-03-17 20:53:24.346714,2022-03-17 20:56:01.637905,0 days 00:02:37.291191,151,0.7701904447026552,516,0.716682544644714,COMPLETE
10,10,2.134323533287238,2022-03-17 20:56:01.638946,2022-03-17 20:56:04.503747,0 days 00:00:02.864801,34,0.36543467306690797,71,0.019435815882292345,COMPLETE
11,11,2.1779026691865226,2022-03-17 20:56:04.504355,2022-03-17 21:01:10.157702,0 days 00:05:05.653347,285,0.5439834550905389,355,0.9773410186296685,COMPLETE
12,12,2.2142413354423116,2022-03-17 21:01:10.158593,2022-03-17 21:09:31.893069,0 days 00:08:21.734476,295,0.5510357370614751,550,0.9802515402846367,COMPLETE
13,13,2.2200843094182816,2022-03-17 21:09:31.893988,2022-03-17 21:18:20.561612,0 days 00:08:48.667624,309,0.4074935216769925,536,0.8102156859650005,COMPLETE
14,14,2.190491574004096,2022-03-17 21:18:20.562429,2022-03-17 21:25:57.604185,0 days 00:07:37.041756,285,0.43964892215608337,540,0.8172104188643777,COMPLETE
15,15,2.1988864331191134,2022-03-17 21:25:57.605067,2022-03-17 21:37:04.980955,0 days 00:11:07.375888,349,0.5939187241369396,548,0.8307689025747681,COMPLETE
16,16,2.1877362833517995,2022-03-17 21:37:04.981820,2022-03-17 21:42:17.017955,0 days 00:05:12.036135,242,0.31081286587094037,476,0.8483861930946615,COMPLETE
17,17,2.1406901903379447,2022-03-17 21:42:17.018765,2022-03-17 21:44:52.518150,0 days 00:02:35.499385,320,0.3399435573853192,148,0.6830312481709668,COMPLETE
18,18,2.136162621507891,2022-03-17 21:44:52.519069,2022-03-17 21:49:02.988245,0 days 00:04:10.469176,242,0.6233919771132809,384,0.999403561205172,COMPLETE
19,19,2.1977648123529785,2022-03-17 21:49:02.989162,2022-03-17 21:49:08.342009,0 days 00:00:05.352847,11,0.487664390324155,489,0.4556506594477184,COMPLETE
20,20,2.1630909114092662,2022-03-17 21:49:08.342588,2022-03-17 21:53:46.005517,0 days 00:04:37.662929,390,0.6494565304211471,187,0.8886607432583034,COMPLETE
21,21,2.224924424010777,2022-03-17 21:53:46.006371,2022-03-17 22:00:28.315797,0 days 00:06:42.309426,343,0.017358946843629645,338,0.21122317431755938,COMPLETE
22,22,2.20094329721526,2022-03-17 22:00:28.316667,2022-03-17 22:05:54.789384,0 days 00:05:26.472717,278,0.24492011570413863,397,0.4556861448310283,COMPLETE
23,23,2.196908862902669,2022-03-17 22:05:54.790281,2022-03-17 22:15:05.454613,0 days 00:09:10.664332,331,0.010283221000477405,495,0.11279429235616267,COMPLETE
24,24,2.204404636607664,2022-03-17 22:15:05.455497,2022-03-17 22:25:14.862703,0 days 00:10:09.407206,458,0.4338637183306769,311,0.7644360798262433,COMPLETE
25,25,2.1903638954334,2022-03-17 22:25:14.863562,2022-03-17 22:29:31.882245,0 days 00:04:17.018683,223,0.23101504657208732,455,0.9026726837588793,COMPLETE
26,26,2.1810957862332874,2022-03-17 22:29:31.883142,2022-03-17 22:31:44.619249,0 days 00:02:12.736107,311,0.530690698960252,133,0.6147992322335145,COMPLETE
27,27,2.206559567416257,2022-03-17 22:31:44.620149,2022-03-17 22:33:37.734950,0 days 00:01:53.114801,145,0.41366508848102057,396,0.4130870199068136,COMPLETE
28,28,2.1944253044002413,2022-03-17 22:33:37.735776,2022-03-17 22:46:30.478796,0 days 00:12:52.743020,380,0.8998918530376803,516,0.22312531294326243,COMPLETE
29,29,2.1997355267883933,2022-03-17 22:46:30.479671,2022-03-17 23:04:06.870781,0 days 00:17:36.391110,437,0.2590059570327633,548,0.6025028210073586,COMPLETE
30,30,2.225180792463856,2022-03-17 23:04:06.871688,2022-03-17 23:06:07.059670,0 days 00:02:00.187982,183,0.1708051499193366,272,0.532394260492004,COMPLETE
31,31,2.1854294026780905,2022-03-17 23:06:07.060610,2022-03-17 23:07:48.425362,0 days 00:01:41.364752,182,0.17636463938760433,231,0.5155668362883212,COMPLETE
32,32,2.190623728331684,2022-03-17 23:07:48.426296,2022-03-17 23:08:52.535030,0 days 00:01:04.108734,115,0.02166466669447635,291,0.7742393298248275,COMPLETE
33,33,2.183336074054438,2022-03-17 23:08:52.536107,2022-03-17 23:12:02.083045,0 days 00:03:09.546938,249,0.14014036517608258,256,0.6429699362354688,COMPLETE
34,34,2.2349074803547153,2022-03-17 23:12:02.083984,2022-03-17 23:12:39.985161,0 days 00:00:37.901177,74,0.09169921783096363,331,0.5705538226674812,COMPLETE
35,35,2.1972352781826174,2022-03-17 23:12:39.985788,2022-03-17 23:13:20.652219,0 days 00:00:40.666431,78,0.07062891637285293,328,0.5816772139802961,COMPLETE
36,36,2.203482089861897,2022-03-17 23:13:20.653222,2022-03-17 23:14:11.772707,0 days 00:00:51.119485,103,0.10274347376300824,276,0.40760620279950255,COMPLETE
37,37,2.1854987150793317,2022-03-17 23:14:11.773713,2022-03-17 23:14:29.873530,0 days 00:00:18.099817,63,0.21443460721768803,192,0.5169942605547926,COMPLETE
38,38,2.225010518857219,2022-03-17 23:14:29.874218,2022-03-17 23:16:49.013477,0 days 00:02:19.139259,166,0.296452532985887,362,0.3332488597054394,COMPLETE
39,39,2.2124929105876143,2022-03-17 23:16:49.014463,2022-03-17 23:19:02.583816,0 days 00:02:13.569353,162,0.00029890292588724554,359,0.2569800155049885,COMPLETE
40,40,2.2037292409798552,2022-03-17 23:19:02.584897,2022-03-17 23:20:07.272134,0 days 00:01:04.687237,121,0.2837824245829546,272,0.3194556293582452,COMPLETE
41,41,2.1891335607812277,2022-03-17 23:20:07.273144,2022-03-17 23:22:55.804882,0 days 00:02:48.531738,203,0.17813790512378477,318,0.17535582453031073,COMPLETE
42,42,2.1915378193705317,2022-03-17 23:22:55.805949,2022-03-17 23:23:39.520299,0 days 00:00:43.714350,67,0.12771782832202755,420,0.37514538686805404,COMPLETE
43,43,2.185168700981847,2022-03-17 23:23:39.521320,2022-03-17 23:26:20.513262,0 days 00:02:40.991942,183,0.3734566891738056,361,0.5549703736748828,COMPLETE
44,44,2.1659630270777273,2022-03-17 23:26:20.514302,2022-03-17 23:31:27.401538,0 days 00:05:06.887236,356,0.064495956064902,224,0.2767847104352805,COMPLETE
