,16732
Unnamed: 0,16732.0
Returns,0.283162701006063
Standard Deviation,0.2013388028345942
Sharpe Ratio,1.2285893107712518
ASIANPAINT Weight,0.0203042180212342
BAJFINANCE Weight,0.0383994686385416
BAJAJFINSV Weight,0.05046296905008
BRITANNIA Weight,0.0263359682270033
DIVISLAB Weight,0.0685582196673875
GRASIM Weight,0.0625264694616183
HCLTECH Weight,0.0082407176096958
HDFCBANK Weight,0.0203042180212342
HINDALCO Weight,0.0745899698731566
HINDUNILVR Weight,0.0383994686385416
ICICIBANK Weight,0.0383994686385416
INFY Weight,0.014272467815465
JSWSTEEL Weight,0.086653470284695
LT Weight,0.0323677184327725
NESTLEIND Weight,0.0625264694616183
POWERGRID Weight,0.0263359682270033
RELIANCE Weight,0.0444312188443108
TCS Weight,0.0444312188443108
TATACONSUM Weight,0.086653470284695
TATASTEEL Weight,0.05046296905008
TECHM Weight,0.0082407176096958
TITAN Weight,0.014272467815465
ULTRACEMCO Weight,0.0685582196673875
WIPRO Weight,0.014272467815465
