,47064
Returns,0.30628871193594953
Standard Deviation,0.11735578264346308
Sortino Ratio,2.3048605347187485
ASIANPAINT Weight,0.04667261718447613
BAJFINANCE Weight,0.056684518220095036
BAJAJFINSV Weight,0.06669641925571394
BRITANNIA Weight,0.02164286459542885
DIVISLAB Weight,0.056684518220095036
GRASIM Weight,0.02164286459542885
HCLTECH Weight,0.03165476563104776
HDFCBANK Weight,0.06669641925571394
HINDALCO Weight,0.04667261718447613
HINDUNILVR Weight,0.03165476563104776
ICICIBANK Weight,0.02164286459542885
INFY Weight,0.011630963559809939
JSWSTEEL Weight,0.026648815113238303
LT Weight,0.02164286459542885
NESTLEIND Weight,0.056684518220095036
POWERGRID Weight,0.011630963559809939
RELIANCE Weight,0.08171427080914231
TCS Weight,0.07670832029133287
TATACONSUM Weight,0.056684518220095036
TATASTEEL Weight,0.056684518220095036
TECHM Weight,0.011630963559809939
TITAN Weight,0.07670832029133287
ULTRACEMCO Weight,0.011630963559809939
WIPRO Weight,0.03165476563104776
