,number,value,datetime_start,datetime_complete,duration,params_ANTS,params_EVA_RATE,params_ITERATIONS,params_Q,state
0,0,1.4371120964367836,2022-03-23 21:58:07.132005,2022-03-23 21:58:13.811934,0 days 00:00:06.679929000,20,0.8453026230639428,359,0.2407585387246416,COMPLETE
1,1,1.460638344942054,2022-03-23 21:58:13.812661,2022-03-23 21:59:50.313180,0 days 00:01:36.500519000,205,0.21955568063192338,216,0.3604977782432306,COMPLETE
2,2,1.4218730866623466,2022-03-23 21:59:50.313923,2022-03-23 22:13:34.808842,0 days 00:13:44.494919000,496,0.21049873145299447,401,0.6604324747177583,COMPLETE
3,3,1.4343717108558982,2022-03-23 22:13:34.809622,2022-03-23 22:18:51.207320,0 days 00:05:16.397698000,388,0.8203152546587736,238,0.29452593444002084,COMPLETE
4,4,1.4455479509575295,2022-03-23 22:18:51.208130,2022-03-23 22:25:44.317915,0 days 00:06:53.109785000,353,0.1607761096101994,369,0.5876619865807463,COMPLETE
5,5,1.4025641898255934,2022-03-23 22:25:44.318760,2022-03-23 22:25:46.696771,0 days 00:00:02.378011000,13,0.7986807660603971,209,0.6915027485849303,COMPLETE
6,6,1.438168621746181,2022-03-23 22:25:46.697227,2022-03-23 22:28:56.939322,0 days 00:03:10.242095000,248,0.26676477729062925,313,0.42760063134332893,COMPLETE
7,7,1.3998565163826915,2022-03-23 22:28:56.940118,2022-03-23 22:30:31.241125,0 days 00:01:34.301007000,382,0.26817940734356943,73,0.6425927149107454,COMPLETE
8,8,1.4223052571584447,2022-03-23 22:30:31.241942,2022-03-23 22:43:38.097266,0 days 00:13:06.855324000,479,0.6789137706441595,408,0.8421842767611508,COMPLETE
9,9,1.415957486989392,2022-03-23 22:43:38.098074,2022-03-23 22:45:33.209104,0 days 00:01:55.111030000,359,0.7699059344165997,99,0.3119836586407613,COMPLETE
10,10,1.426023700123939,2022-03-23 22:45:33.209904,2022-03-23 22:48:00.875621,0 days 00:02:27.665717000,159,0.45137366911487087,497,0.12957373689592472,COMPLETE
11,11,1.4471898808824208,2022-03-23 22:48:00.876451,2022-03-23 22:48:46.502530,0 days 00:00:45.626079000,153,0.10105408513217695,163,0.4849776521201794,COMPLETE
12,12,1.4249497946637173,2022-03-23 22:48:46.503046,2022-03-23 22:49:33.169125,0 days 00:00:46.666079000,150,0.42901697862081406,173,0.4521592047761873,COMPLETE
13,13,1.4086616822385825,2022-03-23 22:49:33.169855,2022-03-23 22:49:35.615990,0 days 00:00:02.446135000,150,0.10965569724296693,9,0.46190227293625663,COMPLETE
14,14,1.4075742775437703,2022-03-23 22:49:35.616431,2022-03-23 22:50:48.644971,0 days 00:01:13.028540000,223,0.34755587504265484,143,0.9626313635343594,COMPLETE
15,15,1.3948133334320698,2022-03-23 22:50:48.645803,2022-03-23 22:51:20.880521,0 days 00:00:32.234718000,87,0.9842216959412264,268,0.12091553847006109,COMPLETE
16,16,1.4070185864768556,2022-03-23 22:51:20.881250,2022-03-23 22:52:30.155496,0 days 00:01:09.274246000,214,0.5632931465022111,145,0.37780180413207326,COMPLETE
