,24140
Returns,0.2952813082104197
Standard Deviation,0.11563611329975698
Sortino Ratio,2.2439469885828913
ASIANPAINT Weight,0.046373053829009
BAJFINANCE Weight,0.046373053829009
BAJAJFINSV Weight,0.057130510200077186
BRITANNIA Weight,0.030236869272406715
DIVISLAB Weight,0.07326669475667946
GRASIM Weight,0.00872195653027033
HCLTECH Weight,0.046373053829009
HDFCBANK Weight,0.06788796657114538
HINDALCO Weight,0.00872195653027033
HINDUNILVR Weight,0.0409943256434749
ICICIBANK Weight,0.030236869272406715
INFY Weight,0.00872195653027033
JSWSTEEL Weight,0.024858141086872614
LT Weight,0.051751782014543085
NESTLEIND Weight,0.019479412901338523
POWERGRID Weight,0.0409943256434749
RELIANCE Weight,0.030236869272406715
TCS Weight,0.07864542294221356
TATACONSUM Weight,0.08402415112774766
TATASTEEL Weight,0.07864542294221356
TECHM Weight,0.046373053829009
TITAN Weight,0.06250923838561129
ULTRACEMCO Weight,0.00872195653027033
WIPRO Weight,0.00872195653027033
