,163620
Returns,28.07574694059384
Standard Deviation,10.708897694701603
Sortino Ratio,228.74200164143411
ASIANPAINT Weight,4.344826226831237
BAJFINANCE Weight,3.1231606714170397
BAJAJFINSV Weight,1.2906623382957452
BRITANNIA Weight,8.620655670780925
DIVISLAB Weight,8.009822893073828
GRASIM Weight,1.2906623382957452
HCLTECH Weight,4.955659004538336
HDFCBANK Weight,7.398990115366728
HINDALCO Weight,1.2906623382957452
HINDUNILVR Weight,9.231488448488022
ICICIBANK Weight,0.6798295605886467
INFY Weight,3.1231606714170397
JSWSTEEL Weight,9.231488448488022
LT Weight,0.6798295605886467
NESTLEIND Weight,6.177324559952532
POWERGRID Weight,2.5123278937099416
RELIANCE Weight,3.1231606714170397
TCS Weight,8.620655670780925
TATACONSUM Weight,8.009822893073828
TATASTEEL Weight,1.9014951160028433
TECHM Weight,1.9014951160028433
TITAN Weight,0.6798295605886467
ULTRACEMCO Weight,1.2906623382957452
WIPRO Weight,2.5123278937099416
