Date,ADANIPORTS,ASIANPAINT,BAJFINANCE,BAJAJFINSV,BRITANNIA,DIVISLAB,GRASIM,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,ICICIBANK,INFY,JSWSTEEL,NESTLEIND,POWERGRID,RELIANCE,TCS,TATACONSUM,TATASTEEL,TECHM,TITAN,UPL,WIPRO
2016-01-18,212.5341339111328,818.0494995117188,542.9097290039061,1826.60302734375,1272.6717529296875,1013.6651611328124,523.8732299804689,374.967529296875,495.8274230957031,68.75401306152344,739.3084106445312,192.62335205078125,484.0674743652344,88.88611602783203,4944.07373046875,79.38888549804688,485.712890625,1013.9328002929688,112.55105590820312,197.12835693359366,442.63018798828125,322.8345642089844,243.3287811279297,197.6137542724609
2016-01-19,225.66607666015625,813.4796752929688,556.8887939453125,1843.4542236328125,1257.806396484375,1016.7988891601562,527.120361328125,373.1424255371094,500.63665771484375,69.38168334960939,739.7647705078125,197.50152587890625,487.3818054199219,89.56782531738281,4937.52685546875,78.12462615966797,498.4903869628906,1014.6674194335938,116.75382995605469,198.8832244873047,438.438232421875,327.615478515625,245.80596923828125,195.75372314453125
2016-01-20,212.63101196289062,808.4768676757812,556.3462524414061,1846.8941650390625,1233.276123046875,1006.8275756835938,520.1547241210939,374.7672729492188,492.1783142089844,65.27769470214844,725.7080078125,193.7457733154297,479.5128784179688,91.83717346191406,4989.1845703125,77.3775634765625,479.8376159667969,1015.0235595703124,113.19763946533205,193.86936950683602,433.7330322265625,329.2091369628906,234.20396423339844,195.95236206054688
2016-01-21,214.472412109375,812.4213256835938,566.4730224609375,1841.4100341796875,1205.662353515625,1004.6907348632812,516.5784912109375,371.8070373535156,494.449951171875,65.95364379882811,707.9542236328125,195.38619995117188,486.2698974609375,91.97171783447266,4938.48046875,75.96965789794922,470.1171569824219,1006.0538330078124,112.45868682861328,196.87767028808602,434.0325622558594,331.67205810546875,236.86932373046875,198.9320068359375
2016-01-22,214.9085235595703,836.9542236328125,574.2272338867188,1886.329833984375,1203.913330078125,1027.3875732421877,515.8377685546875,373.5875549316406,497.9783020019531,69.86450958251953,704.2120361328125,200.9551086425781,485.927734375,95.79733276367188,4954.62353515625,76.48685455322266,479.64654541015625,1024.46142578125,115.9687042236328,207.0725250244141,439.9353332519531,335.72857666015625,250.3527374267578,198.6791839599609
2016-01-25,211.6618804931641,845.2760009765625,577.7442016601562,1918.8853759765625,1197.7926025390625,1032.3734130859377,515.4562377929689,373.3426818847656,503.22247314453125,69.52652740478516,714.9827270507812,203.80430603027344,486.5264587402344,99.31796264648438,4967.12890625,76.42938232421875,479.5509948730469,1028.4327392578123,114.81409454345705,213.005615234375,440.1920166015625,342.3446350097656,251.8578643798828,199.3899383544922
2016-01-27,208.70599365234366,825.986572265625,585.7006225585938,1887.0775146484373,1219.4461669921875,1086.5987548828123,512.31396484375,374.82232666015625,500.5641479492188,68.60918426513672,700.926025390625,204.883544921875,486.8899841308594,100.57373809814452,4991.0947265625,79.44634246826172,477.3537292480469,1035.1715087890623,114.95263671875,215.26182556152344,430.3538818359375,337.70855712890625,259.10128784179693,201.39459228515625
2016-01-28,204.34483337402344,826.37158203125,569.8272094726562,1868.7308349609373,1228.9268798828125,1072.306640625,500.5526123046875,378.6332702636719,498.6549377441406,67.3055419921875,722.6958618164062,201.3436584472656,483.08380126953125,97.96802520751952,4974.0419921875,82.5782241821289,485.7367248535156,1040.28076171875,113.7518539428711,212.4206695556641,427.7873840332031,327.4223327636719,257.53341674804693,199.46282958984366
2016-01-29,205.7016448974609,836.9061279296875,584.857177734375,1856.2669677734373,1237.7633056640625,1083.5125732421877,507.8099060058594,388.1608276367188,507.4274597167969,68.07805633544922,745.6522216796875,198.71026611328125,498.1801452636719,94.81514739990234,4991.3681640625,84.96305084228516,494.57354736328125,1067.099609375,116.84620666503906,208.6602478027344,428.9422912597656,351.27874755859375,274.15255737304693,205.1305084228516
2016-02-01,214.27859497070312,853.742431640625,592.2314453125,1858.16162109375,1288.87158203125,1084.462158203125,514.5060424804689,394.684326171875,512.2125244140625,68.65744781494139,731.0934448242188,187.52931213378903,501.7938232421875,94.23210906982422,4955.8525390625,84.3309326171875,492.137451171875,1072.18701171875,116.93856811523438,208.3260040283203,425.6914367675781,347.6568603515625,274.7796630859375,207.0805206298828
2016-02-02,206.67074584960938,849.0283203125,573.314697265625,1812.8428955078125,1285.35107421875,1067.890625,514.625732421875,391.2544860839844,509.336669921875,66.19506072998047,730.3174438476562,181.6582336425781,502.73480224609375,89.99388885498047,4963.49072265625,84.0436019897461,478.2135314941406,1070.134521484375,114.76790618896484,193.4097442626953,405.8869018554688,339.9783020019531,260.88864135742193,206.7524719238281
2016-02-03,203.7148742675781,830.9412231445312,629.3843383789062,1873.1181640625,1301.5511474609375,1050.8443603515623,510.5556335449219,382.0408020019531,504.5274353027344,64.36032104492189,749.9423217773438,176.1757049560547,495.10107421875,87.3119125366211,4918.9248046875,82.77239227294922,468.7796630859375,1078.255859375,112.45868682861328,187.1842041015625,403.9620361328125,341.9582824707031,256.5614013671875,203.30810546875
2016-02-04,209.04519653320312,855.618408203125,625.8475341796875,1875.3616943359373,1314.552734375,1032.5634765625,513.7203979492189,388.8781433105469,507.11328125,66.33988952636719,761.9910278320312,176.08934020996094,504.53076171875,90.65763092041016,4988.912109375,84.82364654541016,464.7912292480469,1079.9295654296877,112.32014465332031,188.81370544433602,401.6094055175781,349.6368103027344,254.1468963623047,204.09173583984366
2016-02-05,204.5871124267578,865.142822265625,660.8153686523438,1903.0811767578125,1317.406005859375,1054.5478515625,518.2095947265625,389.9093627929688,510.0373840332031,68.80229187011719,771.2557983398438,180.7948303222656,502.37115478515625,93.0211944580078,4930.88427734375,83.92803192138672,463.7641906738281,1080.7772216796877,113.15145874023438,195.4152984619141,406.4429321289063,356.928955078125,258.38006591796875,203.3445587158203
2016-02-08,205.5077972412109,854.8967895507812,657.0468139648438,1830.292236328125,1313.8392333984375,1014.8522338867188,513.1668701171875,380.98712158203125,500.6607971191406,67.40211486816406,756.6057739257812,180.0609588623047,492.1501770019531,94.1917495727539,4923.15478515625,82.31013488769531,459.0592346191406,1054.4488525390623,114.44461822509766,195.6241912841797,402.6360168457031,358.908935546875,253.0807647705078,198.6427459716797
2016-02-09,203.90870666503903,850.6636962890625,649.539306640625,1779.040771484375,1280.86376953125,981.6141967773438,508.4757080078125,363.366943359375,495.9241638183594,67.59523010253906,754.2780151367188,180.7948303222656,473.6967468261719,89.6978759765625,4928.83935546875,82.02124786376953,457.3635559082031,1018.0578002929688,111.53501892089844,196.79409790039062,383.47308349609375,354.32110595703125,244.77122497558602,195.45350646972656
2016-02-10,196.5916290283203,843.3038940429688,639.1361694335938,1784.4251708984375,1252.7437744140625,966.4197387695312,512.560791015625,370.966552734375,489.5924987792969,64.60173797607422,752.6350708007812,178.93853759765625,474.0816345214844,91.72056579589844,4818.19775390625,82.83016967773438,459.8234252929688,1012.4353637695312,109.3181610107422,196.9612579345703,376.7574462890625,357.7498779296875,247.9068756103516,193.6128845214844
2016-02-11,181.0852813720703,823.2445678710938,609.5993041992188,1691.6444091796875,1212.24365234375,968.2239379882812,507.5854187011719,362.26849365234375,471.3949890136719,61.51166915893555,732.599365234375,172.03140258789062,461.294677734375,89.8414077758789,4744.9375,78.98768615722656,441.62445068359375,980.8189086914062,97.21788024902344,187.6020355224609,369.5285949707031,344.1797790527344,243.1406707763672,188.51011657714844
2016-02-12,172.5567626953125,822.47509765625,591.5999755859375,1696.1312255859375,1180.1197509765625,937.455078125,506.3509216308594,357.8970031738281,469.5099792480469,58.807861328125,741.7272338867188,167.11001586914062,463.8605651855469,90.19121551513672,4598.50634765625,79.94108581542969,433.0265197753906,993.6036987304688,96.3403778076172,181.7525177001953,367.8603515625,343.69683837890625,237.9354248046875,188.5465850830078
2016-02-15,185.2526092529297,826.1309204101562,612.6329345703125,1718.4664306640625,1226.9249267578125,942.7731323242188,519.5936889648439,370.83203125,470.5733337402344,64.69829559326172,734.5164184570312,175.70082092285156,466.8969421386719,93.41136169433594,4600.052734375,80.14331817626953,452.2286071777344,1012.59130859375,97.91064453125,206.1533203125,368.11700439453125,346.449462890625,253.99012756347656,191.6264495849609
2016-02-16,194.1687774658203,808.4286499023438,593.04541015625,1698.87353515625,1208.5157470703125,920.9309692382812,514.9100952148439,369.5765686035156,470.5008239746094,62.62215805053711,733.147216796875,169.74337768554688,461.5083923339844,92.72069549560548,4592.8212890625,80.4900131225586,444.4904479980469,1010.9847412109376,94.81629943847656,204.60739135742188,361.7436828613281,335.6802978515625,253.0180969238281,191.936279296875
2016-02-17,205.9439239501953,823.5333251953125,602.8662719726562,1696.231201171875,1220.6197509765625,938.7371826171876,517.1097412109375,369.80072021484375,471.20166015625,63.539527893066406,741.681640625,164.69253540039062,469.5056457519531,93.95852661132812,4613.64990234375,80.6633529663086,455.02294921875,1015.4473266601562,96.0632781982422,209.95550537109366,367.47540283203125,315.6872253417969,248.09506225585938,192.0638427734375
2016-02-18,203.90870666503903,803.5703125,608.094970703125,1715.9737548828125,1267.2408447265625,926.2490844726562,516.017333984375,378.3866882324219,478.23419189453125,66.53303527832031,755.2363891601562,169.3548583984375,480.4323120117188,94.79273223876952,4713.83251953125,80.80780792236328,449.0521240234375,1033.43115234375,96.57130432128906,209.62124633789062,367.34710693359375,322.2550048828125,246.9034881591797,197.29415893554688
2016-02-19,202.9395446777344,822.2825927734375,596.6659545898438,1668.26220703125,1253.894287109375,945.5272216796876,512.8899536132811,381.7941284179688,478.16162109375,66.67787170410156,755.4190063476562,171.64283752441406,482.078857421875,97.1876449584961,4738.2529296875,81.4723129272461,451.0821838378906,1035.1268310546877,99.11143493652344,211.62677001953125,376.843017578125,323.2691650390625,249.6315460205078,199.499267578125
2016-02-22,199.54751586914062,837.820068359375,592.1622924804688,1625.5859375,1288.3424072265625,941.4912109375,521.1649169921875,379.2834777832031,477.89581298828125,67.11241912841797,786.499267578125,171.34066772460938,481.822265625,98.90985107421876,4801.599609375,80.69225311279297,459.65631103515625,1033.453369140625,100.7740707397461,213.29806518554688,369.31475830078125,326.3598327636719,247.53060913085938,197.82264709472656
2016-02-23,197.8999938964844,843.8330688476562,581.5472412109375,1611.177734375,1289.67724609375,930.6650390625,509.92718505859375,371.6614074707031,468.85748291015625,66.14676666259766,763.8622436523438,165.7717742919922,480.6461791992188,100.82041931152344,4722.3828125,79.21881866455078,453.6138305664063,1010.2931518554688,98.51103973388672,211.8774719238281,366.6626892089844,318.1984558105469,247.31109619140625,196.80209350585938
2016-02-24,193.9749298095703,848.3546752929688,573.5908203125,1611.2774658203125,1267.195068359375,894.483154296875,503.9417724609375,363.6358642578125,458.9732971191406,64.11891174316406,763.7710571289062,161.4547882080078,481.266357421875,99.51979064941406,4728.88427734375,80.72113037109375,455.046875,986.6203002929688,98.5572280883789,207.1560821533203,361.0592346191406,315.78387451171875,237.49642944335938,194.6152191162109
2016-02-25,192.327392578125,829.0172119140625,567.5433959960938,1595.7225341796875,1236.152587890625,893.4859008789062,494.01348876953125,362.6047058105469,455.6141662597656,64.84314727783203,769.2932739257812,158.00123596191406,474.830078125,100.96842956542969,4677.49755859375,76.12748718261719,450.9627990722656,987.4677734375,98.09537506103516,207.3650054931641,356.1402282714844,312.6931457519531,239.69142150878903,194.5787506103516
2016-02-26,193.92648315429688,829.8348388671875,573.023681640625,1597.018798828125,1248.3486328125,887.0281982421875,493.8862915039063,369.7335205078125,464.4832763671875,67.06412506103516,775.774169921875,159.5553436279297,479.4700927734375,98.58694458007812,4648.66650390625,77.22534942626953,453.9482421875,986.41943359375,96.75605010986328,207.6157073974609,357.3805847167969,318.87457275390625,237.40235900878903,193.35777282714844
2016-02-29,190.6313781738281,814.0087890625,585.2172241210938,1607.2392578125,1268.506591796875,902.6975708007812,497.9339294433594,364.6222839355469,469.72747802734375,66.38817596435547,757.974853515625,164.088134765625,463.6039733886719,101.0401611328125,4554.80517578125,75.14518737792969,461.734130859375,971.3809814453124,95.64762115478516,208.1588592529297,355.4985656738281,305.98046875,239.34649658203125,189.62179565429688
2016-03-01,200.5166778564453,838.87841796875,612.5244140625,1685.4124755859375,1307.8331298828125,909.250244140625,512.478515625,373.09619140625,475.6724853515625,67.83664703369139,752.2699584960938,176.95274353027344,481.3090515136719,102.5650405883789,4595.05078125,77.28312683105469,468.7319030761719,1015.9381103515624,100.5893325805664,214.80224609375,369.7851867675781,325.9735107421875,254.8053741455078,195.16192626953125
2016-03-02,212.04954528808602,838.781982421875,628.5112915039062,1713.0323486328125,1317.5670166015625,921.5958251953124,516.4662475585939,383.2737121582031,486.81329345703125,72.37519073486328,775.1807250976562,189.9468078613281,494.3740234375,101.65013122558594,4618.65283203125,78.23652648925781,478.3807373046875,1034.769775390625,101.51302337646484,223.57650756835938,389.7181091308594,322.49652099609375,258.09783935546875,196.65631103515625
2016-03-03,220.4811248779297,846.8636474609375,612.4110717773438,1670.3558349609375,1307.9024658203125,928.3858032226562,523.2672119140625,385.2688903808594,490.9941101074219,76.52747344970703,774.8613891601562,188.2200469970703,500.06195068359375,104.03160858154295,4745.57421875,78.38097381591797,483.80224609375,1059.0003662109377,101.14353942871094,239.8715667724609,395.0221252441406,330.4647216796875,266.37600708007807,197.8043975830078
2016-03-04,218.20361328125,832.9615478515625,624.9252319335938,1665.669677734375,1314.04638671875,959.7720336914062,526.0130004882811,374.5532531738281,493.2658081054688,76.67230987548828,774.7243041992188,190.3785095214844,500.6392211914063,106.33236694335938,4806.9658203125,80.11442565917969,480.7212829589844,1052.0391845703123,104.60736846923828,241.12501525878903,386.0395202636719,326.8910827636719,278.9501342773437,195.7086639404297
2016-03-08,221.20797729492188,842.4861450195312,620.8311157226562,1664.921875,1297.4090576171875,971.2630004882812,528.1153564453125,365.51898193359375,490.1724853515625,80.29348754882812,754.186767578125,187.2271423339844,497.5600280761719,106.4040985107422,4839.29833984375,79.56551361083984,490.5611572265625,1050.5887451171877,106.82421112060548,243.8408660888672,383.986328125,329.8852233886719,273.1177978515625,197.34881591796875
2016-03-09,219.02740478515625,842.9672241210938,633.7300415039062,1673.3472900390625,1306.038330078125,958.77490234375,543.4605102539061,365.69830322265625,495.3199768066406,78.31390380859375,766.4180908203125,186.79542541503903,503.996337890625,105.84799194335938,4738.34375,80.7500228881836,497.58282470703125,1051.905517578125,107.93262481689452,246.8491973876953,397.0753479003906,328.2432556152344,272.8355712890625,196.1460266113281
2016-03-10,219.4635009765625,860.8135986328125,631.865478515625,1682.9693603515625,1304.5885009765625,965.2326049804688,538.91162109375,366.6847229003906,493.6041564941406,80.92115783691406,764.501220703125,186.0615539550781,488.6006774902344,106.37271118164062,4709.2392578125,80.69225311279297,483.2768249511719,1047.911376953125,107.56316375732422,247.93551635742188,398.7862854003906,327.4705810546875,280.612060546875,195.3077392578125
2016-03-11,224.0669860839844,864.27685546875,631.4215087890625,1641.240478515625,1296.0513916015625,953.7417602539062,536.0610961914061,369.0161743164063,497.2049865722656,80.63146209716797,777.3257446289062,184.636962890625,488.8143615722656,106.16192626953124,4695.9150390625,79.85443115234375,484.5903930664063,1055.4754638671877,107.00895690917969,245.7210693359375,391.8568420410156,334.1832275390625,274.99920654296875,196.4558258056641
2016-03-14,225.2299346923828,865.2390747070312,642.8998413085938,1640.1934814453125,1299.25,961.5763549804688,536.7867431640625,371.190673828125,496.649169921875,81.98336791992188,782.3917236328125,191.37142944335938,488.0446166992188,105.92423248291016,4641.2998046875,80.08555603027344,487.0981140136719,1050.901123046875,106.82421112060548,247.93551635742188,402.2510070800781,329.49884033203125,275.9398803710937,197.130126953125
2016-03-15,221.20797729492188,851.048583984375,638.6971435546875,1656.74560546875,1269.6573486328125,915.1856689453124,531.2877197265625,363.9946594238281,496.23828125,81.01770782470703,767.4677124023438,191.1123809814453,485.1365966796875,107.18896484375,4596.41552734375,80.28776550292969,487.4563903808594,1039.7005615234377,106.63945770263672,251.06918334960938,393.7817077636719,332.0583801269531,272.3338623046875,194.34185791015625
2016-03-16,221.49874877929688,832.0956420898438,641.2890014648438,1641.9228515625,1251.96142578125,926.7239379882812,535.8890380859375,365.362060546875,498.05078125,78.70018005371094,770.5256958007812,195.4725341796875,492.8558654785156,107.6464385986328,4558.21533203125,80.17221069335938,488.0534057617188,1038.428955078125,106.31619262695312,250.27532958984366,398.4869079589844,328.05010986328125,269.91940307617193,196.25537109375
2016-03-17,228.42816162109366,839.4556274414062,651.1028442382812,1648.7103271484375,1241.5142822265625,935.6952514648438,543.9393920898439,365.54144287109375,492.2266540527344,78.21735382080078,775.5459594726562,196.6381378173828,496.83306884765625,107.8527374267578,4635.61474609375,79.73884582519531,490.345947265625,1049.5849609375,106.9627685546875,247.2669982910156,416.4093933105469,327.9051818847656,274.24658203125,196.52874755859366
2016-03-18,234.4853057861328,842.1494140625,656.1333618164062,1646.364501953125,1236.0833740234375,943.9947509765624,547.2088623046875,369.5093078613281,497.05999755859375,82.27305603027344,774.3592529296875,198.7534484863281,510.3685607910156,108.79456329345705,4716.92333984375,79.0743637084961,495.75128173828125,1082.5177001953123,109.82618713378906,252.53155517578125,421.2856750488281,326.2632751464844,276.56698608398443,200.92074584960938
2016-03-21,236.3267059326172,827.0448608398438,658.2703247070312,1646.514404296875,1258.7037353515625,951.7667236328124,558.7756958007811,368.7919006347656,505.373291015625,83.04558563232422,802.9295043945312,202.7682342529297,511.0099792480469,109.06813049316406,4758.12548828125,79.73884582519531,500.62579345703125,1091.6209716796877,110.7498779296875,253.65966796875,419.2752990722656,330.4164733886719,279.2323608398437,202.81607055664062
2016-03-22,233.21136474609366,820.9837646484375,653.6749877929688,1661.48681640625,1266.320556640625,939.38916015625,561.0126953125,371.4371948242188,509.3608093261719,84.01122283935547,794.2579345703125,201.68898010253903,508.8929443359375,110.34185791015624,4784.3193359375,79.85443115234375,505.7174682617188,1103.602294921875,112.1353988647461,258.8824462890625,414.2279357910156,348.59466552734375,278.69924926757807,201.5039367675781
2016-03-23,231.99444580078125,817.7608642578125,680.0542602539062,1721.6258544921875,1254.2626953125,930.130126953125,565.7711791992188,366.61749267578125,507.185791015625,88.16350555419922,797.4070434570312,202.20703125,516.5267944335939,112.00575256347656,4777.7705078125,79.42105102539062,496.716552734375,1103.9151611328123,110.33421325683594,265.06619262695307,410.54925537109375,342.85931396484375,286.19354248046875,202.56089782714844
2016-03-28,229.41456604003903,813.3353881835938,662.8406982421875,1681.7493896484375,1208.3778076171875,932.8167114257812,566.5940551757812,363.4565734863281,506.2915954589844,80.39006042480469,788.3248901367188,194.6523284912109,515.28662109375,110.05034637451172,4869.0390625,80.37445831298828,492.4694519042969,1103.736328125,110.28804779052734,249.98280334472656,406.1007690429688,318.26519775390625,283.24603271484375,202.7067108154297
2016-03-29,231.5563507080078,823.6295776367188,658.542236328125,1663.83251953125,1188.8408203125,937.4222412109376,563.6762084960938,361.73040771484375,509.336669921875,81.50054168701172,786.0429077148438,192.8823699951172,512.0150146484375,110.58403778076172,4853.03173828125,79.8255386352539,500.11907958984375,1101.951416015625,110.19566345214844,253.91033935546875,400.0267639160156,320.5495910644531,283.0578918457031,201.6132659912109
2016-03-30,239.4420166015625,848.4028930664062,671.5018920898438,1693.4278564453125,1214.3145751953125,942.4596557617188,574.3976440429688,367.9176025390625,514.7257690429689,84.97686767578125,786.499267578125,205.0562286376953,515.7355346679689,114.06879425048828,4983.90966796875,80.7500228881836,505.33135986328125,1110.9210205078123,112.1353988647461,270.99929809570307,404.5181274414063,328.81243896484375,296.0709533691406,204.8207244873047
2016-03-31,241.14572143554688,835.4630737304688,684.99560546875,1707.9510498046875,1236.4056396484375,947.2570190429688,575.2206420898438,365.0033264160156,517.7225341796875,84.92858123779297,793.664794921875,204.32237243652344,521.0172119140625,115.10481262207031,5236.34326171875,80.37445831298828,504.4385681152344,1124.6651611328123,111.9968490600586,267.15533447265625,406.3146362304688,329.63873291015625,299.5829162597656,205.6590118408203
2016-04-01,236.4727325439453,837.0023193359375,680.3807373046875,1743.535400390625,1232.9769287109375,967.6941528320312,576.5149536132812,367.8279724121094,514.4841918945311,83.6732406616211,792.11279296875,205.7469482421875,515.5217895507811,113.25702667236328,5127.9755859375,79.91219329833984,499.2503356933594,1095.0345458984377,113.19763946533205,265.5258178710937,396.17706298828125,329.97900390625,292.5276184082031,204.89361572265625
2016-04-04,236.13198852539062,852.5396728515625,679.609130859375,1748.0772705078125,1223.8414306640625,969.6611938476562,580.3156127929688,376.5484619140625,516.70751953125,86.0390853881836,796.1292114257812,206.13546752929688,531.879638671875,112.99690246582031,5169.2216796875,80.08555603027344,499.5399169921875,1102.7769775390623,111.9506607055664,267.69845581054693,402.5504455566406,334.9366455078125,293.18609619140625,206.3879852294922
2016-04-05,220.26329040527344,836.85791015625,675.0435180664062,1745.581787109375,1215.6263427734375,972.2996826171876,573.90380859375,378.0728759765625,511.1007690429688,81.98336791992188,792.7518310546875,194.78184509277344,521.65869140625,112.97000122070312,5219.60888671875,80.3455810546875,495.630615234375,1098.9842529296877,109.22579956054688,260.9715576171875,395.449951171875,335.9573974609375,287.6046142578125,203.7454833984375
2016-04-06,218.41358947753903,830.5564575195312,687.3107299804688,1762.2010498046875,1245.9322509765625,954.8370361328124,585.4630737304688,376.0553588867188,513.058349609375,85.89422607421875,795.6727905273438,192.1484680175781,513.4903564453125,115.95244598388672,5206.14697265625,80.72113037109375,498.9124755859375,1107.529296875,109.7800064086914,274.55075073242193,387.5366821289063,338.38763427734375,287.2283630371094,203.4539031982422
2016-04-07,211.0633544921875,825.6978759765625,690.7781372070312,1760.6041259765625,1243.14794921875,972.8274536132812,585.0591430664062,371.4371948242188,510.1583557128906,84.30091857910156,784.9932861328125,190.20584106445312,505.27935791015625,114.57109832763672,5355.67041015625,81.01004791259766,500.6016540527344,1102.5760498046877,109.64144897460938,270.4979248046875,380.2221984863281,329.83319091796875,290.20721435546875,201.1212158203125
2016-04-08,213.44851684570312,819.2521362304688,705.7063598632812,1746.6796875,1236.5438232421875,972.3956909179688,595.9301147460938,373.5220642089844,512.0191650390625,84.68717956542969,776.2305297851562,191.0260772705078,498.5437316894531,114.22127532958984,5434.888671875,81.4145278930664,500.1672668457031,1085.2843017578123,108.7177734375,269.16091918945307,389.9747924804688,326.4794616699219,288.48260498046875,200.30113220214844
2016-04-11,222.9892120361328,827.3816528320312,711.6124267578125,1774.72802734375,1222.805908203125,978.7763061523438,599.5812377929688,376.3019104003906,517.6258544921875,89.0325927734375,788.9180908203125,194.0047912597656,506.30572509765625,116.58482360839844,5339.4814453125,82.194580078125,502.0736999511719,1118.5740966796877,110.3803939819336,276.72348022460943,401.73773193359375,334.9366455078125,298.4227600097656,206.2057342529297
2016-04-12,227.4188232421875,834.02001953125,725.68994140625,1775.2769775390625,1245.264892578125,980.50341796875,604.8184814453125,376.45880126953125,513.7833251953125,88.83944702148438,796.4029541015625,197.50152587890625,505.5786437988281,116.40093231201172,5591.45947265625,82.7146224975586,505.5003356933594,1123.7059326171877,109.3181610107422,271.1663818359375,397.33197021484375,340.62347412109375,309.58575439453125,207.59075927734366
