,number,value,datetime_start,datetime_complete,duration,params_ANTS,params_EVA_RATE,params_ITERATIONS,params_Q,state
0,0,1.9875550859919668,2022-04-01 01:42:16.358444,2022-04-01 01:50:24.126842,0 days 00:08:07.768398000,475,0.9866778383818938,255,0.5202299390167602,COMPLETE
1,1,2.1120805821821733,2022-04-01 01:50:24.129063,2022-04-01 01:51:20.716963,0 days 00:00:56.587900000,499,0.048288215062256445,27,0.08069311964694015,COMPLETE
2,2,2.209907839142163,2022-04-01 01:51:20.717800,2022-04-01 01:57:27.904570,0 days 00:06:07.186770000,344,0.588685674265221,340,0.06896971097935378,COMPLETE
3,3,2.1286901148182396,2022-04-01 01:57:27.905398,2022-04-01 02:03:20.347979,0 days 00:05:52.442581000,420,0.029989900268895697,229,0.4604504891944058,COMPLETE
4,4,2.0838538897677186,2022-04-01 02:03:20.348803,2022-04-01 02:04:12.009251,0 days 00:00:51.660448000,89,0.7688696031497825,406,0.9772386556080158,COMPLETE
5,5,2.0825942151458317,2022-04-01 02:04:12.010093,2022-04-01 02:06:51.833937,0 days 00:02:39.823844000,219,0.7613203741873267,318,0.9133988507201304,COMPLETE
6,6,2.1036484405233247,2022-04-01 02:06:51.834758,2022-04-01 02:10:24.989672,0 days 00:03:33.154914000,416,0.010547552802425475,141,0.2405958769751082,COMPLETE
7,7,2.1362802370451517,2022-04-01 02:10:24.990514,2022-04-01 02:15:03.317186,0 days 00:04:38.326672000,290,0.33192491219204046,346,0.5636789116487579,COMPLETE
8,8,2.144167559927813,2022-04-01 02:15:03.318025,2022-04-01 02:15:19.299580,0 days 00:00:15.981555000,53,0.19771998905821642,254,0.5377947644496052,COMPLETE
9,9,2.123972527707794,2022-04-01 02:15:19.300081,2022-04-01 02:18:45.947195,0 days 00:03:26.647114000,218,0.3887432657919163,414,0.00045957426856624295,COMPLETE
10,10,2.1438312357330775,2022-04-01 02:18:45.948036,2022-04-01 02:28:17.935001,0 days 00:09:31.986965000,359,0.6151006136094682,490,0.30442345677708643,COMPLETE
11,11,2.133741338283136,2022-04-01 02:28:17.935848,2022-04-01 02:28:18.204555,0 days 00:00:00.268707000,2,0.25607987566428003,170,0.6977172323992832,COMPLETE
12,12,2.148014619315125,2022-04-01 02:28:18.205061,2022-04-01 02:30:02.761007,0 days 00:01:44.555946000,121,0.5376919207072371,526,0.7388726295692352,COMPLETE
13,13,2.1355753428806095,2022-04-01 02:30:02.761861,2022-04-01 02:32:16.855150,0 days 00:02:14.093289000,140,0.5107659364519569,539,0.7050482076541551,COMPLETE
14,14,2.1268348184988524,2022-04-01 02:32:16.855991,2022-04-01 02:39:39.698187,0 days 00:07:22.842196000,326,0.6314651429942327,450,0.7867327535358458,COMPLETE
