,ASIANPAINT,BAJFINANCE,BAJAJFINSV,BRITANNIA,DIVISLAB,GRASIM,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,ICICIBANK,INFY,JSWSTEEL,LT,NESTLEIND,POWERGRID,RELIANCE,TCS,TATACONSUM,TATASTEEL,TECHM,TITAN,ULTRACEMCO,WIPRO,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close,Date,Adj Close
0,2747.637451171875,5286.65771484375,8904.1904296875,3505.115966796875,3826.21533203125,925.379638671875,911.3910522460938,1430.1104736328125,238.89730834960938,2363.666748046875,533.4879150390625,1231.4794921875,379.74603271484375,1273.1888427734375,18183.1328125,131.72257995605472,1978.9339599609373,2826.811279296875,586.5008544921875,629.5614624023438,938.412353515625,1563.3995361328125,5262.4697265625,384.75714111328125,2747.637451171875,5286.65771484375,8904.1904296875,3505.115966796875,3826.21533203125,925.379638671875,911.3910522460938,1430.1104736328125,238.89730834960938,2363.666748046875,533.4879150390625,1231.4794921875,379.74603271484375,1273.1888427734375,18183.1328125,131.72257995605472,1978.9339599609373,2826.811279296875,586.5008544921875,629.5614624023438,938.412353515625,1563.3995361328125,5262.4697265625,384.75714111328125,2020-12-31,2747.637451171875,2020-12-31,5286.65771484375,2020-12-31,8904.1904296875,2020-12-31,3505.115966796875,2020-12-31,3826.21533203125,2020-12-31,925.379638671875,2020-12-31,911.3910522460938,2020-12-31,1430.1104736328125,2020-12-31,238.89730834960938,2020-12-31,2363.666748046875,2020-12-31,533.4879150390625,2020-12-31,1231.4794921875,2020-12-31,379.74603271484375,2020-12-31,1273.1888427734375,2020-12-31,18183.1328125,2020-12-31,131.72257995605472,2020-12-31,1978.9339599609373,2020-12-31,2826.811279296875,2020-12-31,586.5008544921875,2020-12-31,629.5614624023438,2020-12-31,938.412353515625,2020-12-31,1563.3995361328125,2020-12-31,5262.4697265625,2020-12-31,384.75714111328125
1,2758.6201171875,5271.6318359375,8868.2998046875,3496.736083984375,3833.336181640625,930.9149169921876,915.5813598632812,1418.9090576171875,236.71241760253903,2355.9208984375,525.9599609375,1236.039306640625,382.1978759765625,1282.483642578125,18242.900390625,131.47975158691406,1981.1268310546875,2891.4892578125,598.0339965820312,629.0234375,942.9925537109376,1554.8699951171875,5265.10693359375,386.6000061035156,2758.6201171875,5271.6318359375,8868.2998046875,3496.736083984375,3833.336181640625,930.9149169921876,915.5813598632812,1418.9090576171875,236.71241760253903,2355.9208984375,525.9599609375,1236.039306640625,382.1978759765625,1282.483642578125,18242.900390625,131.47975158691406,1981.1268310546875,2891.4892578125,598.0339965820312,629.0234375,942.9925537109376,1554.8699951171875,5265.10693359375,386.6000061035156,2021-01-01,2758.6201171875,2021-01-01,5271.6318359375,2021-01-01,8868.2998046875,2021-01-01,3496.736083984375,2021-01-01,3833.336181640625,2021-01-01,930.9149169921876,2021-01-01,915.5813598632812,2021-01-01,1418.9090576171875,2021-01-01,236.71241760253903,2021-01-01,2355.9208984375,2021-01-01,525.9599609375,2021-01-01,1236.039306640625,2021-01-01,382.1978759765625,2021-01-01,1282.483642578125,2021-01-01,18242.900390625,2021-01-01,131.47975158691406,2021-01-01,1981.1268310546875,2021-01-01,2891.4892578125,2021-01-01,598.0339965820312,2021-01-01,629.0234375,2021-01-01,942.9925537109376,2021-01-01,1554.8699951171875,2021-01-01,5265.10693359375,2021-01-01,386.6000061035156
