,ASIANPAINT,BAJFINANCE,BAJAJFINSV,BRITANNIA,DIVISLAB,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,INFY,JSWSTEEL,KOTAKBANK,NESTLEIND,RELIANCE,SHREECEM,TCS,TATASTEEL,TECHM,TITAN,WIPRO
12,818.472229,557.788696,1843.9010010000002,1257.806274,1020.967041,381.646332,502.803467,69.861671,749.696533,1071.1503910000001,198.079819,497.00705,91.325928,667.150085,4984.532715,500.09399400000007,9616.006836,1020.623474,203.333893,454.691467,328.401398,197.704758
13,813.4384769999999,557.245178,1847.3417969999998,1233.2758789999998,1010.954834,383.30810499999995,494.308472,65.729271,735.450928,1055.961182,194.31308,488.98281900000006,93.639832,661.114075,5036.684082,481.381195,9492.422852,1020.9813230000001,198.20784,449.81185899999997,329.998871,197.90535
14,817.4072269999999,567.388428,1841.8565670000003,1205.6621089999999,1008.809265,380.28045699999996,496.589966,66.409912,717.4590450000001,1050.804932,195.95829799999998,495.87323,93.777023,659.3182370000001,4985.497559,471.62948600000004,9305.631836,1011.95929,201.283478,450.12240599999996,332.46768199999997,200.914703
15,842.0905759999999,575.1551509999999,1886.7871089999999,1203.913452,1031.599243,382.101563,500.133606,70.347824,713.66626,1076.2133789999998,201.543518,495.524261,97.677727,681.4667360000001,5001.794434,481.189514,9694.307617,1030.474976,211.706467,456.24408,336.533997,200.65936299999998
16,850.4636230000001,578.677734,1919.350586,1197.792358,1036.6054689999999,381.851227,505.40036,70.007515,724.581604,1091.217041,204.40107700000002,496.134857,101.267494,679.421509,5014.41748,481.093658,9784.087891,1034.469482,217.77232400000003,456.510284,343.165894,201.377182
17,831.055786,586.647034,1887.535034,1219.446167,1091.053101,383.364563,502.730591,69.083809,710.336121,1086.897217,205.483459,496.505646,102.547905,673.036316,5038.613281,478.88937400000003,9735.339844,1041.247192,220.07904100000002,446.307404,338.518677,203.401825
18,831.442993,570.7479860000001,1869.184082,1228.92688,1076.702271,387.26236,500.81314100000003,67.771164,732.398376,1066.273071,201.933151,492.624146,99.891037,661.712646,5021.397461,487.29931600000003,9883.344727,1046.387085,217.174271,443.645813,328.207764,201.450821
19,842.042358,585.802124,1856.717041,1237.763306,1087.954102,397.00689700000004,509.623596,68.549019,755.663025,1096.233765,199.292114,508.018799,96.67627,682.0155030000001,5038.887695,496.16455099999996,10306.458008,1073.363525,213.32974199999998,444.84350599999993,352.12146,207.17498799999998
20,858.981934,593.188416,1858.612061,1288.871826,1088.907471,403.67913799999997,514.429321,69.132416,740.908691,1096.280029,188.07841499999998,511.703857,96.081779,686.106018,5003.03418,493.720612,10434.776367,1078.480591,212.98799100000002,441.47213700000003,348.490814,209.144394
21,854.238831,574.241028,1813.2823489999998,1285.351074,1072.268066,400.17114300000003,511.541077,66.652992,740.122375,1096.047607,182.19013999999999,512.66333,91.76035300000001,675.580444,5010.746582,479.751892,10171.445313,1076.415894,197.737946,420.93341100000004,340.793884,208.813095
22,836.040833,630.4013669999999,1873.5723879999998,1301.5511470000001,1055.1519779999999,390.747437,506.71109,64.805573,760.010681,1078.536133,176.691544,504.878784,89.025757,664.007385,4965.756348,470.28768899999994,9932.483398,1084.584717,191.37309299999998,418.937225,342.778595,205.334396
23,860.869324,626.858887,1875.816284,1314.552368,1036.796265,397.74057,509.308075,66.798836,772.221069,1085.4105220000001,176.604935,514.494934,92.437157,674.682556,5036.409668,466.28637699999996,10296.834961,1086.268188,193.039047,416.497375,350.475555,206.125885
24,870.4523320000001,661.883179,1903.542725,1317.4060060000002,1058.870605,398.795319,512.2448730000001,69.278275,781.610291,1098.9741210000002,181.32423400000002,512.292542,94.847099,690.396057,4977.82959,465.256134,10144.579102,1087.1209720000002,199.788391,421.51010099999996,357.785187,205.371231
25,860.1433720000001,658.108459,1830.736084,1313.839233,1019.0123289999999,389.6698,502.827667,67.868401,766.763428,1081.46228,180.588181,501.86972000000003,96.040634,671.539795,4970.025879,460.53595,10065.592773,1060.637939,200.00195300000001,417.56201200000004,359.769928,200.622559
26,855.8843380000001,650.588806,1779.47229,1280.863892,985.6381230000001,371.64797999999996,498.070557,68.062866,764.404602,1077.560791,181.32423400000002,483.051758,91.45854200000001,675.480652,4975.76416,458.834808,10067.056641,1024.033447,201.19804399999998,397.68866,355.171173,197.401535
27,848.479309,640.168945,1784.8579100000002,1252.7436519999999,970.381226,379.420776,491.71142599999996,65.048653,762.739624,1037.287964,179.462494,483.444244,93.520935,665.803162,4864.069336,461.302704,10098.894531,1018.378235,201.36891200000002,390.724152,358.60812400000003,195.542542
28,828.2971190000001,610.584351,1692.054443,1212.24353,972.192993,370.524567,473.43518099999994,61.937206,742.434814,990.930115,172.53511,470.40469400000006,91.604897,627.4921879999999,4790.11084,443.04513499999996,10113.761719,986.575928,191.800262,383.227295,345.005402,190.388931
29,827.522583,592.55603,1696.542603,1180.1196289999998,941.2979740000001,366.053436,471.542053,59.21469499999999,751.685242,1006.816406,167.59935,473.021301,91.96157099999999,620.558289,4642.285645,434.419525,10261.547852,999.436035,185.819839,381.497253,344.521332,190.425781
30,831.2009889999999,613.6228639999999,1718.883179,1226.924805,946.637817,379.28320299999996,472.60998499999994,65.145882,744.3775019999999,1003.750427,176.215256,476.11767599999996,95.244934,623.8007809999999,4643.847656,453.68341100000004,10268.933594,1018.534973,210.766693,381.763428,347.28060899999997,193.536316
31,813.390198,594.003601,1699.285278,1208.5157470000001,924.7061160000001,377.999176,472.53714,63.055378000000005,742.990051,1000.684875,170.240402,470.62271100000004,94.54071,618.8123780000001,4636.54834,445.92034900000004,9998.203125,1016.91925,209.186157,375.153778,336.485504,193.849243
32,828.587463,603.840454,1696.6422120000002,1220.6196289999998,942.585266,378.22848500000003,473.24102800000003,63.979099,751.639099,999.895142,165.174759,478.77789299999995,95.80283399999999,623.850586,4657.575195,456.48675499999996,9853.494141,1021.408081,214.65396099999998,381.097961,316.44458,193.978073
33,808.5018309999999,609.077454,1716.389771,1267.241089,930.0460210000001,387.010132,480.303986,66.993301,765.375916,993.2062380000001,169.850723,489.92037999999997,96.653397,634.076904,4758.710449,450.496704,10655.175781,1039.496582,214.312225,380.964905,323.028107,199.260529
34,827.3291019999999,597.630005,1668.666626,1253.894409,949.4031369999999,390.495117,480.23114000000004,67.13915300000001,765.560913,985.5418699999999,172.14541599999998,491.59936500000003,99.095337,629.737,4783.363281,452.533325,10420.339844,1041.202515,216.36264,390.812897,324.044647,201.487625
35,842.9617310000001,593.119324,1625.9801029999999,1288.342651,945.3505859999999,387.927277,479.964142,67.576698,797.058411,983.26593,171.842361,491.337738,100.851341,638.716125,4847.313965,461.134979,10564.263672,1039.519409,218.071335,383.00546299999996,327.142731,199.794281
36,849.01178,582.486938,1611.5683589999999,1289.677124,934.480042,380.1315,470.886688,66.60436999999999,774.117432,976.484253,166.257172,490.138367,102.799408,621.555969,4767.341309,455.073059,10262.671875,1016.2236330000001,216.61895800000002,380.255157,318.961823,198.763565
37,853.561157,574.5177,1611.6678470000002,1267.194824,898.149719,371.92312599999997,460.959717,64.562485,774.024963,949.542786,161.927551,490.770813,101.473251,617.315796,4773.905272999999,456.510712,10266.68457,992.411316,211.79190099999997,374.443939,316.54141200000004,196.554871
38,834.104858,568.46051,1596.109375,1236.1525880000002,897.148438,370.868408,457.586029,65.291733,779.621521,968.6337890000001,158.463852,484.207367,102.950333,605.4434200000001,4722.028809,452.41351299999997,10266.635742,993.263977,212.00550800000002,369.34256,313.443237,196.518082
39,834.9276120000001,573.949524,1597.4060060000002,1248.348511,890.664368,378.15963700000003,466.49359100000004,67.52806899999999,786.18927,978.8993529999999,160.022537,488.93914800000005,100.522102,614.322754,4692.92334,455.40856900000006,10112.686523,992.209351,212.26178,370.628967,319.639496,195.284866
40,819.004456,586.162842,1607.628784,1268.506592,906.3978880000001,372.93203700000004,471.76046799999995,66.84745799999999,768.151001,985.031128,164.56858799999998,472.75964400000004,103.023483,628.938843,4598.169434,463.219482,9784.392578,977.082397,212.817123,368.67715499999997,306.714478,191.511703
41,844.0266720000001,613.514282,1685.8211670000003,1307.833252,912.9774779999999,381.598969,477.731201,68.30594599999999,762.369507,993.531433,177.47083999999998,490.814453,104.578278,636.970154,4638.797363000001,470.23977699999995,10178.362305,1021.9012449999999,219.609161,383.493439,326.75552400000004,197.107056
42,843.92981,629.526917,1713.447632,1317.566895,925.373657,392.008453,488.92022699999995,72.875885,785.5880129999999,1021.494934,190.50299099999998,504.13735999999994,103.645401,654.7787480000001,4662.624511999999,479.919647,10577.173828,1040.8435060000002,228.57978799999998,404.165283,323.270111,198.616318
43,852.060913,613.400635,1670.760986,1307.902466,932.191528,394.049194,493.119141,77.056892,785.26416,1044.348145,188.77117900000002,509.937592,106.073624,656.125671,4790.753418,485.358551,10943.709961,1065.216553,245.23948700000003,409.665955,331.257477,199.775894
44,838.073486,625.9349980000001,1666.073486,1314.046265,963.7064210000001,383.089325,495.40066500000006,77.202744,785.125488,1048.853882,190.935959,510.526337,108.419533,664.107178,4852.72998,482.2677,10813.476563,1058.2147220000002,246.521011,400.350281,327.675293,197.65921
45,847.656494,621.83429,1665.325562,1297.408936,975.244385,373.849152,492.293915,80.848961,764.312012,1065.065063,187.77536,507.38629199999997,108.49270600000001,649.042053,4885.371094,492.13925199999994,11108.074219,1056.755737,249.297623,398.220978,330.676544,199.31573500000002
46,848.140503,634.753967,1673.753052,1306.038086,962.7052,374.032532,497.463745,78.855682,776.707581,1048.528809,187.342377,513.949768,107.92566699999999,658.370483,4783.454102000001,499.183502,10896.02832,1058.079468,252.37324500000003,411.79519700000003,329.03070099999997,198.100983
47,866.0964359999999,632.886475,1683.377563,1304.5883789999998,969.189331,375.041443,495.7404480000001,81.480972,774.764954,1071.289673,186.606323,498.249908,108.460701,653.082764,4754.07373,484.83145099999996,10889.083984,1054.0622560000002,253.483917,413.569641,328.256134,197.254303
48,869.5811160000001,632.441711,1641.638306,1296.05127,957.6513669999999,377.425995,499.356842,81.18927,787.7617799999999,1078.11792,185.177597,498.467987,108.24576599999999,641.1604,4740.62207,486.149292,11012.026367,1061.670776,251.219879,406.38320899999997,334.984894,198.413864
49,870.5491939999999,643.9386599999999,1640.591187,1299.25,965.518066,379.65002400000003,498.798676,82.550529,792.895874,1076.445801,191.931778,497.68304400000005,108.003403,635.323914,4685.486816,488.665009,11298.703125,1057.069702,253.483917,417.162811,330.289276,199.094864
50,856.271423,639.7292480000001,1657.147339,1269.657104,918.937195,372.290009,498.386017,81.578209,777.7713620000001,1032.456909,191.671997,494.71749900000003,109.292969,638.0177610000001,4640.175781,489.024445,11069.833008,1045.803101,256.687683,408.379486,332.854919,196.278793
51,837.202576,642.325378,1642.320801,1251.961426,930.522766,373.688629,500.20635999999996,79.244621,780.870239,1046.020386,196.04489099999998,502.58917199999996,109.759399,649.74054,4601.612793,489.62350499999997,11238.550781,1044.52417,255.87605299999998,413.259094,328.837067,198.21138
52,844.607361,652.1549679999999,1649.109985,1241.514282,939.530823,373.872009,494.357025,78.758453,785.957947,1029.3911130000001,197.213913,506.64495800000003,109.969765,649.74054,4679.746582,491.92334000000005,11405.633789,1055.745483,252.80042999999998,431.846008,328.69183300000003,198.487473
53,847.317749,657.193604,1646.763916,1236.083374,947.864441,377.93045,499.21127300000006,82.842224,784.75531,1049.1329349999999,199.335388,520.447815,110.93006899999999,657.272949,4761.832031,497.3461,12006.506836,1088.871826,258.182831,436.903076,327.045898,202.923264
54,832.120544,659.3338620000001,1646.913696,1258.703735,955.668152,377.19671600000004,507.56057699999997,83.620087,813.7090450000001,1069.524536,203.361969,521.101929,111.20903,662.161682,4803.423828,502.23629800000003,12336.072266,1098.028564,259.336151,434.81811500000003,331.209045,204.837448
55,826.022217,654.7312009999999,1661.889648,1266.320679,943.23999,379.902283,511.565308,84.592422,804.921387,1085.178467,202.279541,518.943176,112.50773600000001,664.755615,4829.866699,507.34432999999996,12366.81543,1110.080322,264.675812,429.58364900000004,349.430908,203.51225300000002
56,822.779602,681.1530759999999,1722.043457,1254.262695,933.942993,374.972626,509.38089,88.773422,808.1125490000001,1080.208008,202.799072,526.727722,114.20428500000001,658.420349,4823.256348,498.31442300000003,12236.742188,1110.3945310000001,270.997955,425.768646,343.681793,204.579758
57,818.326904,663.911865,1682.157227,1208.377563,936.640503,371.73965499999997,508.48294100000004,80.94619,798.908508,1062.185303,195.22226,525.462891,112.210495,668.047913,4915.39502,494.05365,11979.679688,1110.2150880000002,255.577057,421.155212,319.028687,204.72701999999998
58,828.684143,659.6063839999999,1664.235962,1188.84082,941.2649539999999,369.97421299999996,511.541077,82.064369,796.5958860000001,1045.834595,193.44714399999998,522.12677,112.754677,669.943542,4899.233886999999,501.72790499999996,11858.271484,1108.419678,259.592468,414.856079,321.318604,203.62266499999998
59,853.609436,672.586975,1693.8385010000002,1214.314575,946.3229980000001,376.302429,516.953491,85.564735,797.058411,1038.895142,205.656662,525.920837,116.30783100000001,682.2648929999999,5031.359375,506.957001,11942.327148,1117.44165,277.063812,419.51388499999996,329.601257,206.862106
60,840.590332,686.102539,1708.3652339999999,1236.40564,951.140076,373.32171600000004,519.963196,85.516129,804.319885,1029.859741,204.920624,531.3067629999999,117.364182,679.072327,5286.195313,506.06130999999993,12160.911133,1131.266602,273.13382,421.377045,330.429535,207.708755
61,842.138977,681.480103,1743.9583739999998,1232.976929,971.66095,376.21081499999997,516.710754,84.25210600000001,802.747375,1037.1252439999998,206.34939599999998,525.702698,115.48014099999999,678.3240969999999,5176.796386999999,500.856415,11996.375,1101.46228,271.467865,410.863617,330.77056899999997,206.935715
62,857.771851,680.707214,1748.500977,1223.841431,973.635925,385.12994399999997,518.943848,86.63430799999999,806.817505,1028.0898439999999,206.73902900000002,542.38385,115.214897,685.706909,5218.435547,501.146912,12181.375977,1109.2498779999999,273.689148,417.47326699999996,335.740204,208.444977
63,841.993835,676.134338,1746.005005,1215.626221,976.2854,386.68908700000003,513.312805,82.550529,803.394958,1027.856689,195.352173,531.9609379999999,115.187469,667.19989,5269.302734000001,497.22506699999997,11893.224609,1105.434448,266.811676,410.10952799999995,336.763336,205.77612299999998
64,835.653564,688.4212650000001,1762.628296,1245.9321289999998,958.7511599999999,384.625458,515.2787480000001,86.488449,806.355042,1026.552612,192.711105,523.631287,118.22847,666.451721,5255.712402,500.517426,12149.114258,1114.030396,280.69476299999997,401.902832,339.199371,205.481674
65,830.7653809999999,691.894348,1761.030884,1243.147827,976.815308,379.902283,512.366333,84.884117,795.5319820000001,997.490173,190.76277199999998,515.258118,116.820007,660.964417,5406.658691,502.212067,12067.013672,1109.047974,276.55120800000003,394.31732200000005,330.62442000000004,203.125702
66,824.280029,706.8467410000001,1747.1031489999998,1236.543579,976.381775,382.034607,514.2351679999999,85.273048,786.651733,1005.594177,191.585403,508.389404,116.46331,663.8078,5486.630371,501.776306,11975.46875,1091.654419,275.184235,404.431427,327.262634,202.29747
67,832.459412,712.76239,1775.1582030000002,1222.80603,982.7885130000001,384.877777,519.866089,89.648514,799.509827,1005.827209,194.57283,516.3046879999999,118.873253,669.7440190000001,5390.31543,503.688812,12224.895508,1125.139893,282.91607700000003,416.63046299999996,335.740204,208.260895
68,839.138489,726.86261,1775.70752,1245.265015,984.5227050000001,385.038269,516.007019,89.45405600000001,807.0950320000001,1015.794067,198.079819,515.563354,118.685768,675.7799679999999,5644.693359000001,507.12646500000005,12238.798828,1130.30127,277.23465,412.061371,341.440613,209.65976
69,846.349731,736.266113,1818.289307,1270.73877,985.630615,384.075256,525.108704,93.635048,830.4060059999999,1038.56897,208.38429299999999,511.42034900000004,120.135361,690.745178,5615.955078,516.1563110000001,12490.133789,1133.914917,284.368439,418.227448,343.82797200000005,215.310333
70,856.8523560000001,724.72229,1868.608643,1311.952271,1001.0454710000001,391.297791,528.045532,94.364304,831.747375,1054.823608,205.353577,540.203308,122.02858700000002,681.766052,5632.573242,515.526917,12685.806641,1131.019775,286.67514,422.929596,352.549072,216.672348
71,857.4331050000001,714.763916,1878.742432,1309.490112,1010.1979980000001,385.749023,532.9240110000001,98.982857,836.3261719999999,1061.902954,206.132919,542.34021,124.529976,685.557312,5542.041504,502.23629800000003,12728.59375,1099.868774,305.385284,429.00692699999996,364.242249,221.32899500000002
72,860.675903,692.280823,1843.448975,1283.049683,1051.143433,388.064728,529.6717530000001,98.982857,836.280029,1071.311279,219.12175,534.7955929999999,123.432465,685.108337,5478.550781,504.100372,12529.738281,1088.220703,302.907715,422.61908,359.90609700000005,205.720932
73,843.6394650000001,690.759766,1844.547119,1299.0428470000002,1030.3334960000002,387.560303,530.157166,98.302223,817.9179690000001,1054.35791,218.21252400000003,528.2322389999999,122.85628500000001,674.532959,5481.213867,503.035095,12455.719727,1084.921509,302.138794,425.768646,362.147247,205.389648
74,834.1532589999999,679.136658,1838.207275,1296.5115970000002,1021.180908,387.537506,530.691162,95.676941,817.871704,1035.821167,219.035156,530.2382809999999,123.03003700000001,678.8728639999999,5400.324219,492.35903899999994,12403.483398,1100.272583,296.841888,418.75973500000003,364.047394,203.36498999999998
75,848.818115,694.0495,1866.0128170000003,1305.8082279999999,1019.7357789999999,389.692688,540.690918,100.295486,819.351929,1050.07312,219.987671,537.3468019999999,125.11073300000001,699.225525,5353.49707,492.38324000000006,12275.269531,1117.576416,306.367828,421.86495999999994,362.34216299999997,204.101212
76,861.353333,688.233032,1876.5959469999998,1316.899658,1004.128418,384.075256,545.7149049999999,98.934242,825.318359,1044.67041,211.804688,540.835632,124.62141399999999,710.848572,5404.179688,493.569489,12460.075195,1127.137085,304.787262,425.19198600000004,362.001099,206.144257
77,845.139709,690.358459,1839.4553219999998,1300.400513,1011.7395019999999,366.81005899999997,540.739319,94.218452,810.5637820000001,1011.183167,207.908051,527.3164059999999,125.156448,699.824158,5424.5625,482.57870499999996,12532.087891,1134.61084,296.970032,425.990417,360.100952,203.60426299999997
78,838.509094,676.684204,1872.352661,1317.452026,1012.654602,344.065033,549.671204,93.68366999999999,802.8398440000001,1013.88446,205.180389,526.858459,125.59088100000001,715.487793,5256.90625,475.80023200000005,12428.597656,1138.0894779999999,299.960205,431.313629,346.799957,204.064423
79,837.105591,698.944519,1937.797852,1315.519043,1017.1828,340.35064700000004,542.535461,95.92002099999999,799.186035,1017.098206,196.347992,523.783936,124.82260900000001,716.535339,5283.349121,477.857971,12299.601563,1134.139404,296.414703,423.373199,358.249542,201.910934
80,844.0750730000001,692.181702,1944.687012,1310.3183589999999,1002.1051640000001,334.022308,542.705383,94.218452,787.206726,1024.270752,191.45550500000002,513.644409,124.090965,705.810242,5134.008789,472.459412,12165.071289,1112.324707,298.080658,414.50119,350.89257799999996,200.199219
81,845.6237179999999,689.0802,1890.4237059999998,1296.810791,1012.55835,338.011932,547.2440799999999,88.627579,789.42688,1052.494995,185.697128,518.463562,120.88078300000001,710.99823,5088.698242,473.57299800000004,12156.408203,1112.279663,280.865631,414.279419,350.843842,198.781982
82,839.2835689999999,709.026672,1885.032471,1298.51355,1005.814392,338.844177,549.646851,87.946945,786.420532,1083.001343,185.870316,520.033447,120.716148,707.506348,5087.413086,472.19311500000003,12169.625,1108.823242,283.471405,425.28067000000004,350.01556400000004,199.923126
83,860.5789179999999,719.822327,1870.15625,1296.603638,984.8117679999999,334.082092,543.506287,89.356827,789.42688,1087.798584,189.29071000000002,515.258118,120.73442800000001,701.320618,5151.72998,469.142792,12356.436523,1110.2150880000002,281.33551,419.69131500000003,356.105774,196.241974
84,877.567017,731.138245,1877.14502,1294.969727,1011.6431269999999,333.527374,554.06427,89.16235400000001,782.1190190000001,1121.1459960000002,195.092392,522.911804,121.28775,712.195374,5058.674316,475.993896,12564.251953,1127.787964,280.822906,424.615295,356.15448,198.413864
85,869.5811160000001,734.4725950000001,1855.829102,1298.260498,1032.019409,332.325195,555.763245,87.363541,797.798462,1135.071655,195.265579,528.9082030000001,117.780327,721.1745,5068.63623,475.7276,12636.362305,1132.4335939999999,280.26757799999996,428.25286900000003,362.34216299999997,198.285034
86,878.776917,741.463135,1870.106323,1310.479492,1025.997925,327.678833,552.802124,89.065117,797.8908690000001,1121.3323970000001,193.92338600000002,524.132751,118.10498799999999,729.854309,5143.237305,472.265747,13069.172852,1130.369019,281.762726,420.445374,362.488312,197.97212199999998
87,899.056091,760.022583,1890.024414,1351.439697,1025.130981,330.429688,557.802124,90.815315,789.056885,1113.92688,200.720871,527.687012,117.313896,725.0654910000001,5242.995605,480.690399,13187.449219,1151.869263,282.446167,426.922058,364.437164,199.628632
88,913.4304810000001,755.662659,1864.265747,1359.516968,1039.148926,334.336365,553.821594,86.828766,769.445984,1086.121948,196.131485,526.487793,116.033455,706.608337,5620.683105,473.59719800000005,13384.836914,1132.658081,275.654175,425.679932,355.37493900000004,198.65313700000002
89,922.142334,770.025452,1854.930786,1351.025757,1018.579712,332.394623,564.4523929999999,87.314934,782.812805,1105.171021,193.750229,529.867615,118.493698,716.585205,5770.159668,472.532043,13062.319336,1145.114014,278.85794100000004,432.023468,355.521118,199.076477
90,938.598022,768.76709,1854.082031,1383.28772,1050.276367,338.56665,559.913696,86.63430799999999,771.5273440000001,1134.4198,195.655212,529.540527,117.98152900000001,707.256897,5710.616699,469.23965499999997,12612.423828,1153.664917,279.498688,429.228699,355.423615,198.837204
91,932.402832,767.196411,1856.078857,1367.6170650000001,1031.489624,343.166962,553.700256,86.68292199999999,763.618286,1125.430786,196.08819599999998,527.621704,119.74668899999999,707.256897,5720.8125,469.91747999999995,12909.677734,1145.091553,281.121948,430.07156399999997,355.910889,198.616318
92,926.1594240000001,766.7655030000001,1850.487671,1378.823608,1017.6162109999999,337.549591,553.0448610000001,84.641037,753.9978639999999,1095.2969970000001,195.308884,525.833679,120.74358400000001,704.413513,5621.023438,460.548676,13254.370117,1147.717529,278.729736,429.406158,354.644104,199.867905
93,925.38501,769.966003,1801.9155269999999,1348.793457,1005.091858,340.577911,553.821594,84.54379300000001,751.500305,1098.743774,190.589584,524.023865,119.35340900000001,700.522522,5541.396484000001,452.31765700000005,12735.202148,1135.306519,275.654175,422.175476,356.69043,200.03358500000002
94,916.2860109999999,758.3924559999999,1803.2634280000002,1234.564819,996.8544919999999,339.144653,551.807068,84.49517800000001,758.160645,1080.7658689999998,191.45550500000002,518.092712,120.59265900000001,701.520203,5505.271973,450.28411900000003,12821.852539,1118.3167720000001,267.879578,422.707855,353.328644,198.726761
95,925.627075,755.603149,1759.433472,1221.471191,992.5672609999999,341.779968,553.360413,83.911789,761.398132,1092.409668,194.442963,517.983704,120.739006,696.7811889999999,5539.735352000001,455.343781,12703.136719,1107.6564939999998,271.42511,426.079163,353.328644,197.916901
96,950.7943730000001,727.036011,1786.4901120000002,1266.297485,1002.0089109999999,346.449402,569.549438,86.293991,777.1239009999999,1124.359741,203.491821,527.098328,118.92813100000001,711.098022,5670.711426,460.548676,12923.287109,1134.0271,277.320129,468.886719,355.22876,201.027481
97,960.0869140000001,739.035583,1789.285645,1263.052856,1003.4057619999999,342.542816,574.379333,87.801102,786.6055299999999,1144.107422,208.817261,538.219055,120.62925700000001,728.507507,5667.157715,458.442505,12676.06543,1144.014404,277.832703,481.130066,352.646484,200.60415600000002
98,966.2819210000001,759.7995,1832.765991,1251.501221,1044.977539,350.263733,576.102661,89.356827,796.642151,1169.5371089999999,210.54911800000002,544.041016,125.814972,740.8288570000001,5696.638672,471.926788,12865.422852,1154.764648,281.591827,475.452026,351.23364300000003,200.76980600000002
99,953.359558,757.3768309999999,1836.210693,1263.8123779999999,1069.544922,345.617188,572.680298,100.101028,790.305664,1149.41687,211.718094,552.8067629999999,125.47653999999999,740.878723,5820.27832,469.02179,13121.259766,1183.379395,275.397827,482.23913600000003,354.254364,202.518326
100,953.311035,751.96167,1817.7402339999999,1245.472168,1059.236206,342.034241,573.723999,102.337379,784.616699,1152.909668,211.847992,544.542664,127.049644,744.819641,5625.960938,463.768402,12855.53418,1153.305908,285.649963,479.400055,351.282349,200.788208
