,Date,ASIANPAINT,BAJFINANCE,BAJAJFINSV,BRITANNIA,DIVISLAB,HCLTECH,HDFCBANK,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,INFY,JSWSTEEL,KOTAKBANK,NESTLEIND,RELIANCE,SHREECEM,TCS,TATASTEEL,TECHM,TITAN,WIPRO
10,2016-01-15,851.0928960000001,590.4365230000001,1900.4508059999998,1315.864136,1027.069824,381.55523700000003,505.885834,69.81304899999999,743.961243,1068.177612,194.356354,497.116058,88.938873,674.034058,5139.61084,514.3262940000001,9575.365234,1012.4735109999999,196.242859,461.83346600000004,325.15802,198.105988
11,2016-01-18,823.069824,543.786865,1827.045898,1272.6717529999999,1017.820435,383.513062,497.97341900000004,69.229652,749.233887,1051.455322,193.187332,493.62735,90.630844,665.853088,4991.14502,487.27533000000005,9479.918945,1019.884216,201.539795,459.038818,323.608978,199.58329799999998
12,2016-01-19,818.472229,557.788696,1843.9010010000002,1257.806274,1020.967041,381.646332,502.80346699999996,69.861671,749.696533,1071.1503910000001,198.079819,497.00705,91.325928,667.150085,4984.532715,500.09399400000007,9616.006836,1020.623474,203.333893,454.691467,328.40139800000003,197.704758
13,2016-01-20,813.4384769999999,557.245178,1847.3417969999998,1233.2758789999998,1010.9548339999999,383.3081049999999,494.308472,65.729271,735.450928,1055.961182,194.31308,488.98281900000006,93.639832,661.114075,5036.684082,481.38119499999993,9492.422852,1020.9813230000001,198.20784,449.81185899999997,329.998871,197.90535
14,2016-01-21,817.4072269999999,567.388428,1841.8565670000003,1205.6621089999999,1008.809265,380.2804569999999,496.58996600000006,66.409912,717.4590450000001,1050.804932,195.95829799999998,495.87323,93.777023,659.3182370000001,4985.497559,471.62948600000004,9305.631836,1011.95929,201.283478,450.122406,332.46768199999997,200.914703
15,2016-01-22,842.0905759999999,575.1551509999999,1886.7871089999999,1203.913452,1031.599243,382.101563,500.133606,70.347824,713.66626,1076.2133789999998,201.543518,495.524261,97.67772699999999,681.4667360000001,5001.794434,481.189514,9694.307617,1030.474976,211.706467,456.24408,336.533997,200.659363
16,2016-01-25,850.4636230000001,578.677734,1919.350586,1197.792358,1036.6054689999999,381.851227,505.40036,70.007515,724.581604,1091.217041,204.40107700000002,496.134857,101.267494,679.421509,5014.41748,481.093658,9784.087891,1034.469482,217.77232400000003,456.51028400000007,343.16589400000004,201.37718200000003
17,2016-01-27,831.055786,586.647034,1887.535034,1219.446167,1091.053101,383.364563,502.730591,69.083809,710.336121,1086.897217,205.483459,496.505646,102.547905,673.036316,5038.613281,478.889374,9735.339844,1041.247192,220.07904100000005,446.307404,338.5186770000001,203.401825
18,2016-01-28,831.442993,570.7479860000001,1869.184082,1228.92688,1076.702271,387.26236,500.813141,67.771164,732.398376,1066.273071,201.933151,492.624146,99.89103700000001,661.712646,5021.397461,487.299316,9883.344727,1046.387085,217.174271,443.64581300000003,328.207764,201.45082099999996
19,2016-01-29,842.042358,585.802124,1856.717041,1237.763306,1087.954102,397.00689700000004,509.623596,68.549019,755.663025,1096.233765,199.292114,508.018799,96.67626999999999,682.0155030000001,5038.887695,496.16455099999996,10306.458008,1073.363525,213.32974199999998,444.84350599999993,352.12146,207.17498799999996
20,2016-02-01,858.981934,593.188416,1858.612061,1288.871826,1088.907471,403.67913799999997,514.429321,69.132416,740.908691,1096.280029,188.07841499999998,511.703857,96.081779,686.106018,5003.03418,493.72061199999996,10434.776367,1078.480591,212.98799100000002,441.47213700000003,348.49081399999994,209.144394
21,2016-02-02,854.238831,574.241028,1813.2823489999998,1285.351074,1072.268066,400.17114300000003,511.541077,66.652992,740.122375,1096.047607,182.19013999999999,512.66333,91.76035300000001,675.580444,5010.746582,479.751892,10171.445313,1076.415894,197.737946,420.93341100000004,340.79388400000005,208.81309499999998
22,2016-02-03,836.040833,630.4013669999999,1873.5723879999998,1301.5511470000001,1055.1519779999999,390.747437,506.71109,64.805573,760.010681,1078.536133,176.691544,504.878784,89.025757,664.007385,4965.756348,470.28768899999994,9932.483398,1084.584717,191.37309299999998,418.937225,342.778595,205.334396
23,2016-02-04,860.869324,626.858887,1875.816284,1314.552368,1036.796265,397.74057,509.308075,66.798836,772.221069,1085.4105220000001,176.604935,514.494934,92.437157,674.682556,5036.409668,466.28637699999996,10296.834961,1086.268188,193.039047,416.497375,350.475555,206.12588499999998
24,2016-02-05,870.4523320000001,661.883179,1903.542725,1317.4060060000002,1058.870605,398.79531900000006,512.2448730000001,69.278275,781.610291,1098.9741210000002,181.32423400000002,512.292542,94.84709900000001,690.396057,4977.82959,465.256134,10144.579102,1087.1209720000002,199.788391,421.51010099999996,357.785187,205.371231
25,2016-02-08,860.1433720000001,658.108459,1830.736084,1313.839233,1019.012329,389.6698,502.827667,67.868401,766.763428,1081.46228,180.588181,501.86972000000003,96.04063399999998,671.539795,4970.025879,460.53595,10065.592773,1060.637939,200.00195300000001,417.56201200000004,359.769928,200.62255899999997
26,2016-02-09,855.8843380000001,650.588806,1779.47229,1280.863892,985.6381230000002,371.64797999999996,498.07055700000006,68.062866,764.404602,1077.560791,181.32423400000002,483.051758,91.45854200000001,675.480652,4975.76416,458.834808,10067.056641,1024.033447,201.19804399999998,397.68866,355.171173,197.401535
27,2016-02-10,848.479309,640.168945,1784.8579100000002,1252.7436519999999,970.381226,379.420776,491.71142599999996,65.048653,762.739624,1037.287964,179.462494,483.444244,93.520935,665.803162,4864.069336,461.302704,10098.894531,1018.378235,201.36891200000002,390.72415200000006,358.60812400000003,195.54254200000003
28,2016-02-11,828.2971190000001,610.584351,1692.054443,1212.24353,972.1929929999999,370.524567,473.435181,61.93720600000001,742.434814,990.9301149999999,172.53511,470.40469400000006,91.604897,627.4921879999999,4790.11084,443.04513499999996,10113.761719,986.575928,191.800262,383.227295,345.00540200000006,190.38893100000004
29,2016-02-12,827.522583,592.55603,1696.5426030000003,1180.1196289999998,941.2979740000001,366.053436,471.542053,59.21469499999999,751.685242,1006.816406,167.59935,473.021301,91.96157099999999,620.558289,4642.285645,434.419525,10261.547852,999.436035,185.819839,381.497253,344.521332,190.42578100000003
30,2016-02-15,831.2009889999999,613.6228639999999,1718.883179,1226.924805,946.637817,379.28320299999996,472.60998499999994,65.145882,744.3775019999999,1003.750427,176.215256,476.11767599999996,95.244934,623.8007809999999,4643.847656,453.68341100000004,10268.933594,1018.5349730000002,210.766693,381.76342800000003,347.280609,193.536316
31,2016-02-16,813.390198,594.003601,1699.285278,1208.5157470000001,924.7061160000002,377.999176,472.53714,63.055378000000005,742.990051,1000.684875,170.240402,470.62271100000004,94.54071,618.8123780000001,4636.54834,445.92034900000004,9998.203125,1016.91925,209.186157,375.15377800000005,336.48550400000005,193.849243
32,2016-02-17,828.587463,603.840454,1696.6422120000002,1220.6196289999998,942.5852659999999,378.2284850000001,473.24102800000003,63.979099,751.639099,999.895142,165.174759,478.77789299999995,95.80283399999999,623.850586,4657.575195,456.48675499999996,9853.494141,1021.408081,214.65396099999998,381.09796099999994,316.44458,193.978073
33,2016-02-18,808.5018309999999,609.077454,1716.389771,1267.241089,930.046021,387.010132,480.30398599999995,66.993301,765.375916,993.2062380000001,169.850723,489.92037999999997,96.653397,634.076904,4758.710449,450.496704,10655.175781,1039.496582,214.312225,380.96490500000004,323.028107,199.260529
34,2016-02-19,827.3291019999999,597.630005,1668.666626,1253.894409,949.4031369999999,390.495117,480.23114000000004,67.13915300000001,765.560913,985.5418699999998,172.14541599999998,491.59936500000003,99.095337,629.737,4783.363281,452.533325,10420.339844,1041.202515,216.36264000000003,390.812897,324.044647,201.487625
35,2016-02-22,842.9617310000001,593.119324,1625.9801029999999,1288.342651,945.350586,387.927277,479.964142,67.576698,797.058411,983.26593,171.842361,491.337738,100.851341,638.716125,4847.313965,461.134979,10564.263672,1039.519409,218.07133500000003,383.005463,327.14273099999997,199.794281
36,2016-02-23,849.01178,582.486938,1611.5683589999999,1289.677124,934.4800419999999,380.1315,470.886688,66.60436999999999,774.117432,976.4842529999999,166.257172,490.138367,102.799408,621.555969,4767.341309,455.073059,10262.671875,1016.2236330000001,216.61895800000002,380.255157,318.961823,198.76356500000003
37,2016-02-24,853.561157,574.5177,1611.6678470000002,1267.194824,898.149719,371.9231259999999,460.959717,64.562485,774.024963,949.542786,161.927551,490.770813,101.473251,617.315796,4773.905272999999,456.510712,10266.68457,992.411316,211.79190099999997,374.44393900000006,316.54141200000004,196.554871
38,2016-02-25,834.104858,568.46051,1596.1093749999998,1236.1525880000002,897.1484379999999,370.868408,457.586029,65.291733,779.621521,968.633789,158.463852,484.207367,102.95033299999999,605.4434200000001,4722.028809,452.41351299999997,10266.635742,993.263977,212.00550800000002,369.34256,313.443237,196.518082
39,2016-02-26,834.9276120000001,573.949524,1597.4060060000002,1248.348511,890.6643680000001,378.159637,466.49359100000004,67.52806899999999,786.18927,978.8993529999999,160.022537,488.93914800000005,100.522102,614.322754,4692.92334,455.40856900000006,10112.686523,992.209351,212.26178,370.62896699999993,319.639496,195.284866
40,2016-02-29,819.004456,586.162842,1607.628784,1268.506592,906.3978880000001,372.9320370000001,471.76046799999995,66.84745799999999,768.151001,985.031128,164.56858799999998,472.75964400000004,103.023483,628.938843,4598.169434,463.219482,9784.392578,977.082397,212.817123,368.67715499999997,306.714478,191.51170299999998
41,2016-03-01,844.0266720000001,613.514282,1685.8211670000003,1307.833252,912.9774779999999,381.598969,477.731201,68.30594599999999,762.369507,993.5314330000001,177.47083999999998,490.814453,104.578278,636.970154,4638.797363000001,470.23977699999995,10178.362305,1021.9012449999999,219.609161,383.4934390000001,326.75552400000004,197.107056
42,2016-03-02,843.92981,629.526917,1713.4476319999999,1317.566895,925.3736570000001,392.008453,488.92022699999995,72.875885,785.5880129999999,1021.494934,190.50299099999998,504.13735999999994,103.645401,654.7787480000001,4662.624511999999,479.919647,10577.173828,1040.8435060000002,228.579788,404.16528299999993,323.270111,198.616318
43,2016-03-03,852.060913,613.400635,1670.760986,1307.902466,932.191528,394.049194,493.119141,77.056892,785.26416,1044.348145,188.77117900000002,509.937592,106.073624,656.125671,4790.753418,485.358551,10943.709961,1065.216553,245.23948700000005,409.66595500000005,331.257477,199.775894
44,2016-03-04,838.073486,625.9349980000001,1666.073486,1314.046265,963.7064210000002,383.089325,495.40066500000006,77.202744,785.125488,1048.853882,190.935959,510.526337,108.419533,664.107178,4852.72998,482.26770000000005,10813.476563,1058.2147220000002,246.52101100000002,400.350281,327.675293,197.65920999999997
45,2016-03-08,847.656494,621.83429,1665.325562,1297.408936,975.244385,373.849152,492.293915,80.848961,764.312012,1065.065063,187.77536,507.38629199999997,108.49270600000001,649.042053,4885.371094,492.1392519999999,11108.074219,1056.755737,249.297623,398.220978,330.676544,199.315735
46,2016-03-09,848.140503,634.753967,1673.753052,1306.038086,962.7052,374.032532,497.463745,78.855682,776.707581,1048.528809,187.342377,513.949768,107.92566699999999,658.370483,4783.454102000001,499.183502,10896.02832,1058.079468,252.37324500000003,411.795197,329.03070099999997,198.10098299999999
47,2016-03-10,866.0964359999999,632.886475,1683.377563,1304.5883789999998,969.1893309999999,375.04144299999996,495.7404480000001,81.480972,774.764954,1071.289673,186.606323,498.249908,108.460701,653.082764,4754.07373,484.83145099999996,10889.083984,1054.0622560000002,253.483917,413.569641,328.25613400000003,197.254303
48,2016-03-11,869.5811160000001,632.441711,1641.638306,1296.05127,957.6513669999999,377.425995,499.356842,81.18926999999998,787.7617799999999,1078.11792,185.177597,498.467987,108.24576599999999,641.1604,4740.62207,486.14929199999995,11012.026367,1061.670776,251.219879,406.38320899999997,334.984894,198.41386399999996
49,2016-03-14,870.5491939999999,643.9386599999999,1640.5911870000002,1299.25,965.5180659999999,379.6500240000001,498.798676,82.550529,792.895874,1076.445801,191.931778,497.68304400000005,108.00340300000002,635.323914,4685.486816,488.665009,11298.703125,1057.069702,253.483917,417.162811,330.289276,199.094864
50,2016-03-15,856.271423,639.7292480000001,1657.1473389999999,1269.657104,918.937195,372.290009,498.386017,81.57820900000002,777.7713620000001,1032.456909,191.671997,494.71749900000003,109.292969,638.0177610000001,4640.175781,489.024445,11069.833008,1045.803101,256.687683,408.37948599999993,332.854919,196.278793
51,2016-03-16,837.202576,642.325378,1642.320801,1251.961426,930.522766,373.688629,500.20635999999996,79.244621,780.870239,1046.020386,196.04489099999998,502.58917199999996,109.759399,649.74054,4601.612793,489.623505,11238.550781,1044.52417,255.87605299999998,413.25909400000006,328.837067,198.21137999999996
52,2016-03-17,844.607361,652.1549679999999,1649.1099850000003,1241.514282,939.530823,373.87200900000005,494.357025,78.75845300000002,785.957947,1029.3911130000001,197.213913,506.6449580000001,109.969765,649.74054,4679.746582,491.92334,11405.633789,1055.745483,252.80042999999995,431.846008,328.69183300000003,198.487473
53,2016-03-18,847.317749,657.193604,1646.7639159999999,1236.083374,947.8644409999999,377.93045,499.211273,82.842224,784.75531,1049.1329349999999,199.335388,520.447815,110.93006899999999,657.272949,4761.832031,497.34610000000004,12006.506836,1088.871826,258.182831,436.903076,327.045898,202.923264
54,2016-03-21,832.120544,659.3338620000002,1646.913696,1258.703735,955.668152,377.19671600000004,507.56057699999997,83.620087,813.7090450000001,1069.524536,203.361969,521.101929,111.20903,662.161682,4803.423828,502.23629800000003,12336.072266,1098.028564,259.336151,434.81811500000003,331.20904499999995,204.837448
55,2016-03-22,826.022217,654.7312009999999,1661.889648,1266.320679,943.23999,379.90228300000007,511.5653080000001,84.592422,804.921387,1085.178467,202.279541,518.943176,112.50773600000001,664.755615,4829.866699,507.34433,12366.81543,1110.080322,264.675812,429.58364900000004,349.43090799999993,203.51225300000002
56,2016-03-23,822.779602,681.1530759999999,1722.043457,1254.262695,933.942993,374.972626,509.38089,88.773422,808.1125490000001,1080.208008,202.799072,526.727722,114.20428500000001,658.420349,4823.256348,498.31442300000003,12236.742188,1110.3945310000001,270.997955,425.76864600000005,343.681793,204.57975800000003
57,2016-03-28,818.326904,663.911865,1682.157227,1208.377563,936.6405029999999,371.73965499999997,508.48294100000004,80.94619000000002,798.908508,1062.185303,195.22226,525.4628909999999,112.21049500000001,668.047913,4915.39502,494.05365,11979.679687999998,1110.2150880000002,255.577057,421.155212,319.028687,204.72702
58,2016-03-29,828.684143,659.6063839999999,1664.235962,1188.84082,941.2649539999999,369.97421299999996,511.541077,82.064369,796.5958860000001,1045.834595,193.44714399999998,522.12677,112.75467700000002,669.943542,4899.233886999999,501.7279049999999,11858.271484,1108.419678,259.592468,414.856079,321.318604,203.62266499999996
59,2016-03-30,853.609436,672.586975,1693.8385010000002,1214.314575,946.3229980000001,376.3024290000001,516.953491,85.564735,797.058411,1038.895142,205.656662,525.920837,116.30783100000001,682.2648929999999,5031.359375,506.95700100000005,11942.327148,1117.44165,277.063812,419.51388499999996,329.601257,206.862106
60,2016-03-31,840.590332,686.102539,1708.3652339999999,1236.40564,951.140076,373.321716,519.963196,85.516129,804.319885,1029.859741,204.92062399999998,531.3067629999999,117.364182,679.072327,5286.195313,506.06131,12160.911133,1131.266602,273.13382,421.377045,330.429535,207.70875500000002
61,2016-04-01,842.138977,681.480103,1743.9583739999998,1232.976929,971.66095,376.21081499999997,516.710754,84.25210600000001,802.747375,1037.1252439999998,206.34939599999998,525.702698,115.48014099999997,678.3240969999999,5176.796386999999,500.856415,11996.375,1101.46228,271.467865,410.86361700000003,330.77056899999997,206.935715
62,2016-04-04,857.771851,680.707214,1748.5009769999997,1223.841431,973.6359250000002,385.12994399999997,518.943848,86.63430799999999,806.817505,1028.0898439999999,206.73902900000002,542.38385,115.214897,685.706909,5218.435547,501.14691199999993,12181.375977000002,1109.2498779999999,273.689148,417.47326699999996,335.740204,208.44497700000002
63,2016-04-05,841.993835,676.134338,1746.0050049999998,1215.626221,976.2854,386.68908700000003,513.312805,82.550529,803.394958,1027.856689,195.352173,531.9609379999999,115.187469,667.19989,5269.302734000001,497.22506699999997,11893.224609,1105.434448,266.811676,410.10952799999995,336.763336,205.77612299999998
64,2016-04-06,835.653564,688.4212650000001,1762.628296,1245.9321289999998,958.75116,384.6254579999999,515.2787480000001,86.488449,806.355042,1026.552612,192.711105,523.631287,118.22847,666.451721,5255.712402,500.51742599999994,12149.114258000001,1114.030396,280.69476299999997,401.902832,339.199371,205.481674
65,2016-04-07,830.7653809999999,691.894348,1761.0308839999998,1243.147827,976.8153080000001,379.90228300000007,512.366333,84.884117,795.5319820000001,997.490173,190.76277199999998,515.258118,116.820007,660.964417,5406.658691,502.212067,12067.013671999997,1109.047974,276.55120800000003,394.31732200000005,330.6244200000001,203.125702
66,2016-04-08,824.280029,706.8467410000001,1747.1031489999998,1236.543579,976.381775,382.034607,514.2351679999999,85.273048,786.651733,1005.594177,191.585403,508.389404,116.46331,663.8078,5486.630371,501.7763059999999,11975.46875,1091.654419,275.184235,404.431427,327.26263400000005,202.29747000000003
67,2016-04-11,832.459412,712.76239,1775.1582030000002,1222.80603,982.788513,384.877777,519.866089,89.648514,799.509827,1005.827209,194.57283,516.3046879999999,118.873253,669.7440190000001,5390.31543,503.688812,12224.895508,1125.139893,282.91607700000003,416.630463,335.740204,208.260895
68,2016-04-12,839.138489,726.86261,1775.70752,1245.265015,984.522705,385.03826899999996,516.007019,89.45405600000001,807.0950320000001,1015.794067,198.079819,515.563354,118.68576799999998,675.7799679999999,5644.693359000001,507.126465,12238.798828,1130.30127,277.23465,412.061371,341.44061300000004,209.65976
69,2016-04-13,846.349731,736.2661129999999,1818.289307,1270.73877,985.630615,384.075256,525.108704,93.63504800000001,830.4060059999999,1038.56897,208.38429299999999,511.42034900000004,120.135361,690.745178,5615.955078,516.1563110000001,12490.133789000001,1133.914917,284.368439,418.227448,343.8279720000001,215.310333
70,2016-04-18,856.8523560000001,724.7222900000002,1868.608643,1311.952271,1001.0454710000002,391.297791,528.045532,94.364304,831.747375,1054.823608,205.353577,540.203308,122.02858700000002,681.766052,5632.573242,515.526917,12685.806641,1131.019775,286.67514,422.929596,352.5490720000001,216.672348
71,2016-04-20,857.4331050000001,714.763916,1878.7424320000002,1309.490112,1010.197998,385.749023,532.9240110000001,98.982857,836.3261719999999,1061.902954,206.132919,542.34021,124.529976,685.557312,5542.041504,502.23629800000003,12728.593749999998,1099.868774,305.385284,429.00692699999996,364.242249,221.32899500000005
72,2016-04-21,860.675903,692.2808229999999,1843.448975,1283.049683,1051.143433,388.064728,529.6717530000001,98.982857,836.280029,1071.311279,219.12175,534.7955929999999,123.432465,685.108337,5478.550781,504.10037199999994,12529.738281000002,1088.220703,302.907715,422.61908,359.90609700000005,205.720932
73,2016-04-22,843.6394650000001,690.759766,1844.547119,1299.0428470000002,1030.3334960000002,387.560303,530.157166,98.302223,817.9179690000001,1054.35791,218.21252400000003,528.232239,122.85628500000001,674.532959,5481.213867,503.03509500000007,12455.719727,1084.921509,302.138794,425.76864600000005,362.147247,205.38964799999997
74,2016-04-25,834.1532589999999,679.136658,1838.207275,1296.5115970000002,1021.180908,387.537506,530.691162,95.676941,817.871704,1035.821167,219.035156,530.2382809999999,123.03003700000001,678.8728639999999,5400.324219,492.359039,12403.483398,1100.272583,296.841888,418.759735,364.047394,203.36498999999998
75,2016-04-26,848.818115,694.0495,1866.0128170000003,1305.8082279999999,1019.7357789999998,389.692688,540.690918,100.29548599999998,819.351929,1050.07312,219.987671,537.3468019999999,125.11073300000001,699.225525,5353.49707,492.38324000000006,12275.269531000002,1117.576416,306.367828,421.86495999999994,362.34216299999997,204.101212
76,2016-04-27,861.353333,688.2330320000001,1876.5959469999998,1316.899658,1004.128418,384.075256,545.7149049999999,98.934242,825.318359,1044.67041,211.804688,540.835632,124.62141399999999,710.848572,5404.179688,493.569489,12460.075195,1127.137085,304.787262,425.1919860000001,362.001099,206.14425700000004
77,2016-04-28,845.139709,690.358459,1839.4553219999998,1300.400513,1011.7395019999999,366.81005899999997,540.739319,94.218452,810.5637820000001,1011.1831670000001,207.908051,527.3164059999999,125.15644799999998,699.824158,5424.5625,482.57870499999996,12532.087891,1134.61084,296.970032,425.990417,360.10095199999995,203.60426299999997
78,2016-04-29,838.509094,676.684204,1872.3526609999997,1317.452026,1012.654602,344.065033,549.671204,93.68366999999999,802.8398440000001,1013.8844600000001,205.180389,526.858459,125.59088100000001,715.487793,5256.90625,475.80023200000005,12428.597656,1138.0894779999999,299.960205,431.313629,346.799957,204.064423
79,2016-05-02,837.105591,698.9445190000001,1937.797852,1315.519043,1017.1827999999999,340.35064700000004,542.535461,95.92002099999999,799.186035,1017.0982060000001,196.347992,523.783936,124.82260900000001,716.535339,5283.349121,477.8579710000001,12299.601563,1134.139404,296.414703,423.37319899999994,358.249542,201.910934
80,2016-05-03,844.0750730000001,692.1817019999999,1944.687012,1310.3183589999999,1002.105164,334.022308,542.705383,94.218452,787.206726,1024.270752,191.45550500000002,513.644409,124.09096500000001,705.810242,5134.008789,472.459412,12165.071288999998,1112.324707,298.080658,414.50119,350.8925779999999,200.19921899999997
81,2016-05-04,845.6237179999999,689.0801999999999,1890.4237059999998,1296.810791,1012.55835,338.011932,547.2440799999999,88.627579,789.42688,1052.494995,185.697128,518.463562,120.88078300000001,710.99823,5088.698242,473.57299800000004,12156.408203,1112.279663,280.865631,414.27941899999996,350.843842,198.781982
82,2016-05-05,839.2835689999999,709.026672,1885.032471,1298.51355,1005.814392,338.844177,549.646851,87.946945,786.420532,1083.001343,185.870316,520.033447,120.716148,707.5063479999999,5087.413086,472.19311500000003,12169.625000000002,1108.823242,283.471405,425.28067000000004,350.015564,199.923126
83,2016-05-06,860.5789179999999,719.822327,1870.15625,1296.603638,984.811768,334.082092,543.506287,89.35682699999998,789.42688,1087.798584,189.29071000000002,515.258118,120.73442800000001,701.320618,5151.72998,469.142792,12356.436523,1110.2150880000002,281.33551,419.6913150000001,356.10577400000005,196.24197399999997
84,2016-05-09,877.567017,731.138245,1877.14502,1294.969727,1011.6431269999999,333.527374,554.06427,89.16235400000001,782.1190190000001,1121.1459960000002,195.092392,522.911804,121.28775,712.1953740000001,5058.674316,475.993896,12564.251953000003,1127.787964,280.822906,424.615295,356.15448,198.41386399999996
85,2016-05-10,869.5811160000001,734.4725950000001,1855.8291020000001,1298.260498,1032.019409,332.325195,555.763245,87.363541,797.798462,1135.071655,195.265579,528.9082030000001,117.780327,721.1745,5068.63623,475.72759999999994,12636.362304999999,1132.4335939999999,280.26757799999996,428.252869,362.34216299999997,198.285034
86,2016-05-11,878.776917,741.463135,1870.106323,1310.479492,1025.997925,327.678833,552.802124,89.065117,797.8908690000001,1121.3323970000001,193.92338600000002,524.132751,118.10498799999999,729.854309,5143.237305,472.265747,13069.172852,1130.369019,281.762726,420.445374,362.488312,197.97212199999998
87,2016-05-12,899.056091,760.022583,1890.024414,1351.439697,1025.130981,330.429688,557.802124,90.81531499999998,789.056885,1113.92688,200.720871,527.687012,117.313896,725.0654910000001,5242.995605,480.69039899999996,13187.449219000002,1151.869263,282.446167,426.922058,364.43716400000005,199.628632
88,2016-05-13,913.4304810000001,755.6626589999998,1864.265747,1359.5169680000001,1039.148926,334.336365,553.821594,86.828766,769.445984,1086.121948,196.131485,526.487793,116.03345500000002,706.608337,5620.683105,473.59719800000005,13384.836914000001,1132.658081,275.654175,425.679932,355.37493900000004,198.65313700000002
89,2016-05-16,922.142334,770.025452,1854.930786,1351.025757,1018.579712,332.394623,564.4523929999999,87.314934,782.812805,1105.171021,193.750229,529.867615,118.493698,716.585205,5770.159668,472.532043,13062.319336,1145.114014,278.85794100000004,432.023468,355.52111799999994,199.076477
90,2016-05-17,938.598022,768.76709,1854.082031,1383.28772,1050.276367,338.56665,559.913696,86.63430799999999,771.5273440000001,1134.4198,195.655212,529.540527,117.981529,707.2568969999999,5710.616699,469.23965499999997,12612.423828,1153.664917,279.498688,429.22869899999995,355.423615,198.837204
91,2016-05-18,932.402832,767.196411,1856.078857,1367.6170650000001,1031.489624,343.166962,553.700256,86.68292199999999,763.618286,1125.430786,196.08819599999998,527.621704,119.74668899999999,707.2568969999999,5720.8125,469.91747999999995,12909.677734,1145.091553,281.121948,430.07156399999997,355.910889,198.616318
92,2016-05-19,926.1594240000001,766.7655030000001,1850.487671,1378.823608,1017.6162109999999,337.549591,553.0448610000001,84.641037,753.9978639999999,1095.2969970000001,195.308884,525.833679,120.74358400000001,704.413513,5621.023438,460.548676,13254.370117,1147.717529,278.729736,429.40615799999995,354.644104,199.86790499999998
