,Returns,Semi-Deviation,Sortino Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
6186,30.77994316213488,11.392028746225828,2.3876294352879164,6.891717046736915,7.008328878640939,5.156603025905696,1.075112363003301,6.495054426580049,1.4736566667580335,2.218942228692639,3.848711830206402,2.6903848345884986,5.905189436810278,1.6995847838373621,2.8776569927608886,4.5836487534174255,0.47911847901020665,4.9516758215465595,2.6312262211255106,6.601736766068892,4.019256660024754,7.428283775628909,3.36054478377614,1.11706479800444,9.022004303961904,0.028446445472095187,8.436050677442159
