,Returns,Semi Deviation,Sortino Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,-34.052531559969665,4.242621679334093,-8.028612801071423,1.2914908934389604,6.381966032924083,6.9475743817557625,5.816357684092402,5.816357684092402,6.381966032924083,0.7258825446072763,4.119532637597362,7.5131827305874435,0.7258825446072763,8.078791079419123,1.857099242270641,1.2914908934389604,1.857099242270641,5.250749335260722,2.422707591102321,4.685140986429042,8.078791079419123,4.119532637597362,1.857099242270641,6.9475743817557625,5.250749335260722,0.7258825446072763,1.857099242270641
