,Returns,Standard Deviation,Sharpe Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,-0.00505011843818799,1.0621726147203527,-0.014013996470123458,0.30896995032290475,7.802989257999177,9.712011518809758,10.272417811356423,1.5963504171858642,5.9111696041446615,0.44430942180177296,1.0255568440261968,0.14009776086894143,0.20987294641913848,3.3341121713742616,0.6694854282334373,1.6109927691117742,3.5630947413058585,3.242095082111939,0.845828413598473,9.135765706722406,2.119959695206557,7.25211451907386,3.1685021318963535,6.432691489122229,9.906891109392197,0.600336738692364,10.694384471223476
