,Date,Returns,Risk,Ratio
0,2021-01-01,0.3513381286439626,0.8999780486982016,-3.587489579358325
1,2021-01-04,0.3384851505733321,0.8939863130985153,-3.6259110480022074
2,2021-01-05,0.3524772990478164,0.9037467352431461,-3.5712690016897737
3,2021-01-06,0.3486472468397968,0.9038550315794526,-3.575078569307222
4,2021-01-07,0.33687644164960906,0.9034088059158898,-3.5898737505247826
5,2021-01-08,0.3517991004158353,0.8953045008657,-3.605701631637849
6,2021-01-11,0.36518554214320803,0.9027265937845151,-3.5612271533724003
7,2021-01-12,0.3746966661125613,0.9006496075857554,-3.558879398703614
8,2021-01-13,0.3621411991284435,0.9068392223066885,-3.5484336381993113
9,2021-01-14,0.3863901967819662,0.873073776831767,-3.6578922514510612
10,2021-01-15,0.37295388504793736,0.8739341124914866,-3.6696657895743874
11,2021-01-18,0.3351656161264482,0.9070072017659119,-3.577517772246979
12,2021-01-19,0.3136994474875075,0.9271171224042231,-3.5230721918307806
13,2021-01-20,0.34417625170880417,0.9442607469207267,-3.4268328518826507
14,2021-01-21,0.36527969173091285,0.9455108373768457,-3.3999825080670316
15,2021-01-22,0.35856205716741196,0.947442702481361,-3.400140118653732
16,2021-01-25,0.3530105099508861,0.9588958669264224,-3.365317967625286
17,2021-01-27,0.3129854282795685,0.9588205467001284,-3.407326410519853
18,2021-01-28,0.30849865255651693,0.9671746390428679,-3.382534255324369
19,2021-01-29,0.29785146472876367,0.9768456107367439,-3.359946033637615
20,2021-02-01,0.26150559759079167,1.0145830048296893,-3.2707963632470465
21,2021-02-02,0.3315287666774819,1.0856912954586202,-2.9920763359812073
22,2021-02-03,0.3442598727171273,1.0944133872832877,-2.956597721556658
23,2021-02-04,0.3428144903326024,1.0937117211414602,-2.9598160530719055
24,2021-02-05,0.30615927055284736,1.0574033349092615,-3.096113489871005
25,2021-02-08,0.2948060465068924,1.0580384888309906,-3.104985298902372
26,2021-02-09,0.29854158442534884,1.0633159745348266,-3.0860614287396597
27,2021-02-10,0.31094892258843077,1.057581217670146,-3.0910638566495123
28,2021-02-11,0.29631587829931627,1.0531483350071738,-3.11796924758782
29,2021-02-12,0.312398627397022,1.0578421160148,-3.0889310636571996
30,2021-02-15,0.296277156724112,1.0602632602734077,-3.097082551393059
31,2021-02-16,0.295190751665058,1.0603704007919543,-3.097794172566143
32,2021-02-17,0.28852202186488457,1.0590869913716219,-3.1078447804106513
33,2021-02-18,0.2721327096531888,1.0668927483860264,-3.100468435417604
34,2021-02-19,0.2853638666841526,1.0589807273722107,-3.1111388981471504
35,2021-02-22,0.2515089170698281,1.0568575271959877,-3.1494226963223624
36,2021-02-23,0.21489840258326182,1.0600954875341926,-3.1743381959336934
37,2021-02-24,0.21642688841629368,1.0609893033376054,-3.1702233952809435
38,2021-02-25,0.24899141656686483,1.047784585362515,-3.1790967627956324
39,2021-02-26,0.24699881002374552,1.0456976799055258,-3.1873468345816516
40,2021-03-01,0.195218854739891,1.1224030150402513,-3.0156557848686147
41,2021-03-02,0.21544241236085188,1.1420578892223723,-2.946048198949071
42,2021-03-03,0.2215332368508109,1.147951559260378,-2.925617144780081
43,2021-03-04,0.23523357416480006,1.1663831429837983,-2.867639545337342
44,2021-03-05,0.20514854398962493,1.163586345146025,-2.9003876421279644
45,2021-03-08,0.18511198486817945,1.1751995248363503,-2.888775857533271
46,2021-03-09,0.1871061506178016,1.1747507590035597,-2.8881818746472647
47,2021-03-10,0.18283330609658524,1.173751966337111,-2.894279874567401
48,2021-03-12,0.18943683283605817,1.1766325947475735,-2.8815818823133394
49,2021-03-15,0.1738406458058635,1.1847880166683602,-2.8749103690061806
50,2021-03-16,0.16283403507765026,1.1842618790498278,-2.8854816872633386
51,2021-03-17,0.17314282366633335,1.1850235696610518,-2.874927776591075
52,2021-03-18,0.13098289057840773,1.1971340012602538,-2.88106185756208
53,2021-03-19,0.11722550290156815,1.2065557823643145,-2.869966351918623
54,2021-03-22,0.12919531959538608,1.2146055294699378,-2.8410908699802877
55,2021-03-23,0.19240634330346945,1.152042873650549,-2.9405100575485132
56,2021-03-24,0.17076840963293258,1.1366699199173085,-2.999315395462462
57,2021-03-25,0.12700137841723252,1.1479377793692014,-3.0080015516870704
58,2021-03-26,0.09545726966300219,1.1707937026657587,-2.9762226448631437
59,2021-03-30,0.11614246898432237,1.1967756214133,-2.8943249419846366
60,2021-03-31,0.15997401354683644,1.2332381815623323,-2.7732079963016485
61,2021-04-01,0.14655509938991426,1.233845653030529,-2.782718318273422
62,2021-04-05,0.17091739025412878,1.2491110685054916,-2.7292069502071534
63,2021-04-06,0.15992770379946417,1.2505410072511514,-2.734874167555921
64,2021-04-07,0.15766868023597067,1.248385396328978,-2.7414060832718743
65,2021-04-08,0.16647645993220517,1.2506784052150846,-2.729337554589628
66,2021-04-09,0.19163961062474266,1.2632754958338845,-2.682202259562242
67,2021-04-12,0.1814217106810225,1.264710265868384,-2.687238635629657
68,2021-04-13,0.10763166435725714,1.3338571669298447,-2.603253498000191
69,2021-04-15,0.10405333023932421,1.3331558604353553,-2.607307047073678
70,2021-04-16,0.11771042329408493,1.331632934331186,-2.6000330026719065
71,2021-04-19,0.13657775679948753,1.3371749206594723,-2.575147192786322
72,2021-04-20,0.1127307171517372,1.3547183901783162,-2.559402240337108
73,2021-04-22,0.13623952203774328,1.337197332944766,-2.5753569747095093
74,2021-04-23,0.15228948820861554,1.3269629659612958,-2.5831244727378184
75,2021-04-26,0.11121446862576809,1.3149142753627623,-2.6380316925354346
