,65436
Returns,29.587014422325257
Standard Deviation,11.46112960567978
Sortino Ratio,226.91493174841156
ASIANPAINT Weight,6.506512591609962
BAJFINANCE Weight,6.506512591609962
BAJAJFINSV Weight,5.585917473599485
BRITANNIA Weight,4.665322355589009
DIVISLAB Weight,5.125619914594247
GRASIM Weight,1.4432394425523412
HCLTECH Weight,6.506512591609962
HDFCBANK Weight,1.4432394425523412
HINDALCO Weight,3.744727237578532
HINDUNILVR Weight,6.506512591609962
ICICIBANK Weight,1.903537001557579
INFY Weight,4.665322355589009
JSWSTEEL Weight,2.8241321195680555
LT Weight,1.4432394425523412
NESTLEIND Weight,3.744727237578532
POWERGRID Weight,1.903537001557579
RELIANCE Weight,2.8241321195680555
TCS Weight,2.3638345605628177
TATACONSUM Weight,5.585917473599485
TATASTEEL Weight,2.8241321195680555
TECHM Weight,6.506512591609962
TITAN Weight,7.8874052686256775
ULTRACEMCO Weight,1.4432394425523412
WIPRO Weight,6.0462150326047235
