,32430
Returns,0.27900471696332485
Standard Deviation,0.18111119080488622
Sharpe Ratio,1.3428475395831996
ASIANPAINT Weight,0.027923375843510907
BAJFINANCE Weight,0.058845780195611375
BAJAJFINSV Weight,0.04853831207824456
BRITANNIA Weight,0.07946071643034502
DIVISLAB Weight,0.058845780195611375
GRASIM Weight,0.01246217366746067
HCLTECH Weight,0.01246217366746067
HDFCBANK Weight,0.07946071643034502
HINDALCO Weight,0.05369204613692797
HINDUNILVR Weight,0.06399951425429479
ICICIBANK Weight,0.0073084396087772585
INFY Weight,0.06399951425429479
JSWSTEEL Weight,0.043384578019561144
LT Weight,0.03307710990219431
NESTLEIND Weight,0.0691532483129782
POWERGRID Weight,0.01246217366746067
RELIANCE Weight,0.058845780195611375
TCS Weight,0.05369204613692797
TATACONSUM Weight,0.0691532483129782
TATASTEEL Weight,0.01246217366746067
TECHM Weight,0.03823084396087773
TITAN Weight,0.0073084396087772585
ULTRACEMCO Weight,0.02276964178482749
WIPRO Weight,0.01246217366746067
