,Returns,Standard Deviation,Sharpe Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,0.6317281860901784,7.551896297173194,-0.3904015227292529,0.9383421977503146,5.924665139838938,5.924665139838938,5.157538533363764,3.623285320413419,2.8561587139382465,4.006848623651004,6.3082284430765245,5.157538533363764,2.8561587139382465,3.2397220171758327,2.0890321074630736,5.54110183660135,5.924665139838938,5.924665139838938,2.8561587139382465,5.54110183660135,2.8561587139382465,5.924665139838938,0.9383421977503146,4.006848623651004,4.006848623651004,4.773975230126179,3.623285320413419
