,number,value,datetime_start,datetime_complete,duration,params_ANTS,params_EVA_RATE,params_ITERATIONS,params_Q,state
56,56,2.28873244075679,2022-03-17 06:27:38.057223,2022-03-17 06:27:49.223230,0 days 00:00:11.166007000,35,0.0415791490841295,301,0.369001234949499,COMPLETE
11,11,2.28387239065261,2022-03-16 23:37:43.486534,2022-03-16 23:56:33.592728,0 days 00:18:50.106194000,496,0.432916033533493,548,0.00283468121780195,COMPLETE
43,43,2.26580559136414,2022-03-17 05:11:53.590924,2022-03-17 05:23:52.445661,0 days 00:11:58.854737000,517,0.302882375177682,323,0.0649776361426371,COMPLETE
73,73,2.26420107788229,2022-03-17 07:50:19.623298,2022-03-17 07:50:20.591199,0 days 00:00:00.967901000,6,0.411791985123374,189,0.0578241517479282,COMPLETE
76,76,2.26148527116533,2022-03-17 07:50:37.298456,2022-03-17 07:50:47.802179,0 days 00:00:10.503723000,69,0.412782902889293,117,0.024082081422039,COMPLETE
72,72,2.26127971371155,2022-03-17 07:50:15.030322,2022-03-17 07:50:19.622864,0 days 00:00:04.592542000,19,0.415607027510476,254,0.0735112215900573,COMPLETE
21,21,2.25931754496826,2022-03-17 01:44:23.729845,2022-03-17 02:02:59.175025,0 days 00:18:35.445180000,498,0.315291819005136,537,0.0102443316811544,COMPLETE
75,75,2.25909846521558,2022-03-17 07:50:21.556556,2022-03-17 07:50:37.297643,0 days 00:00:15.741087000,70,0.395915414534972,171,0.0250053244726521,COMPLETE
70,70,2.25143236692217,2022-03-17 07:50:06.309287,2022-03-17 07:50:10.163324,0 days 00:00:03.854037000,21,0.412226876220559,190,0.0773309247244253,COMPLETE
84,84,2.24259529318802,2022-03-17 07:51:48.367026,2022-03-17 07:52:12.993179,0 days 00:00:24.626153000,92,0.325120893033374,183,0.104158053778967,COMPLETE
48,48,2.24089701218476,2022-03-17 06:03:49.790751,2022-03-17 06:06:41.897998,0 days 00:02:52.107247000,199,0.300512165750483,402,0.0819575501847859,COMPLETE
32,32,2.23925815754227,2022-03-17 03:56:16.418318,2022-03-17 04:06:23.622620,0 days 00:10:07.204302000,547,0.0892986140119321,247,0.153415175914478,COMPLETE
29,29,2.23675316113235,2022-03-17 03:28:54.263924,2022-03-17 03:37:06.291636,0 days 00:08:12.027712000,405,0.00644317140107986,337,0.176122521500741,COMPLETE
