,35280
Returns,0.27726630136596464
Standard Deviation,0.17320162161959857
Sharpe Ratio,1.3941341836642573
ASIANPAINT Weight,0.012042554448539869
BAJFINANCE Weight,0.0675877648575276
BAJAJFINSV Weight,0.050924201734831274
BRITANNIA Weight,0.07314228589842636
DIVISLAB Weight,0.0842513279802239
GRASIM Weight,0.028706117571236187
HCLTECH Weight,0.017597075489438643
HDFCBANK Weight,0.045369680693932504
HINDALCO Weight,0.006488033407641098
HINDUNILVR Weight,0.07869680693932513
ICICIBANK Weight,0.034260638612134964
INFY Weight,0.028706117571236187
JSWSTEEL Weight,0.023151596530337413
LT Weight,0.028706117571236187
NESTLEIND Weight,0.0675877648575276
POWERGRID Weight,0.07314228589842636
RELIANCE Weight,0.0675877648575276
TCS Weight,0.07314228589842636
TATACONSUM Weight,0.017597075489438643
TATASTEEL Weight,0.017597075489438643
TECHM Weight,0.012042554448539869
TITAN Weight,0.03981515965303373
ULTRACEMCO Weight,0.034260638612134964
WIPRO Weight,0.017597075489438643
