,Returns,Standard Deviation,Semi-Deviation,Sharpe Ratio,Sortino Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,LT Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,ULTRACEMCO Weight,WIPRO Weight
0,27.127171158592006,15.086651988542668,7.982429510884617,1.5607950111445903,2.9498752386706006,0.7409729134311471,5.055301343512541,10.330340166919703,8.13231211400601,0.09474967903496251,0.9121137243178661,1.0952561585469403,2.9376871423922504,0.005610988238774641,0.18807658799489602,1.4569068264841503,0.02819167481295611,0.3658134673892501,0.33846709946822506,47.644354747488705,0.127249897550439,0.0006095216148627871,0.0165558947681568,0.04647256207270001,3.8102748765532506,0.14940322982394602,15.966947678888301,0.11991659051160301,0.43641511417836804
