,21
Returns,26.200000000000003
Semi Deviation,9.838699100999074
Sortino Ratio,2.299084438683875
ASIANPAINT Weight,5.19642743821934
BAJFINANCE Weight,1.7704032993214724
BAJAJFINSV Weight,0.6786477305164053
BRITANNIA Weight,0.9274220253657225
DIVISLAB Weight,1.1012630255475677
GRASIM Weight,0.3916605404702776
HCLTECH Weight,0.8006249440565112
HDFCBANK Weight,2.0904064376966276
HINDALCO Weight,2.5650834622100676
HINDUNILVR Weight,42.64811257273847
ICICIBANK Weight,6.046747944178784
INFY Weight,1.6737406524828375
JSWSTEEL Weight,0.5970431018619394
LT Weight,3.5880189011152077
NESTLEIND Weight,6.3986623425204545
POWERGRID Weight,5.379601779153999
RELIANCE Weight,0.5742028010335011
TCS Weight,9.321371465881532
TATACONSUM Weight,1.3004717138716422
TATASTEEL Weight,1.2170961966378884
TECHM Weight,0.8391418046986041
TITAN Weight,0.9706149850555071
ULTRACEMCO Weight,1.8288020835329413
WIPRO Weight,2.094432751832711
