,Returns,Standard Deviation,Sharpe Ratio,ADANIPORTS Weight,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,GRASIM Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,NESTLEIND Weight,POWERGRID Weight,RELIANCE Weight,TCS Weight,TATACONSUM Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,UPL Weight,WIPRO Weight
0,0.22629862797628675,0.18199638616914526,1.0467165419385833,0.05242124698379228,0.01495367684670951,0.044095120286662785,0.05242124698379228,0.06491043702948654,0.0690735003780513,0.010790613498144757,0.03160593024096852,0.04825818363522754,0.05242124698379228,0.03993205693809803,0.019116740195274262,0.05242124698379228,0.03160593024096852,0.03160593024096852,0.04825818363522754,0.044095120286662785,0.05242124698379228,0.03993205693809803,0.03160593024096852,0.05242124698379228,0.01495367684670951,0.03993205693809803,0.06074737368092179
1,0.2260781525733882,0.18287159296022695,1.0405014223000295,0.04844560702325564,0.024828653522881144,0.04319739513428354,0.04844560702325564,0.056317924856713816,0.05894203080119988,0.022204547578395087,0.03532507730082536,0.045821501078769596,0.04844560702325564,0.040573289189797475,0.027452759467367197,0.04844560702325564,0.03532507730082536,0.03532507730082536,0.045821501078769596,0.04319739513428354,0.04844560702325564,0.040573289189797475,0.03532507730082536,0.04844560702325564,0.024828653522881144,0.040573289189797475,0.05369381891222776
2,0.22586164226478003,0.18406076455674172,1.0326026990189339,0.04454146613744881,0.034526035723111026,0.04231581493426265,0.04454146613744881,0.047879942942228075,0.04899276854382117,0.03341321012151794,0.038977338129483376,0.043428640535855725,0.04454146613744881,0.04120298933266955,0.03563886132470411,0.04454146613744881,0.038977338129483376,0.038977338129483376,0.043428640535855725,0.04231581493426265,0.04454146613744881,0.04120298933266955,0.038977338129483376,0.04454146613744881,0.034526035723111026,0.04120298933266955,0.04676711734063499
3,0.22575344123478575,0.1847755753676085,1.0280224583626703,0.04259037167085011,0.03937230262401746,0.04187524521599841,0.04259037167085011,0.043663061353127655,0.044020624580553516,0.03901473939659161,0.040802555533720856,0.04223280844342426,0.04259037167085011,0.04151768198857256,0.039729865851443315,0.04259037167085011,0.040802555533720856,0.040802555533720856,0.04223280844342426,0.04187524521599841,0.04259037167085011,0.04151768198857256,0.040802555533720856,0.04259037167085011,0.03937230262401746,0.04151768198857256,0.043305498125701815
4,0.22571686383564843,0.1850351598843026,1.0263825748273907,0.0419308034480412,0.041010584983897654,0.0417263104560093,0.0419308034480412,0.04223754293608905,0.04233978943210499,0.04090833848788171,0.04141957096796145,0.04182855695202525,0.0419308034480412,0.04162406395999335,0.041112831479913604,0.0419308034480412,0.04141957096796145,0.04141957096796145,0.04182855695202525,0.0417263104560093,0.0419308034480412,0.04162406395999335,0.04141957096796145,0.0419308034480412,0.041010584983897654,0.04162406395999335,0.04213529644007309
5,0.22570624583945642,0.1851122022706031,1.0258980418905352,0.041739338416537486,0.04148615941698753,0.041683076416637495,0.041739338416537486,0.041823731416387476,0.04185186241633747,0.04145802841703754,0.04159868341678752,0.041711207416587494,0.041739338416537486,0.041654945416687496,0.04151429041693753,0.041739338416537486,0.04159868341678752,0.04159868341678752,0.041711207416587494,0.041683076416637495,0.041739338416537486,0.041654945416687496,0.04159868341678752,0.041739338416537486,0.04148615941698753,0.041654945416687496,0.04179560041643748
6,0.22570331156941473,0.18513362652709592,1.025763472210818,0.04168642729321247,0.041617583820085166,0.041671128743628626,0.04168642729321247,0.04170937511758824,0.04171702439238016,0.04160993454529324,0.04164818091925286,0.04167877801842055,0.04168642729321247,0.0416634794688367,0.04162523309487709,0.04168642729321247,0.04164818091925286,0.04164818091925286,0.04167877801842055,0.041671128743628626,0.04168642729321247,0.0416634794688367,0.04164818091925286,0.04168642729321247,0.041617583820085166,0.0416634794688367,0.04170172584279632
7,0.22570251266143598,0.18513946968865963,1.0257267830613652,0.041672021284908864,0.041653366485871535,0.04166787577401168,0.041672021284908864,0.04167823955125464,0.04168031230670323,0.041651293730422936,0.0416616575076659,0.041669948529460266,0.041672021284908864,0.04166580301856308,0.041655439241320126,0.041672021284908864,0.0416616575076659,0.0416616575076659,0.041669948529460266,0.04166787577401168,0.041672021284908864,0.04166580301856308,0.0416616575076659,0.041672021284908864,0.041653366485871535,0.04166580301856308,0.04167616679580605
8,0.22570229609662923,0.18514105436852382,1.0257168338181122,0.041668116161306064,0.04166306630901394,0.04166699397190782,0.041668116161306064,0.04166979944540344,0.04167036054010257,0.04166250521431481,0.04166531068781044,0.04166755506660694,0.041668116161306064,0.041666432877208684,0.04166362740371306,0.041668116161306064,0.04166531068781044,0.04166531068781044,0.04166755506660694,0.04166699397190782,0.041668116161306064,0.041666432877208684,0.04166531068781044,0.041668116161306064,0.04166306630901394,0.041666432877208684,0.04166923835070432
9,0.22570223746617593,0.18514148344210365,1.0257141399947842,0.0416670589296619,0.04166569233600101,0.041666755242181705,0.0416670589296619,0.041667514460882196,0.041667666304622306,0.041665540492260913,0.041666299710961405,0.0416669070859218,0.0416670589296619,0.0416666033984416,0.04166584417974111,0.0416670589296619,0.041666299710961405,0.041666299710961405,0.0416669070859218,0.041666755242181705,0.0416670589296619,0.0416666033984416,0.041666299710961405,0.0416670589296619,0.04166569233600101,0.0416666033984416,0.0416673626171421
