,Returns,Semi Deviation,Sortino Ratio,ASIANPAINT Weight,BAJFINANCE Weight,BAJAJFINSV Weight,BRITANNIA Weight,DIVISLAB Weight,HCLTECH Weight,HDFCBANK Weight,HINDALCO Weight,HINDUNILVR Weight,HDFC Weight,ICICIBANK Weight,INFY Weight,JSWSTEEL Weight,KOTAKBANK Weight,NESTLEIND Weight,RELIANCE Weight,SHREECEM Weight,TCS Weight,TATASTEEL Weight,TECHM Weight,TITAN Weight,WIPRO Weight
22,27.999999999999996,11.180339887498949,2.1841912004217945,4.751130129756341,7.262838712490698,6.012477113459721,8.016759970489899,5.0347938790195546,6.840890622900241,2.0587520300301665,1.9608786287054476,7.384042749314277,2.081709028883848,1.02840003124302,6.332869056291098,5.24924213751744,3.3667939370929885,5.516192901899252,3.56219913227998,4.834536030704847,7.440522542105196,3.1988406415766315,1.257239622483966,3.412975197852168,3.39591590390323
23,27.999999999999996,11.180339887498949,2.1841912004217945,4.750029009874545,7.263000312667376,6.013398186446693,8.01848307982889,5.033979531792702,6.841024503858613,2.0579445355690873,1.96090213289217,7.386156045656499,2.0801529062223425,1.0283783771234998,6.332736543485411,5.248754562484282,3.3647223409576523,5.5172619800301534,3.5625320276939307,4.833720229595455,7.444642043467069,3.200265744982299,1.255770005152737,3.4111899146603246,3.3949559855582576
24,27.999999999999996,11.180339887498949,2.1841912004217945,4.749114230277921,7.2631345655737904,6.014163388119479,8.019914590867902,5.033302994896031,6.8411357284138345,2.0572736917585313,1.9609216595130268,7.387911713143256,2.078860123043939,1.0283603874867244,6.332626455553175,5.248349498785471,3.363001316836317,5.518150140236428,3.562808587891896,4.833042484853841,7.448064409965411,3.2014496810279014,1.2545490881829489,3.4097067513235295,3.3941585122486546
25,27.999999999999996,11.180339887498949,2.1841912004217945,4.7483556618533,7.263245892953732,6.014797921103796,8.021101651748678,5.032741985960327,6.8412279598496255,2.0567174037363483,1.960937851695357,7.389367576309088,2.0777881003374485,1.0283454698273462,6.332535166646386,5.248013605272964,3.361574181205755,5.518886634896964,3.5630379216401074,4.832480474329297,7.450902360410186,3.2024314437435044,1.2535366595435473,3.4084768584837706,3.3934972184524486
26,27.999999999999996,11.180339887498949,2.1841912004217945,4.747727924260047,7.2633380196219175,6.015323015736645,8.022083979401879,5.03227773463156,6.8413042840646225,2.056257059101815,1.9609512512005787,7.390572345727597,2.0769009701434618,1.0283331250272059,6.3324596224017595,5.247735643551535,3.3603931846642445,5.5194961058038015,3.563227702034971,4.832015394156422,7.453250847539576,3.203243881150914,1.2526988451858543,3.4074590861297778,3.392949978463821
27,27.999999999999996,11.180339887498949,2.1841912004217945,4.747209616190302,7.263414086430838,6.015756573943947,8.022895064089589,5.031894413300039,6.841367303162051,2.055876963435237,1.9609623148548208,7.391567095314859,2.076168487744126,1.0283229322179799,6.332397247307398,5.247506137138592,3.3594180637787243,5.519999331503017,3.5633843992141667,4.831631388467945,7.455189937764439,3.2039146914846426,1.2520070817050482,3.4066187355917363,3.39249813536052
28,27.999999999999996,11.180339887498949,2.1841912004217945,4.746782686293467,7.263476742593801,6.016113695454334,8.023563153826673,5.031578671859623,6.841419211936644,2.055563878972171,1.9609714279769959,7.392386469666626,2.075565142642178,1.02831453641007,6.332345868997553,5.2473170929100315,3.358614857571149,5.520413838064635,3.5635134705415337,4.831315083323311,7.456787164660901,3.204467237360907,1.2514372767401383,3.4059265395997143,3.3921259525975307
29,27.999999999999996,11.180339887498949,2.1841912004217945,4.746431913697052,7.263528221923613,6.0164071123369744,8.024112067298077,5.031319253520286,6.841461861036126,2.0553066436489456,1.9609789154674497,7.393059681055515,2.075069424423535,1.0283076382767673,6.332303655736604,5.247161771075276,3.357954930194368,5.520754403445344,3.563619517658308,4.831055201835355,7.4580994724418535,3.204921218103633,1.2509691156474776,3.405357820034396,3.3918201611430505
30,27.999999999999996,11.180339887498949,2.1841912004217945,4.746144475110766,7.263570406364284,6.016647551113546,8.024561871284543,5.03110667465444,6.84149680959535,2.0550958536430954,1.9609850510484292,7.393611340255432,2.074663210980927,1.028301985641114,6.33226906432275,5.247034493491284,3.3574141565017492,5.521033477787431,3.5637064173581012,4.830842243445037,7.459174835503793,3.205293230011695,1.2505854837332318,3.4048917860582,3.3915695820947653
0,27.999999999999996,11.180339887498949,2.1841912004217945,5.624094528422111,7.134722597803053,5.2822533299332175,6.650684275355312,5.680405813694416,6.734750217798356,2.698931113430953,1.9422445829780957,5.708628018283,3.3153982083366547,1.04556734947783,6.437924794220298,5.635790098971423,5.009148874517041,4.668631103134465,3.298280689190516,5.481300598908797,4.174594745660245,2.0690231184039227,2.4223476466292126,4.828342129084481,4.1569361657665995
