,number,value,datetime_start,datetime_complete,duration,params_ANTS,params_EVA_RATE,params_ITERATIONS,params_Q,state
0,0,1.3723211563156972,2022-03-27 17:27:39.026288,2022-03-27 17:28:13.197248,0 days 00:00:34.170960000,356,0.6160025032948641,30,0.4946219201109474,COMPLETE
1,1,1.4199973360296596,2022-03-27 17:28:13.198040,2022-03-27 17:34:14.616440,0 days 00:06:01.418400000,392,0.33872584474387346,267,0.8297647481088762,COMPLETE
2,2,1.3689592103403985,2022-03-27 17:34:14.617246,2022-03-27 17:34:59.334670,0 days 00:00:44.717424000,84,0.9542772523119154,390,0.5643438597824798,COMPLETE
3,3,1.3564743759883624,2022-03-27 17:34:59.335395,2022-03-27 17:35:04.185827,0 days 00:00:04.850432000,161,0.7254840316198289,16,0.3540257432121875,COMPLETE
4,4,1.4130653852740862,2022-03-27 17:35:04.186257,2022-03-27 17:37:46.549050,0 days 00:02:42.362793000,234,0.1366392899539319,294,0.12466916183014183,COMPLETE
5,5,1.4050683320089028,2022-03-27 17:37:46.549810,2022-03-27 17:42:16.653745,0 days 00:04:30.103935000,306,0.6028151317805519,309,0.567449498336393,COMPLETE
6,6,1.4066712488250386,2022-03-27 17:42:16.654557,2022-03-27 17:45:02.051085,0 days 00:02:45.396528000,215,0.4219888941207742,345,0.3958385802460378,COMPLETE
7,7,1.3252764108844668,2022-03-27 17:45:02.051880,2022-03-27 17:46:32.088504,0 days 00:01:30.036624000,234,0.993685361356516,162,0.41594703375069175,COMPLETE
8,8,1.4372832007184537,2022-03-27 17:46:32.089316,2022-03-27 17:53:42.057097,0 days 00:07:09.967781000,421,0.17877635129700878,281,0.4933787403520492,COMPLETE
9,9,1.3985866948123968,2022-03-27 17:53:42.057862,2022-03-27 17:53:46.434371,0 days 00:00:04.376509000,22,0.2978960823006246,211,0.41730560534129046,COMPLETE
10,10,1.3889680549560044,2022-03-27 17:53:46.434857,2022-03-27 17:58:07.102739,0 days 00:04:20.667882000,495,0.12120535237176058,127,0.8046086294029576,COMPLETE
11,11,1.4015792382811423,2022-03-27 17:58:07.103562,2022-03-27 18:11:41.549635,0 days 00:13:34.446073000,449,0.3216158574080946,475,0.9880099573791425,COMPLETE
12,12,1.3863127323447395,2022-03-27 18:11:41.550417,2022-03-27 18:16:29.458407,0 days 00:04:47.907990000,373,0.2865046423564885,231,0.7571754287166222,COMPLETE
13,13,1.3982580039216796,2022-03-27 18:16:29.459227,2022-03-27 18:26:34.534455,0 days 00:10:05.075228000,414,0.4399059762555154,406,0.726743246905232,COMPLETE
